"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX290701_Social_Vulnerability_Community_Resilience_State_FIPS","State-level FIPS code ","DCW_290701.doc","string","","","","","","","PhenX","PX290701010000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_State_Name","State name ","DCW_290701.doc","enumerated","","","","","","","PhenX","PX290701020000","","","","","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"PX290701_Social_Vulnerability_Community_Resilience_Persons_Below_Poverty_Estimate","Persons below poverty estimate, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701120100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Persons_Below_Poverty_Estimate_MOE","Persons below poverty estimate MOE, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701120200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Civilian_Unemployed_Estimate","Civilian (age 16+) unemployed estimate, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701130100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Civilian_Unemployed_Estimate_MOE","Civilian (age 16+) unemployed estimate MOE, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701130200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Per_Capita_Income_Estimate","Per capita income estimate, 2010-2014 ACS. ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701140100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Per_Capita_Income_Estimate_MOE","Per capita income estimate MOE, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701140200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Age_Over_25_High_School_Diploma_Estimate","Persons (age 25+) with no high school diploma estimate, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701150100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Age_Over_25_High_School_Diploma_Estimate_MOE","Persons (age 25+) with no high school diploma estimate MOE, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701150200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Age_Over_65_Estimate","Persons aged 65 and older estimate, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701160100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Age_Over_65_Estimate_MOE","Persons aged 65 and older estimate MOE, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701160200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Age_Under_17_Estimate","Persons aged 17 and younger estimate, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701170100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Age_Under_17_Estimate_MOE","Persons aged 17 and younger estimate MOE, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701170200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Noninstitutionalized_Population_Disability_Estimate","Civilian noninstitutionalized population with a disability estimate, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701180100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Noninstitutionalized_Population_Disability_Estimate_MOE","Civilian noninstitutionalized population with a disability estimate MOE, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701180200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Single_Parent_Household_Children_Under_18","Single parent household with children under 18 estimate, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701190100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Single_Parent_Household_Children_Under_18_MOE","Single parent household with children under 18 estimate MOE, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701190200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Minority_Estimate","Minority (all persons except white, nonHispanic) estimate, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701200100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Minority_Estimate_MOE","Minority (all persons except white, nonHispanic) estimate MOE, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701200200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Speak_English","Persons (age 5+) who speak English less than well estimate, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701210100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Speak_English_MOE","Persons (age 5+) who speak English less than well estimate MOE, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701210200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Housing_More_Ten_Units","Housing in structures with 10 or more units estimate, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701220100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Housing_More_Ten_Units_MOE","Housing in structures with 10 or more units estimate MOE, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701220200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Mobile_Home_Estimate","Mobile homes estimate, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701230100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Mobile_Home_Estimate_MOE","Mobile homes estimate MOE, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701230200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Occupied_Housing_Units","At household level (occupied housing units), more people than rooms estimate, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701240100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Occupied_Housing_Units_MOE","At household level (occupied housing units), more people than rooms estimate MOE, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701240200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Households_Vehicle_Available_Estimate","Households with no vehicle available estimate, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701250100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Households_Vehicle_Available_Estimate_MOE","Households with no vehicle available estimate MOE, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701250200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Institutionalized_Group_Quarters_Estimate","Persons in institutionalized group quarters estimate, 2010-2014 ACS ","DCW_290701.doc","integer","","","","","","","PhenX","PX290701260100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Institutionalized_Group_Quarters_Estimate_MOE","Persons in institutionalized group quarters estimate MOE, 2010-2014 ACS","DCW_290701.doc","integer","","","","","","","PhenX","PX290701260200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Below_Poverty_Estimate","Percentage of persons below poverty estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701270100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Below_Poverty_Estimate_MOE","Percentage of persons below poverty estimate MOE","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701270200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Unemployed_Estimate","Percentage of civilian (age 16+) unemployed estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701280100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Unemployed_Estimate_MOE","Percentage of civilian (age 16+) unemployed estimate MOE ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701280200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Age_Over_25_High_School_Diploma_Estimate","Percentage of persons with no high school diploma (age 25+) estimate ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701290100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Age_Over_25_High_School_Diploma_Estimate_MOE","Percentage of persons with no high school diploma (25+) estimate MOE","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701290200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Age_Over_65_Estimate","Percentage of persons aged 65 and older estimate, 2010-2014 ACS ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701300100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Age_Over_65_Estimate_MOE","Percentage of persons aged 65 and older estimate MOE, 2010-2014 ACS","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701300200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Age_Under_17_Estimate","Percentage of persons aged 17 and younger estimate, 2010-2014 ACS ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701310100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Age_Under_17_Estimate_MOE","Percentage of persons aged 17 and younger estimate MOE, 2010-2014 ACS","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701310200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Noninstitutionalized_Population_Disability","Percentage of civilian noninstitutionalized population with a disability estimate, 2010-2014 ACS","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701320100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Noninstitutionalized_Population_Disability_MOE","Percentage of civilian noninstitutionalized population with a disability estimate MOE, 2010-2014 ACS ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701320200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Single_Parent_Household_Children_Under_18","Percentage of single parent households with children under 18 estimate, 2010-2014 ACS ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701330100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Single_Parent_Household_Children_Under_18_MOE","Percentage of single parent households with children under 18 estimate MOE, 2010-2014 ACS ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701330200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Minority_Estimate","Percentage minority (all persons except white, nonHispanic) estimate, 2010-2014 ACS ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701340100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Minority_Estimate_MOE","Percentage minority (all persons except white, nonHispanic) estimate MOE, 2010-2014 ACS","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701340200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Speak_English","Percentage of persons (age 5+) who speak English less than well estimate, 2010-2014 ACS ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701350100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Speak_English_MOE","Percentage of persons (age 5+) who speak English less than well estimate MOE, 2010-2014 ACS","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701350200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Housing_More_Ten_Units","Percentage of housing in structures with 10 or more units estimate ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701360100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Housing_More_Ten_Units_MOE","Percentage of housing in structures with 10 or more units estimate MOE ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701360200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Mobile_Home_Estimate","Percentage of mobile homes estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701370100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Mobile_Home_Estimate_MOE","Percentage of mobile homes estimate MOE","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701370200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Occupied_Housing_Units","Percentage of occupied housing units with more people than rooms estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701380100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Occupied_Housing_Units_MOE","Percentage of occupied housing units with more people than rooms estimate MOE","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701380200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Households_Vehicle_Available_Estimate","Percentage of households with no vehicle available estimate ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701390100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Households_Vehicle_Available_Estimate_MOE","Percentage of households with no vehicle available estimate MOE ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701390200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Institutionalized_Group_Quarters_Estimate","Percentage of persons in institutionalized group quarters estimate, 2010-2014 ACS","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701400100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percent_Institutionalized_Group_Quarters_Estimate_MOE","Percentage of persons in institutionalized group quarters estimate MOE, 2010-2014 ACS ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701400200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Below_Poverty_Estimate","Percentile Percentage of persons below poverty estimate ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701410000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Age_Over_16_Unemployed_Estimate","Percentile Percentage of civilian (age 16+) unemployed estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701420000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Per_Capita_Estimate","Percentile per capita income estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701430000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Age_Over_25_High_School_Diploma","Percentile Percentage of persons with no high school diploma (age 25+) estimate ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701440000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Socioeconomic_Theme","Percentile ranking for Socioeconomic theme summary","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701450000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Age_Over_65_Estimate","Percentile percentage of persons aged 65 and older estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701460000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Age_Under_17_Estimate","Percentile percentage of persons aged 17 and younger estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701470000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Noninstutionalized_Population_Disability_Estimate","Percentile percentage of civilian noninstitutionalized population with a disability estimate ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701480000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Single_Parent_Households_Children_Under_18_Estimate","Percentile percentage of single parent households with children under 18 estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701490000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Ranking_Household_Composition","Percentile ranking for Household Composition theme summary","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701500000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Minority_Estimate","Percentile percentage minority (all persons except white, nonHispanic) estimate","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701510000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Speak_English_Estimate","Percentile percentage of persons (age 5+) who speak English less than well estimate ","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701520000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290701_Social_Vulnerability_Community_Resilience_Percentile_Ranking_Minority_Status_Language","Percentile ranking for Minority Status/Language theme","DCW_290701.doc","decimal","percent","","","","","","PhenX","PX290701530000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
