"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Future_Uncertainty","In the last month, which was your level of need for help with: Uncertainty about the future","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101110000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Feel_Control","In the last month, which was your level of need for help with: Learning to feel in control of your situation","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101120000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Positive_Attitude","In the last month, which was your level of need for help with: Keeping a positive attitude","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101130000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Feelings_Death_Dying","In the last month, which was your level of need for help with: Feelings about death and dying","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101140000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Sexual_Feelings","In the last month, which was your level of need for help with: Changes in sexual feelings","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101150000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Sexual_Relationships","In the last month, which was your level of need for help with: Changes in your sexual relationships","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101160000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Worries_Close_Persons","In the last month, which was your level of need for help with: Concerns about the worries of those close to you","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101170000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Choice_Specialists","In the last month, which was your level of need for help with: More choice about which cancer specialists you see","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101180000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Choice_Hospital","In the last month, which was your level of need for help with: More choice about which hospital you attend","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101190000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Reassurance_Medical_Staff","In the last month, which was your level of need for help with: Reassurance by medical staff that the way you feel is normal","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101200000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Hospital_Staff_Physical_Needs","In the last month, which was your level of need for help with: Hospital staff attending promptly to your physical needs","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101210000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Hospital_Staff_Sensitivity","In the last month, which was your level of need for help with: Hospital staff acknowledging, and showing sensitivity to, your feelings and emotional needs","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101220000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Written_Information","In the last month, which was your level of need for help with: Being given written information about the important aspects of care","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101230000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Information_Managing_Illness","In the last month, which was your level of need for help with: Being given information (written, diagrams, drawings) about aspects of managing your illness and side-effects at home","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101240000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Explanations_Tests","In the last month, which was your level of need for help with: Being given explanations of those tests for which you would like explanations","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101250000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Informed_Benefits_Side_Effects_Treatments","In the last month, which was your level of need for help with: Being adequately informed about the benefits and side-effects of treatments before you choose to have them","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101260000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Informed_Test_Results","In the last month, which was your level of need for help with: Being informed about your test results as soon as feasible","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101270000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Informed_Cancer_Under_Control","In the last month, which was your level of need for help with: Being informed about cancer which is under control or diminishing (that is, remission)","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101280000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Informed_Help_Yourself","In the last month, which was your level of need for help with: Being informed about things you can do to help yourself to get well","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101290000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Access_Professional_Counseling","In the last month, which was your level of need for help with: Having access to professional counseling (eg, psychologist, social worker, counsellor, nurse specialist) if you, family or friends need it","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101300000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Information_Sexual_Relationships","In the last month, which was your level of need for help with: To be given information about sexual relationships","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101310000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Treated_Like_Person","In the last month, which was your level of need for help with: Being treated like a person not just another case","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101320000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Treated_Hospital_Clinic","In the last month, which was your level of need for help with: Being treated in a hospital or clinic that is as physically pleasant as possible","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101330000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
"PX321101_Supportive_Care_Needs_Cancer_Last_Month_Hospital_Staff_Confide","In the last month, which was your level of need for help with: Having one member of hospital staff with whom you can talk to about all aspects of your condition, treatment and follow-up","DCW_321101.doc","encoded values","","","","","","","PhenX","PX321101340000","","","","","1 = Not applicable","2 = Satisfied","3 = Low need","4 = Moderate need","5 = High need","","","","","",""
