VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Stomachaches_School,My child gets stomachaches at school.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801110000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Frightened_Crazy,"When my child gets frightened, he/she feels like he/she is going crazy.",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801120000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worry_Sleeping_Alone,My child worries about sleeping alone.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801130000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worry_Compared_Others,My child worries about being as good as other kids.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801140000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Frightened_Reality,"When my child gets frightened, he/she feels like things are not real.",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801150000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Nightmares_Parents,My child has nightmares about something bad happening to his/her parents.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801160000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worry_School,My child worries about going to school.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801170000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Frightened_Heartbeat,"When my child gets frightened, his/her heart beats fast.",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801180000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Shaky,My child gets shaky.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801190000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Nightmares,My child has nightmares about something bad happening to him/her.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801200000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worry,My child worries about things working out for him/her.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801210000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Frightened_Sweat,"When my child gets frightened, he/she sweats a lot.",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801220000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worrisome,My child is a worrier.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801230000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Frightened_Reason,My child gets really frightened for no reason at all.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801240000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Afraid_Alone_Home,My child is afraid to be alone in the house.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801250000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Talk_Strangers,It is hard for my child to talk with people he/she doesn�t know well.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801260000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Frightened_Choking,"When my child gets frightened, he/she feels like he/she is choking.",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801270000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worry_Too_Much,People tell me that my child worries too much.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801280000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Separation_Family,My child doesn�t like to be away from his/her family.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801290000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Afraid_Anxiety_Panic_Attacks,My child is afraid of having anxiety (or panic) attacks.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801300000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worry_Parents,My child worries that something bad might happen to his/her parents.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801310000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Shy_Strangers,My child feels shy with people he/she doesn�t know well.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801320000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worry_Future,My child worries about what is going to happen in the future.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801330000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Frightened_Vomit,"When my child gets frightened, he/she feels like throwing up.",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801340000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worry_Performance,My child worries about how well he/she does things.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801350000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Scared_School,My child is scared to go to school.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801360000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Worry_Past,My child worries about things that have already happened.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801370000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Frightened_Dizzy,"When my child gets frightened, he/she feels dizzy.",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801380000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Nervous_Performance_Others,"My child feels nervous when he/she is with other children or adults and he/she has to do something while they watch him/her (for example: read aloud, speak, play a game, play a sport).",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801390000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Nervous_Social_Event_Strangers,"My child feels nervous when he/she is going to parties, dances, or any place where there will be people that he/she doesn�t know well.",DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801400000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121801_Anxiety_Disorders_Symptoms_Child_Shy,My child is shy.,DCW_121801.doc,encoded values,,,,,,,PhenX,PX121801410000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
