"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX992003_Long_Covid_Symptoms_Neurology_Experienced_Tremors_Vibrating_Sensations","Which of the following symptoms have you experienced since the start of your COVID-19 illness? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. leg, torso, hand).","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003100100","","","","","Tremors","Vibrating sensations","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Experienced_Tremors_Location","Which of the following symptoms have you experienced since the start of your COVID-19 illness? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. leg, torso, hand). Tremors","DCW_992003.doc","string","","","","","ASK IF \"Which of the following symptoms have you experienced since the start of your COVID-19 illness? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. leg, torso, hand). \" = \"Tremors\"","","PhenX","PX992003100200","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Experienced_Vibrating_Sensations_Location","Which of the following symptoms have you experienced since the start of your COVID-19 illness? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. leg, torso, hand). Vibrating Sensations","DCW_992003.doc","string","","","","","ASK IF \"Which of the following symptoms have you experienced since the start of your COVID-19 illness? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. leg, torso, hand). \" = \"Vibrating sensations\"","","PhenX","PX992003100300","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_When_Experience_Symptoms_Tremors","When did you experience these symptoms? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. Tremors","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003110100","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,Month 6,Month 7,"
"PX992003_Long_Covid_Symptoms_Neurology_When_Experience_Symptoms_Vibrating_Sensations","When did you experience these symptoms? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. Vibrating Sensations","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003110200","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,Month 6,Month 7,"
"PX992003_Long_Covid_Symptoms_Neurology_Describe_Tremors_Vibration_Shaking","Please use this space to describe examples of your tremors or body vibration/shaking during your illness. Please do not include any identifying information (such as name or location).","DCW_992003.doc","string","","","","","","","PhenX","PX992003120000","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Neurological_Sensation_Symptoms","Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot).","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003130100","","","","","Skin sensations: burning, tingling, or itchiness without rash","Numbness/loss of sensation","Numbness/weakness on one side of the body only","Coldness","Tingling/prickling/pins and needles sensation","Electrical zaps/electrical shock sensation","Facial paralysis (please indicate where on face was paralyzed)","Sensation of facial pressure/numbness, left side,Sensation of facial pressure/numbness, right side,Sensation of facial pressure/numbness, other,Weakness,None of the above"
"PX992003_Long_Covid_Symptoms_Neurology_Neurological_Sensation_Symptoms_Numbness_Location","Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot). Numbness/loss of sensation","DCW_992003.doc","string","","","","","ASK IF \"Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot).\" = \"Numbness/loss of sensation\"","","PhenX","PX992003130200","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Neurological_Sensation_Symptoms_Coldness_Location","Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot). Coldness","DCW_992003.doc","string","","","","","ASK IF \"Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot).\" = \"Coldness\"","","PhenX","PX992003130300","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Neurological_Sensation_Symptoms_Tingling_Location","Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot). Tingling/prickling/pins and needles sensation","DCW_992003.doc","string","","","","","ASK IF \"Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot).\" = \"Tingling/prickling/pins and needles sensation\"","","PhenX","PX992003130400","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Neurological_Sensation_Symptoms_Electrical_Zaps_Location","Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot). Electrical zaps/electrical shock sensation","DCW_992003.doc","string","","","","","ASK IF \"Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot).\" = \"Electrical zaps/electrical shock sensation\"","","PhenX","PX992003130500","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Neurological_Sensation_Symptoms_Facial_Paralysis_Location","Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot). Facial paralysis (please indicate where on face was paralyzed)","DCW_992003.doc","string","","","","","ASK IF \"Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot).\" = \"Facial paralysis (please indicate where on face was paralyzed)\"","","PhenX","PX992003130600","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Neurological_Sensation_Symptoms_Facial_Pressure_Location","Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot). Sensation of facial pressure/numbness, other","DCW_992003.doc","string","","","","","ASK IF \"Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot).\" = \"Sensation of facial pressure/numbness, other\"","","PhenX","PX992003130700","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Neurological_Sensation_Symptoms_Weakness_Location","Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot). Weakness","DCW_992003.doc","string","","","","","ASK IF \"Which of the following NEUROLOGICAL SENSATION SYMPTOMS have you experienced since the start of your COVID-19 illness, if any? Please specify the location on your body in the text box. If multiple locations, please separate them with a comma (i.e. hand, leg, foot).\" = \"Weakness\"","","PhenX","PX992003130800","","","","","","","","","","","",",,,,"
"PX992003_Long_Covid_Symptoms_Neurology_Experience_Neurological_Sensations","When did you experience these symptoms? Please mark symptoms for the first 4 weeks, then months (if applicable). Even if you have only experienced these symptoms for part of a week or month, please select it. All neurological sensations","DCW_992003.doc","enumerated","","","","","","","PhenX","PX992003140000","","","","","N/A","Week 1","Week 2","Week 3","Week 4","Month 2","Month 3","Month 4,Month 5,Month 6,Month 7,"
