VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing,Were the sample collection and processing procedures outlined in Adcock Funk et al. (2012) followed?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001020100,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Sodium_Citrate,Did unprocessed or processed sodium citrate samples remain capped and at room temperature until testing?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001020200,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Refrigerated,Were samples refrigerated or stored on ice or in an ice bath?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001020300,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Transportation,Were samples transported vertically?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001020400,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Agitation,Were samples agitated during transportation?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001020500,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Storage_Unprocessed,Were samples stored as unprocessed sodium citrate whole blood samples?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001020600,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Storage_Whole_Blood,Were samples stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001020700,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Storage_Plasma,Were samples stored as plasma processed by centrifugation and aliquoting into a second tube?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001020800,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Platelet_Poor_Plasma,Were samples processed to platelet poor plasma (PPP) within 1 hour of collection?,DCW_911001.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911001020900,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Assayed,Were samples assayed within 4 hours of collection?,DCW_911001.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911001021000,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Centrifuge_Validated,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter ",DCW_911001.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911001021100,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Frozen,Was the sample frozen immediately and stored at -20 C for at most 2 weeks?,DCW_911001.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911001021200,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Sample_Processing_Deep_Freeze,"Was the sample transferred to <= -70 C, including shipment?",DCW_911001.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911001021300,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_One_Stage_Clotting_Factor_Assay_Changes,Were any changes made in the protocol over the course of the study?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001030100,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_One_Stage_Clotting_Factor_Assay_Record,"Were the make and manufacturer of equipment, repeatability and coefficients of variation for the assay, and the reagents used recorded?",DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001030200,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Pharmacokinetic_Study,"Were the parameters outlined by the International Society on Thrombosis and Haemostatis Subcommittee on Factor VIII, Factor IX and Rare Coagulation Disorders (Iorio et al., 2917) followed?",DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001040100,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Hours_24,Was a measurement taken 24-36 hours after infusion with a routine dose of the extended half-life product?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001040200,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Pharmacokinetic_Study_After_Infusion_Hours_48,Was a measurement taken 48-60 hours after infusion with a routine dose of the extended half-life product?,DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001040300,,,,,Yes,No
PX911001_Factor_Nine_Population_Clotting_Standard_Pharmacokinetic_Model,"Was a ""robust"" population pharmacokinetics model, such as WAPPS-Hemo or PKFit, used?",DCW_911001.doc,enumerated,,,,,,,PhenX,PX911001040400,,,,,Yes,No
