VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,VARIABLE_TERM,ORDER,VALUES,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging_Episodes_MonthSix,"What is the number of episodes in 6 month prior that you had problems with the small opening in your stomach becoming plugged, or food becoming stuck in the small opening of your stomach?",DCW_650103.doc,integer,,,,,,,PhenX,PX650103020702,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging_Food,Which foods cause plugging?,DCW_650103.doc,encoded values,,,,,skip logic,if Qabove=Yes,PhenX,PX650103020801,,1 = meat,2 = bread,3 = pasta,4 = raw vegetables,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging_Food_Other,Which foods cause plugging? Other,DCW_650103.doc,string,,,,,skip logic,if Qabove=Yes,PhenX,PX650103020802,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging_Food_FeaturePresent,Which foods cause plugging? Feature present,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103020803,,0 = feature absent,1 = feature present,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging_Plugging,What situations are associated with plugging?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103020901,,1 = Eating too rapidly,2 = Not chewing thoroughly,3 = Being rushed,4 = Under Stress,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging_Plugging_Other,What situations are associated with plugging? Other,DCW_650103.doc,string,,,,,,,PhenX,PX650103020902,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging_Plugging_FeaturePresent,What situations are associated with plugging? Feature present,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103020903,,0 = feature absent,1 = feature present,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging,"Does plugging come as a surprise to you, that is, happen unexpectedly?",DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103021000,,0 = never,1 = sometimes,2 = always,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging_Reaction,How do you react?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103021101,,1 = Waiting until gone,2 = Spontaneous vomiting,3 = Self induced vomiting,4 = Visit Emergency room,5 = Other,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging_Reaction_Other,How do you react? Other,DCW_650103.doc,string,,,,,,,PhenX,PX650103021102,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Plugging_Reaction_FeaturePresent,How do you react? Feature present,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103021103,,0 = feature absent,1 = feature present,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_History,Over the past four weeks have you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,enumerated,,,,,,,PhenX,PX650103030100,,Yes,No,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Days_Prior1Month,What is the number of days in 1 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103030201,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Episodes_Prior1Month,What is the number of episodes in 1 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103030202,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Days_Prior2Month,What is the number of days in 2 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103030301,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Episodes_Prior2Month,What is the number of episodes in 2 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103030302,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Days_Prior3Month,What is the number of days in 3 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103030401,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Episodes_Prior3Month,What is the number of episodes in 3 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103030402,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Days_Prior4Month,What is the number of days in 4 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103030501,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Episodes_Prior4Month,What is the number of episodes in 4 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103030502,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Days_Prior5Month,What is the number of days in 5 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103030601,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Episodes_Prior5Month,What is the number of episodes in 5 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103030602,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Days_Prior6Month,What is the number of days in 6 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,days,,,,,,PhenX,PX650103030701,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Episodes_Prior6Month,What is the number of episodes in 6 month prior that you had problems with dumping during or up to 3 hours after food intake?,DCW_650103.doc,integer,,,,,,,PhenX,PX650103030702,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Sigstad,"If yes, if Sigstad clinical diagnostic index total score is greater than or equal to 5, what is the total index score?",DCW_650103.doc,integer,,,,,,,PhenX,PX650103030800,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Food,What foods cause dumping?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103030901,,1 = Sweets,2 = Ice cream,3 = Dairy products,4 = Syrup,5 = Other ______,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Food_Other,What foods cause dumping? Other,DCW_650103.doc,string,,,,,,,PhenX,PX650103030902,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Food_FeaturePresent,What foods cause dumping? Feature present,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103030903,,0 = feature absent,1 = feature present,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Surprise,"Does dumping come as a surprise to you, that is, happen unexpectedly?",DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103031000,,0 = never,1 = sometimes,2 = always,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Reaction,How do you react?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103031101,,1 = Rest,2 = Emergency room,3 = Other,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Reaction_Other,How do you react?  Other,DCW_650103.doc,string,,,,,,,PhenX,PX650103031102,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Reaction_FeaturePresent,How do you react?  Feature Present,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103031103,,0 = feature absent,1 = feature present,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_Symptoms,Which postprandial symptoms and signs of the dumping syndrome does the subject experience following sweet ingestion? Select all that apply,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103040000,,"5 = Pre-shock, shock","4 = ""Almost fainting"", syncope, unconsciousness",4 = Desire to lie or sit down,"3 = Breathlessness, dyspnea","3 = Weakness, exhaustion","3 = Sleepiness, drowsiness, yawning, apathy, falling asleep",3 = Palpitation (rapid heart rate),2 = Restlessness,2 = Dizziness,1 = Headache,"1 = Feeling of warmth, sweating, pallor, clammy skin",1 = Nausea,"1 = Fullness in the abdomen, meteorismus (bloating)",1 = Borborygmia (stomach noises),(-1) = Eructation (belching),(-4) = Vomiting,
PX650103_PsychopathologyEatingDisordersBariatric_Dumping_SymptomsOther,Does the subject suffer any of these other symptoms? Check all the apply,DCW_650103.doc,enumerated,,,,,,,PhenX,PX650103050000,,Abdominal cramps,Pain,Diarrhea,"Hunger, increased appetite",Lactose intolerance,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Hunger,"In the last 28 days, how would you describe your level of hunger?",DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103060100,,0 = None,1,2,3,4,5 = Constant extreme,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Appetite,How would you describe your appetite?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103060200,,0 = None,1,2,3,4,5 = Constant extreme,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_FavoriteFood_1,What are your favorite foods? 1,DCW_650103.doc,string,,,,,,,PhenX,PX650103060301,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_FavoriteFood_2,What are your favorite foods? 2,DCW_650103.doc,string,,,,,,,PhenX,PX650103060302,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_FavoriteFood_3,What are your favorite foods? 3,DCW_650103.doc,string,,,,,,,PhenX,PX650103060303,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_FavoriteFood_4,What are your favorite foods? 4,DCW_650103.doc,string,,,,,,,PhenX,PX650103060304,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_FavoriteFood_5,What are your favorite foods? 5,DCW_650103.doc,string,,,,,,,PhenX,PX650103060305,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Enjoyment,How would you rate your level of enjoyment while eating?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103060400,,0 = None,1,2,3,4,5 = Extreme,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Cravings,Do you experience cravings for food?,DCW_650103.doc,enumerated,,,,,,,PhenX,PX650103060501,,Yes,No,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Cravings_Foods,"If yes, what foods?",DCW_650103.doc,string,,,,,,,PhenX,PX650103060502,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Cravings_Strength,How would you rate the strength of your cravings?,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103060600,,0 = None,1,2,3,4,5 = Extreme,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Speed,Please rate the following aspects of eating: speed of eating,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103060701,,0 = Extremely slow,1,2,3,4,5 = Extremely fast,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Importance,Please rate the following aspects of eating: importance of eating,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103060702,,0 = None,1,2,3,4,5 = Extreme,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Preparation,Please rate the following aspects of eating: time spent of food preparation,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103060703,,0 = None,1,2,3,4,5 = Extreme,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Chewing,Please rate the following aspects of eating: time spent chewing,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103060704,,0 = None,1,2,3,4,5 = Extreme,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Other,Please rate the following aspects of eating: other,DCW_650103.doc,encoded values,,,,,,,PhenX,PX650103060705,,0 = None,1,2,3,4,5 = Extreme,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_EatingHabits_Other_String,Other aspect,DCW_650103.doc,string,,,,,,,PhenX,PX650103060706,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week,"Over the past four weeks (not including today), which of these meals or snacks have you eaten regularly during the week?",DCW_650103.doc,enumerated,,,,,,,PhenX,PX650103070101,,Breakfast,Mid-morning snack #1,Mid-morning snack #2,Mid-morning snack #3,Lunch,Mid-afternoon snack #1,Mid-afternoon snack #2,Mid-afternoon snack #3,Evening meal,Evening snack #1,Evening snack #2,Evening snack #3,"Nocturnal snack (i.e., after having been asleep)",,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend,"Over the past four weeks (not including today), which of these meals or snacks have you eaten regularly over the weekend?",DCW_650103.doc,enumerated,,,,,,,PhenX,PX650103070102,,Breakfast,Mid-morning snack #1,Mid-morning snack #2,Mid-morning snack #3,Lunch,Mid-afternoon snack #1,Mid-afternoon snack #2,Mid-afternoon snack #3,Evening meal,Evening snack #1,Evening snack #2,Evening snack #3,"Nocturnal snack (i.e., after having been asleep)",,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_Breakfast,How would you rate your eating habits for breakfast during the week?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Breakfast"" was selected",PhenX,PX650103070201,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_Days_Breakfast,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Breakfast"" was selected",PhenX,PX650103070202,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend_Breakfast,How would you rate your eating habits for breakfast over the weekend?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Breakfast"" was selected",PhenX,PX650103070301,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend_Days_Breakfast,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Breakfast"" was selected",PhenX,PX650103070302,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_MidmorningSnack1,How would you rate your eating habits for mid-morning snack #1 during the week?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070401,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_Days_MidmorningSnack1,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070402,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend_MidmorningSnack1,How would you rate your eating habits for mid-morning snack #1 over the weekend?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070501,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend_Days_MidmorningSnack1,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070502,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_MidmorningSnack2,How would you rate your eating habits for mid-morning snack #2 during the week?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070601,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_Days_MidmorningSnack2,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070602,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend_MidmorningSnack2,How would you rate your eating habits for mid-morning snack #2 over the weekend?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070701,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend_Days_MidmorningSnack2,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070702,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_MidmorningSnack3,How would you rate your eating habits for mid-morning snack #3 during the week?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070801,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_Days_MidmorningSnack3,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070802,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend_MidmorningSnack3,How would you rate your eating habits for mid-morning snack #3 over the weekend?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070901,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend_Days_MidmorningSnack3,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Mid-morning snack"" was selected",PhenX,PX650103070902,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_Lunch,How would you rate your eating habits for lunch during the week?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Lunch"" was selected",PhenX,PX650103071001,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_Days_Lunch,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Lunch"" was selected",PhenX,PX650103071002,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend_Lunch,How would you rate your eating habits for lunch over the weekend?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Lunch"" was selected",PhenX,PX650103071101,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Weekend_Days_Lunch,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Lunch"" was selected",PhenX,PX650103071102,,,,,,,,,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_Midafternoon1,How would you rate your eating habits for mid-afternoon snack #1 during the week?,DCW_650103.doc,encoded values,,,,,skip logic,"ASK IF ""Mid-afternoon snack"" was selected",PhenX,PX650103071201,,0 = Meal or snack not eaten,1 = Meal or snack eaten on 1 to 5 days,2 = Meal or snack eaten on less than half the days (6 to 12 days),3 = Meal or snack eaten on half the days (13 to 15 days),4 = Meal or snack eaten on more than half the days (16 to 22 days),5 = Meal or snack eaten almost every day (23 to 27 days),6 = Meal or snack eaten every day,,,,,,,,,,
PX650103_PsychopathologyEatingDisordersBariatric_PatternEating_Week_Days_Midafternoon1,How many days over the past month?,DCW_650103.doc,integer,,,,,skip logic,"ASK IF ""Mid-afternoon snack"" was selected",PhenX,PX650103071202,,,,,,,,,,,,,,,,,,
