VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,VARIABLE_TERM,ORDER,VALUES,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PatternOfEating_Lunch_Weekend,How would you rate your eating habits for lunch over the weekend?,DCW_650101.doc,encoded values,,,,,skip logic,"ASK IF ""Lunch"" was selected",PhenX,PX650101020800,,0 = meal or snack not taken,1,2 = meal or snack eaten on less than half the days,3,4 = meal or snack eaten on more than half the days,5,6 = meal or snack eaten every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PatternOfEating_Midafternoon_Week,How would you rate your eating habits for mid-afternoon snacks during the week?,DCW_650101.doc,encoded values,,,,,skip logic,"ASK IF ""Mid-afternoon snack"" was selected",PhenX,PX650101020900,,0 = meal or snack not taken,1,2 = meal or snack eaten on less than half the days,3,4 = meal or snack eaten on more than half the days,5,6 = meal or snack eaten every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PatternOfEating_Midafternoon_Weekend,How would you rate your eating habits for mid-afternoon snacks over the weekend?,DCW_650101.doc,encoded values,,,,,skip logic,"ASK IF ""Mid-afternoon snack"" was selected",PhenX,PX650101021000,,0 = meal or snack not taken,1,2 = meal or snack eaten on less than half the days,3,4 = meal or snack eaten on more than half the days,5,6 = meal or snack eaten every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PatternOfEating_EveningMeal_Week,How would you rate your eating habits for evening meals during the week?,DCW_650101.doc,encoded values,,,,,skip logic,"ASK IF ""Evening meal"" was selected",PhenX,PX650101021100,,0 = meal or snack not taken,1,2 = meal or snack eaten on less than half the days,3,4 = meal or snack eaten on more than half the days,5,6 = meal or snack eaten every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PatternOfEating_EveningMeal_Weekend,How would you rate your eating habits for evening meals over the weekend?,DCW_650101.doc,encoded values,,,,,skip logic,"ASK IF ""Evening meal"" was selected",PhenX,PX650101021200,,0 = meal or snack not taken,1,2 = meal or snack eaten on less than half the days,3,4 = meal or snack eaten on more than half the days,5,6 = meal or snack eaten every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PatternOfEating_Nocturnal_Week,How would you rate your eating habits for nocturnal snacks during the week?,DCW_650101.doc,encoded values,,,,,skip logic,"ASK IF ""Nocturnal snacks"" was selected",PhenX,PX650101021300,,0 = meal or snack not taken,1,2 = meal or snack eaten on less than half the days,3,4 = meal or snack eaten on more than half the days,5,6 = meal or snack eaten every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PatternOfEating_Nocturnal_Weekend,How would you rate your eating habits for nocturnal snacks over the weekend?,DCW_650101.doc,encoded values,,,,,skip logic,"ASK IF ""Nocturnal snacks"" was selected",PhenX,PX650101021400,,0 = meal or snack not taken,1,2 = meal or snack eaten on less than half the days,3,4 = meal or snack eaten on more than half the days,5,6 = meal or snack eaten every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_RestraintOverEating_History,"Over the past four weeks, have you deliberately been trying to cut down on what you eat, even if you haven't managed to do this?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101030100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_RestraintOverEating_Frequency,How often?,DCW_650101.doc,string,,,,,skip logic,"ASK IF =""Yes""",PhenX,PX650101030200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_RestraintOverEating_Purpose,What is the purpose of cutting down?,DCW_650101.doc,string,,,,,skip logic,"ASK IF =""Yes""",PhenX,PX650101030300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_RestraintOverEating_ShapeWeight,Have you done this to try to change your shape or weight?,DCW_650101.doc,enumerated,,,,,skip logic,"ASK IF =""Yes""",PhenX,PX650101030400,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_RestraintOverEating_Rating,"Which rating best describes the number of days on which the subject has consciously attempted to restrict his/her food instake, whether or not he/she has succeeded?",DCW_650101.doc,encoded values,,,,,,,PhenX,PX650101030500,,0 = No attempt at restraint,1,2 = Attempted to exercise restraint on less than half the days,3,4 = Attempted to exercise restraint on more than half the days,5,6 = Attempted to exercise restraint every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AvoidanceOfEating_History,"Over the past four weeks, have you ever not eaten anything for most of the day?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101040100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AvoidanceOfEating_Time,"If so, about what time would you decide to not eat?",DCW_650101.doc,time,,,,,,,PhenX,PX650101040200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AvoidanceOfEating_StartTime,About what time would you start eating again?,DCW_650101.doc,time,,,,,,,PhenX,PX650101040300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AvoidanceOfEating_Frequency,How often has this happened?,DCW_650101.doc,string,,,,,,,PhenX,PX650101040400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AvoidanceOfEating_Purpose,Why have you done this?,DCW_650101.doc,string,,,,,,,PhenX,PX650101040500,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AvoidanceOfEating_ShapeWeight,Have you done this to try and change your shape and weight?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101040600,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_AvoidanceOfEating_Rating,"Which rating best describes the number of days on which there has been at least eight hours abstinence from eating food (soup and milk-shakes count as food, whereas drinks in general do not) during waking hours?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101040700,,0 = No such days,1,2 = Avoidance on less than half the days,3,4 = Avoidance on more than half the days,5,6 = Avoidance every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_EmptyStomach_History,"Over the past four weeks, have you wanted your tummy to be empty - I mean not to have anything in it at all?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101050100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_EmptyStomach_Purpose,Why have you wanted to have an empty stomach?,DCW_650101.doc,string,,,,,,,PhenX,PX650101050200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_EmptyStomach_Hungry,Is it because you like to feel hungry?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101050300,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_EmptyStomach_Frequency,How often have you wanted this?,DCW_650101.doc,string,,,,,,,PhenX,PX650101050400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_EmptyStomach_Rating,"Which rating best describes the number of days on which the subject has a definite desire to have a completely empty stomach for reasons to do with dieting, shape or weight?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101050500,,0 = No definite desire to have an empty stomach,1,2 = Definite desire to have an empty stomach on less than half the days,3,4 = Definite desire to have an empty stomach on more than half the days,5,6 = Definite desire to have an empty stomach every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_FoodAvoidance_Favorite,What foods do you really like/did you like before?,DCW_650101.doc,string,,,,,,,PhenX,PX650101060100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_FoodAvoidance_History,"Over the past four weeks have you tried to not eat any foods that you especially like, even if you haven’t managed this?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101060200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_FoodAvoidance_Frequency,How often?,DCW_650101.doc,string,,,,,,,PhenX,PX650101060300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_FoodAvoidance_Reason,Why have you stopped eating those foods?,DCW_650101.doc,string,,,,,,,PhenX,PX650101060400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_FoodAvoidance_ShapeWeight,Have you done this to try to change your shape or weight?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101060500,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_FoodAvoidance_Rating,Which rating best describes the number of days on which the subject has actively attempted to avoid eating specific foods (which he/she likes) whether or not he/she has succeeded?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101060600,,0 = No attempts to avoid food,1,2 = Attempted to avoid food on less than half the days,3,4 = Attempted to avoid food on more than half the days,5,6 = Attempted to avoid food every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_History,"Over the past four weeks have you tried to stick to certain definite rules about your eating; for example, only allowing yourself a certain number of calories, or a certain amount of food, or rules about what you should eat or when you should eat?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101070100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_BrokenRules,Have there been times when you know you have broken one of your own rules about eating?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101070200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_ParentalControl,Would you keep to them if you were not made to break them by your parents?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101070300,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_Feelings,How have you felt about breaking them?,DCW_650101.doc,string,,,,,,,PhenX,PX650101070400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_BrokenFeeling,How would you have felt if you had broken one of your eating rules?,DCW_650101.doc,string,,,,,,,PhenX,PX650101070500,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_Details,What are your rules?,DCW_650101.doc,string,,,,,,,PhenX,PX650101070600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_Reason,Why have you tried to stick to them?,DCW_650101.doc,string,,,,,,,PhenX,PX650101070700,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_ShapeWeight,Did you make them to try to change your shape or weight?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101070800,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_Daily,Do you try to stick to them every day?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101070900,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_NotDaily,"If not, how often do you try to stick to them?",DCW_650101.doc,string,,,,,,,PhenX,PX650101071000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_CertainFoods,"Are they about certain foods or are they more general? Please describe (You will need to give some examples at this point. Examples of definite rules would be “I must not eat eggs” or “I must not eat cake”, whereas a general principle would be “I should try to eat healthy food”.",DCW_650101.doc,string,,,,,,,PhenX,PX650101071100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_DietaryRules_Rating,Which rating best describes the number of days on which the subject has actively attempted to adhere to his/her dietary rule(s) from the past four weeks?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101071200,,0 = Has not attempted to obey such rules,1,2 = Attempted to obey such rules on less than half the days,3,4 = Attempted to obey such rules on more than half the days,5,6 = Attempted to obey such rules every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PreoccupationFoodEatingCalories_History,"Over the past four weeks have you spent much time between meals thinking about food, eating or calories (not because you were hungry)?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101080100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PreoccupationFoodEatingCalories_Frequency,How often?,DCW_650101.doc,string,,,,,,,PhenX,PX650101080200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PreoccupationFoodEatingCalories_Distraction,"Has thinking about food, eating or calories made it hard for you to concentrate on or pay attention to what you are doing?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101080300,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PreoccupationFoodEatingCalories_Distraction_Hobbies,"How about concentrating on things that you like doing, like watching television, reading, playing computer games (etc.)?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101080400,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PreoccupationFoodEatingCalories_Discipline,Could you stop thinking about food if you tried?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101080500,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_PreoccupationFoodEatingCalories_Rating,"Which rating best describes the number of days on which concentration has been impaired due to preoccupation with food, eating or calories, whether or not bulimic episodes have occurred?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101080600,,0 = No concentration impairment,1,2 = Concentration impairment on less than half the days,3,4 = Concentration impairment on more than half the days,5,6 = Concentration impairment every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_FearLosingControl_History,Over the past four weeks have you been frightened of losing control over eating?,DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101090100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_FearLosingControl_Discipline,"Have you been afraid that you won’t be able to stop eating? (That is, once you’ve started eating, have you been scared that you won’t be able to stop, or have you avoided starting to eat because of fears that you won’t be able to stop eating when you wanted to?)",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101090200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_FearLosingControl_Frequency,How often have you felt like this?,DCW_650101.doc,string,,,,,,,PhenX,PX650101090300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_FearLosingControl_Rating,"Which rating best describes the number of days on which definite fear has been present, irrespective of whether the subject feels he/she has been in control?",DCW_650101.doc,enumerated,,,,,,,PhenX,PX650101090400,,0 = No fear of losing control,1,2 = Fear of losing control present on less than half the days,3,4 = Fear of losing control present on more than half the days,5,6 = Fear of losing control present every day,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_History,Can you tell me about any times when you have felt that you have eaten too much in one go?,DCW_650101.doc,string,,,,,,,PhenX,PX650101100100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Food,What have you usually eaten at times like this?,DCW_650101.doc,string,,,,,,,PhenX,PX650101100200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Food_Others,What was the rest of your family/friends eating when it happened?,DCW_650101.doc,string,,,,,,,PhenX,PX650101100300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Control,"Did you feel out of control, or that you just couldn’t stop when it happened?",DCW_650101.doc,string,,,,,,,PhenX,PX650101100400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Discipline,Could you have made yourself stop eating once you had started?,DCW_650101.doc,enumerated,,,,,skip logic,ASK IF chronic case only,PhenX,PX650101100500,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_InitialDiscipline,Could you have somehow stopped yourself from starting to overeat in the first place?,DCW_650101.doc,enumerated,,,,,skip logic,ASK IF chronic case only,PhenX,PX650101100600,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Frequency_Month,How often have you felt like this in the past four weeks?,DCW_650101.doc,string,,,,,,,PhenX,PX650101100700,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Frequency_TwoMonths,How often have you felt like this in the past eight weeks?,DCW_650101.doc,string,,,,,,,PhenX,PX650101100800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Obe_Days_Month,What is the number of days on which one or more objective bullimic episodes have occurred in the last 28 days?,DCW_650101.doc,integer,,0,28,,,,PhenX,PX650101100900,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Obe_Episodes_Month,What is the total number of objective bullimic episodes that have occurred in the last 28 days?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101101000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Obe_Days_TwoMonths,What is the number of days on which one or more objective bullimic episodes have occurred in the last two months?,DCW_650101.doc,integer,,0,56,,,,PhenX,PX650101101100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Obe_Episodes_TwoMonths,What is the total number of objective bullimic episodes that have occurred in the last two months?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101101200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Obe_Days_ThreeMonths,What is the number of days on which one or more objective bullimic episodes have occurred in the last three months?,DCW_650101.doc,integer,,0,84,,,,PhenX,PX650101101300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Obe_Episodes_ThreeMonths,What is the total number of objective bullimic episodes that have occurred in the last three months?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101101400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Sbe_Days_Month,What is the number of days on which one or more subjective bullimic episodes have occurred in the last 28 days?,DCW_650101.doc,integer,,0,28,,,,PhenX,PX650101101500,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Sbe_Episodes_Month,What is the total number of subjective bullimic episodes that have occurred in the last 28 days?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101101600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Sbe_Days_TwoMonths,What is the number of days on which one or more subjective bullimic episodes have occurred in the last two months?,DCW_650101.doc,integer,,0,56,,,,PhenX,PX650101101700,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Sbe_Episodes_TwoMonths,What is the total number of subjective bullimic episodes that have occurred in the last two months?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101101800,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Sbe_Days_ThreeMonths,What is the number of days on which one or more subjective bullimic episodes have occurred in the last three months?,DCW_650101.doc,integer,,0,84,,,,PhenX,PX650101101900,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_Sbe_Episodes_ThreeMonths,What is the total number of subjective bullimic episodes that have occurred in the last three months?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101102000,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_ObjectiveOvereating_Days_Month,What is the number of days on which one or more objective overeating episodes have occurred in the last 28 days?,DCW_650101.doc,integer,,0,28,,,,PhenX,PX650101102100,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_ObjectiveOvereating_Episodes_Month,What is the total number of objective overeating episodes that have occurred in the last 28 days?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101102200,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_ObjectiveOvereating_Days_TwoMonths,What is the number of days on which one or more objective overeating episodes have occurred in the last two months?,DCW_650101.doc,integer,,0,56,,,,PhenX,PX650101102300,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_ObjectiveOvereating_Episodes_TwoMonths,What is the total number of objective overeating episodes that have occurred in the last two months?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101102400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_ObjectiveOvereating_Days_ThreeMonths,What is the number of days on which one or more objective overeating episodes have occurred in the last three months?,DCW_650101.doc,integer,,0,84,,,,PhenX,PX650101102500,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_BulimicEpisodes_ObjectiveOvereating_Episodes_ThreeMonths,What is the total number of objective overeating episodes that have occurred in the last three months?,DCW_650101.doc,integer,,,,,,,PhenX,PX650101102600,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ObjectiveBulimicEpisodes_History,What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)?:Did you have any episodes like (describe a representative objective bulimic episode)?,DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more objective bulimic episodes for the past 3 months,PhenX,PX650101110100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ObjectiveBulimicEpisodes_Comparison,"What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)?:Did you have any other equivalent episodes (refer, if applicable, to other types of objective bulimic episodes that the subject reported)?",DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more objective bulimic episodes for the past 3 months,PhenX,PX650101110200,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ObjectiveBulimicEpisodes_Frequency,What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)?:Did they occur more or less often than in the past 28 days?,DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more objective bulimic episodes for the past 3 months,PhenX,PX650101110300,,More,Less,No difference,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ObjectiveBulimicEpisodes_Average,"On average over the past three months (specify months), how many days per week have you had episodes like .......... (refer to the representative objective bulimic episodes)?",DCW_650101.doc,integer,,0,7,,skip logic,ASK IF subject has had 2 or more objective bulimic episodes for the past 3 months,PhenX,PX650101110400,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ObjectiveBulimicEpisodes_Average_Encoded,"On average over the past three months (specify months), how many days per week have you had episodes like .......... (refer to the representative objective bulimic episodes)?",DCW_650101.doc,encoded values,,,,,skip logic,ASK IF subject has had 2 or more objective bulimic episodes for the past 3 months,PhenX,PX650101110500,,9 = Not asked,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ObjectiveBulimicEpisodes_Null,"Over the past three months, has there been a period of two or more weeks in a row in which you have not had a single episode like ...... (refer to objective bulimic episodes)?",DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more objective bulimic episodes for the past 3 months,PhenX,PX650101110600,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_ObjectiveBulimicEpisodes_Null_LongestContinuousPeriod,"If yes, what has been the longest continuous period (in weeks) you have had free from such episodes (refer to objective bulimic episodes)?",DCW_650101.doc,integer,weeks,,,,skip logic,ASK IF subject has had 2 or more objective bulimic episodes for the past 3 months,PhenX,PX650101110700,,,,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SubjectiveBulimicEpisodes_History,What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)?: Did you have any episodes like (describe a representative subjective bulimic episode)?,DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more subjective bulimic episodes for the past 3 months,PhenX,PX650101120100,,Yes,No,,,,,,,,,,,,,,,
PX650101_PsychopathologyEatingDisorders_SubjectiveBulimicEpisodes_Comparison,"What about the two months prior to the month that we have been talking about (refer to the dates of Month 1)?: Did you have any other equivalent episodes (refer, if applicable, to other types of subjective bulimic episodes that the subject reported)?",DCW_650101.doc,enumerated,,,,,skip logic,ASK IF subject has had 2 or more subjective bulimic episodes for the past 3 months,PhenX,PX650101120200,,Yes,No,,,,,,,,,,,,,,,
