"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX321201_Unmet_Needs_Cancer_Survivors_Others_Emotion","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Telling others how I was feeling emotionally","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201180000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Companion_Similar_Experience","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Finding someone to talk to who understands and has been through a similar experience","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201190000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Dealing_People_Normal","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Dealing with people who expect me to be ","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201200000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Dealing_People_Change","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Dealing with people accepting that having cancer has changed me as a person","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201210000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Dealing_Reduced_Support","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Dealing with reduced support from others when treatment has ended","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201220000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Depressed","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Dealing with feeling depressed","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201230000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Tired","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Dealing with feeling tired","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201240000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Stressed","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Dealing with feeling stressed","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201250000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Lonely","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Dealing with feeling lonely","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201260000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Feel_Normal","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Dealing with not being able to feel ","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201270000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Positive","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Trying to stay positive","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201280000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Coping","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Coping with having a bad memory or lack of focus","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201290000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
"PX321201_Unmet_Needs_Cancer_Survivors_Body_Appearance","This part of the survey is about unmet needs that relate to your relationships with others and your emotional health IN THE LAST MONTH. Dealing with changes in how my body appears","DCW_321201.doc","encoded values","","","","","","","PhenX","PX321201300000","","","","","0 = No unmet need","1 = Low unmet need","2 = Moderate unmet need","3 = High unmet need","4 = Very high unmet need","","","","","",""
