"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Not_Hispanic_Other_Race_Margin_Error","Not Hispanic or Latino - Some other race alone - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404010702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Not_Hispanic_Two_More_Race_Estimate","Not Hispanic or Latino - Two or more races - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404010801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Not_Hispanic_Two_More_Race_Margin_Error","Not Hispanic or Latino - Two or more races - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404010802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Not_Hispanic_Two_More_Race_Including_Other_Estimate","Not Hispanic or Latino - Two or more races - Two races including Some other race - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404010901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Not_Hispanic_Two_More_Race_Including_Other_Margin_Error","Not Hispanic or Latino - Two or more races - Two races including Some other race - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404010902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Not_Hispanic_Two_More_Race_Excluding_Other_Estimate","Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and three or more races - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404011001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Not_Hispanic_Two_More_Race_Excluding_Other_Margin_Error","Not Hispanic or Latino - Two or more races - Two races excluding Some other race, and three or more races - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404011002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Estimate","Hispanic or Latino - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Margin_Error","Hispanic or Latino - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_White_Estimate","Hispanic or Latino - White alone - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_White_Margin_Error","Hispanic or Latino - White alone - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Black_Estimate","Hispanic or Latino - Black or African American alone - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Black_Margin_Error","Hispanic or Latino - Black or African American alone - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_American_Indian_Estimate","Hispanic or Latino - American Indian and Alaska Native alone - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_American_Indian_Margin_Error","Hispanic or Latino - American Indian and Alaska Native alone - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Asian_Estimate","Hispanic or Latino - Asian alone - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Asian_Margin_Error","Hispanic or Latino - Asian alone - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Pacific_Islander_Estimate","Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Pacific_Islander_Margin_Error","Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020602","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Other_Race_Estimate","Hispanic or Latino - Some other race alone - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020701","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Other_Race_Margin_Error","Hispanic or Latino - Some other race alone - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Two_More_Race_Estimate","Hispanic or Latino - Two or more races: - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Two_More_Race_Margin_Error","Hispanic or Latino - Two or more races: - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Two_More_Race_Including_Other_Estimate","Hispanic or Latino - Two races including Some other race - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Two_More_Race_Including_Other_Margin_Error","Hispanic or Latino - Two races including Some other race - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404020902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Two_More_Race_Excluding_Other_Estimate","Hispanic or Latino - Two races excluding Some other race, and three or more races - Estimate","DCW_211404.doc","integer","","","","","","","PhenX","PX211404021001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX211404_Racial_Ethnic_Segregation_Separation_Index_Hispanic_Two_More_Race_Excluding_Other_Margin_Error","Hispanic or Latino - Two races excluding Some other race, and three or more races - Margin of Error","DCW_211404.doc","integer","","","","","","","PhenX","PX211404021002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
