"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Left_PIP 3","Please indicate if the following joint feels swollen: Left PIP 3","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901110000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Left_PIP 4","Please indicate if the following joint feels swollen: Left PIP 4","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901120000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Left_PIP 5","Please indicate if the following joint feels swollen: Left PIP 5","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901130000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_Shoulder","Please indicate if the following joint feels swollen: Right Shoulder","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901140000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_Elbow","Please indicate if the following joint feels swollen: Right Elbow","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901150000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_Wrist","Please indicate if the following joint feels swollen: Right Wrist","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901160000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_MCP 1","Please indicate if the following joint feels swollen: Right MCP 1","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901170000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_MCP 2","Please indicate if the following joint feels swollen: Right MCP 2","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901180000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_MCP 3","Please indicate if the following joint feels swollen: Right MCP 3","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901190000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_MCP 4","Please indicate if the following joint feels swollen: Right MCP 4","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901200000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_MCP 5","Please indicate if the following joint feels swollen: Right MCP 5","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901210000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_PIP 1","Please indicate if the following joint feels swollen: Right PIP 1","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901220000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_PIP 2","Please indicate if the following joint feels swollen: Right PIP 2","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901230000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_PIP 3","Please indicate if the following joint feels swollen: Right PIP 3","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901240000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_PIP 4","Please indicate if the following joint feels swollen: Right PIP 4","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901250000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Swollen_Right_PIP 5","Please indicate if the following joint feels swollen: Right PIP 5","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901260000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_Shoulder","Please indicate if the following joint feels tender: Left Shoulder","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901270000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_Elbow","Please indicate if the following joint feels tender: Left Elbow","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901280000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_Wrist","Please indicate if the following joint feels tender: Left Wrist","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901290000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_MCP 1","Please indicate if the following joint feels tender: Left MCP 1","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901300000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_MCP 2","Please indicate if the following joint feels tender: Left MCP 2","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901310000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_MCP 3","Please indicate if the following joint feels tender: Left MCP 3","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901320000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_MCP 4","Please indicate if the following joint feels tender: Left MCP 4","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901330000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_MCP 5","Please indicate if the following joint feels tender: Left MCP 5","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901340000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_PIP 1","Please indicate if the following joint feels tender: Left PIP 1","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901350000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_PIP 2","Please indicate if the following joint feels tender: Left PIP 2","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901360000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_PIP 3","Please indicate if the following joint feels tender: Left PIP 3","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901370000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_PIP 4","Please indicate if the following joint feels tender: Left PIP 4","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901380000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Left_PIP 5","Please indicate if the following joint feels tender: Left PIP 5","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901390000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_Shoulder","Please indicate if the following joint feels tender: Right Shoulder","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901400000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_Elbow","Please indicate if the following joint feels tender: Right Elbow","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901410000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_Wrist","Please indicate if the following joint feels tender: Right Wrist","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901420000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_MCP 1","Please indicate if the following joint feels tender: Right MCP 1","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901430000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_MCP 2","Please indicate if the following joint feels tender: Right MCP 2","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901440000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_MCP 3","Please indicate if the following joint feels tender: Right MCP 3","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901450000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_MCP 4","Please indicate if the following joint feels tender: Right MCP 4","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901460000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_MCP 5","Please indicate if the following joint feels tender: Right MCP 5","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901470000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_PIP 1","Please indicate if the following joint feels tender: Right PIP 1","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901480000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_PIP 2","Please indicate if the following joint feels tender: Right PIP 2","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901490000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_PIP 3","Please indicate if the following joint feels tender: Right PIP 3","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901500000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_PIP 4","Please indicate if the following joint feels tender: Right PIP 4","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901510000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Tender_Right_PIP 5","Please indicate if the following joint feels tender: Right PIP 5","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901520000","","","","","1 = Yes","0 = No","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Patient_Assessment","Considering all the ways your arthritis affects you, rate how well you are doing on the following scale:","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901530000","","","","","0 = 0, Very Well","0.5 = 0.5","1 = 1","1.5 = 1.5","2 = 2","2.5 = 2.5","3 = 3","3.5 = 3.5","4 = 4","4.5 = 4.5","5 = 5","5.5 = 5.5","6 = 6","6.5 = 6.5","7 = 7","7.5 = 7.5","8 = 8","8.5 = 8.5","9 = 9","9.5 = 9.5","10 = 10, Very Poor"
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Patient_Assessment_Name","Your Name:","DCW_171901.doc","string","","","","","","","PhenX","PX171901540000","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Patient_Assessment_Date_Birth","Date of Birth:","DCW_171901.doc","date","","","","","","","PhenX","PX171901550000","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Patient_Assessment_Date_Today","Today's Date","DCW_171901.doc","date","","","","","","","PhenX","PX171901560000","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX171901_Rheumatoid_Arthritis_Disease_Activity_Provider_Assessment","Rate how well the patient is doing on the following scale:","DCW_171901.doc","encoded values","","","","","","","PhenX","PX171901570000","","","","","0 = 0, Very Well","0.5 = 0.5","1 = 1","1.5 = 1.5","2 = 2","2.5 = 2.5","3 = 3","3.5 = 3.5","4 = 4","4.5 = 4.5","5 = 5","5.5 = 5.5","6 = 6","6.5 = 6.5","7 = 7","7.5 = 7.5","8 = 8","8.5 = 8.5","9 = 9","9.5 = 9.5","10 = 10, Very Poor"
