PX071101_Cancer_Recurrence_Site,"Where did this cancer recur? (ex. lung, breast, liver)",DCW_071101.doc,string,,,,,For respondents who have had cancer.,,PhenX,PX071101020903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Recurrence_Hospital,Treatment Hospital?,DCW_071101.doc,string,,,,,For respondents who have had cancer.,,PhenX,PX071101020904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Site2,Cancer Site/Type?,DCW_071101.doc,string,,,,,For respondents who have had cancer.,,PhenX,PX071101030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Laterality2,Laterality?,DCW_071101.doc,enumerated,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030100,,,,,Left,Right,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Diagnosis_Date2,Date of Diagnosis?,DCW_071101.doc,Date,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Diagnosis_Age2,Age of Diagnosis?,DCW_071101.doc,integer,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Surgery2,Did you have Surgery for this Cancer?,DCW_071101.doc,enumerated,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030401,,,,,Yes,No,Not Sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Surgery_Name2,Name of Procedure?,DCW_071101.doc,string,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Surgery_Date2,Surgery Date?,DCW_071101.doc,Date,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Surgery_Hospital2,Treatment Hospital?,DCW_071101.doc,string,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Chemotherapy2,Did you receive Chemotherapy for this Cancer?,DCW_071101.doc,enumerated,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030501,,,,,Yes,No,Not Sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Chemotherapy_Drug_Name2,Type of Chemo?,DCW_071101.doc,enumerated,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030502,,,,,Adriamycin,Taxol (Paclitaxel),Taxotere (Docetaxel),Cytoxan,Xeloda,Leucovorin,Fluorouracil,Methotrexate,Herceptin,Avastin,Aromasin,Femara,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Chemotherapy_Started_Date2,Date Chemo started?,DCW_071101.doc,Date,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Chemotherapy_Hospital2,Treatment Hospital?,DCW_071101.doc,string,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Radiation2,Did you receive Radiation for this Cancer?,DCW_071101.doc,enumerated,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030601,,,,,Yes,No,Not Sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Radiation_Started_Date2,Date Radiation started?,DCW_071101.doc,Date,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Radiation_Hospital2,Treatment Hospital,DCW_071101.doc,string,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Hormonal_Therapy2,Did you receive Hormonal Therapy for this Cancer?,DCW_071101.doc,enumerated,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030701,,,,,Yes,No,Not Sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Hormonal_Therapy_Drug_Name2,Name of Hormone Therapy?,DCW_071101.doc,enumerated,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030702,,,,,Tamoxifen,Aromasin,Femara,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Hormonal_Therapy_Started_Date2,Date Hormonal Therapy started?,DCW_071101.doc,Date,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Hormonal_Therapy_Hospital2,Treatment Hospital?,DCW_071101.doc,string,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Other_Therapy2,Did you receive any other type(s) of therapy?,DCW_071101.doc,enumerated,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030801,,,,,Yes,No,Not Sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Other_Therapy_Name2,Name of Other Therapy?,DCW_071101.doc,string,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Other_Therapy_Started_Date2,Date Other Therapy started?,DCW_071101.doc,Date,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Other_Therapy_Hospital2,Treatment Hospital?,DCW_071101.doc,string,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Recurrence2,Have you had a Recurrence with this Cancer?,DCW_071101.doc,enumerated,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030901,,,,,Yes,No,Not Sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Recurrence_Date2,Date of Recurrence?,DCW_071101.doc,Date,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Recurrence_Site2,"Where did this cancer recur? (ex. lung, breast, liver)",DCW_071101.doc,string,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX071101_Cancer_Recurrence_Hospital2,Treatment Hospital?,DCW_071101.doc,string,,,,,For respondents who have been diagnosed with more than one cancer.,,PhenX,PX071101030904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
