VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX540603_SPSRQ_BotheredTo_Return_Store_WrongChange,Would you be bothered if you had to return to a store when you noticed you were given the wrong change?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603270000,,,,,Yes,No
PX540603_SPSRQ_Difficulty_Resisting_Temptation_ForbiddenThings,Do you often have trouble resisting the temptation of doing forbidden things?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603280000,,,,,Yes,No
PX540603_SPSRQ_Avoid_Going_Unknown_Places,"Whenever you can, do you avoid going to unknown places?",DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603290000,,,,,Yes,No
PX540603_SPSRQ_Compete_DoEverything,Do you like to compete and do everything you can to win?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603300000,,,,,Yes,No
PX540603_SPSRQ_WorriedBy_Things_You_SaidDid,Are you often worried by things that you said or did?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603310000,,,,,Yes,No
PX540603_SPSRQ_Associate_TastesSmells_Pleasant_Events,Is it easy for you to associate tastes and smells to very pleasant events?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603320000,,,,,Yes,No
PX540603_SPSRQ_Difficult_Ask_Boss_SalaryIncrease,Would it be difficult for you to ask your boss for a raise (salary increase)?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603330000,,,,,Yes,No
PX540603_SPSRQ_Objects_Sensations_Reminder_PleasantEvents,Are there a large number of objects or sensations that remind you of pleasant events?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603340000,,,,,Yes,No
PX540603_SPSRQ_Avoid_Public_Speaking,Do you generally try to avoid speaking in public?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603350000,,,,,Yes,No
PX540603_SPSRQ_Difficult_ToStop_SlotMachine,"When you start to play with a slot machine, is it often difficult for you to stop?",DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603360000,,,,,Yes,No
PX540603_SPSRQ_CouldDoMore_Without_InsecurityFear,"Do you, on a regular basis, think that you could do more things if it was not for your insecurity or fear?",DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603370000,,,,,Yes,No
PX540603_SPSRQ_Do_ThingsFor_QuickGains,Do you sometimes do things for quick gains?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603380000,,,,,Yes,No
PX540603_SPSRQ_FearOf_Many_Things,"Comparing yourself to people you know, are you afraid of many things?",DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603390000,,,,,Yes,No
PX540603_SPSRQ_DistractedFrom_Work_Attractive_Stranger,Does your attention easily stray from your work in the presence of an attractive stranger?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603400000,,,,,Yes,No
PX540603_SPSRQ_Worry_Impairs_intellectual_Performance,Do you often find yourself worrying about things to the extent that performance in intellectual abilities is impaired?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603410000,,,,,Yes,No
PX540603_SPSRQ_Money_Motivate_Risky_Jobs,Are you interested in money to the point of being able to do risky jobs?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603420000,,,,,Yes,No
PX540603_SPSRQ_Refrain_DoingSomething_Avoid_DisapprovalRejection,Do you often refrain from doing something you like in order not to be rejected or disapproved of by others?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603430000,,,,,Yes,No
PX540603_SPSRQ_Competitive_Ingredients_All_Activities,Do you like to put competitive ingredients in all of your activities?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603440000,,,,,Yes,No
PX540603_SPSRQ_More_Attention_To_Threats,"Generally, do you pay more attention to threats than to pleasant events?",DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603450000,,,,,Yes,No
PX540603_SPSRQ_Socially_Powerful_Person,Would you like to be a socially powerful person?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603460000,,,,,Yes,No
PX540603_SPSRQ_Refrain_DoingSomething_Fear_Embarrassment,Do you often refrain from doing something because of your fear of being embarrassed?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603470000,,,,,Yes,No
PX540603_SPSRQ_Display_PhysicalAbilities_Involve_Danger,Do you like displaying your physical abilities even though this may involve danger?,DCW_540603.doc,enumerated,,,,,,,PhenX,PX540603480000,,,,,Yes,No
