VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Careless,The student does not care about doing things well.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603110000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Cold_Uncaring_Others,The student seems very cold and uncaring.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603120000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Admit_Wrong,The student easily admits to being wrong.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603130000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Easy_Others_Feelings,It is easy to tell how he/she is feeling.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603140000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Try_Best,The student always tries his/her best.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603150000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Apologize,The student apologizes ('says he/she is sorry�) to persons he/she has hurt.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603160000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Others_Feelings_Important,The student tries not to hurt others� feelings.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603170000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Remorseful,The student shows no remorse when he/she has done something wrong.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603180000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Expressive_Emotional,The student is very expressive and emotional.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603190000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Time_Perform_Well,The student does not like to put the time into doing things well.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603200000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Others_Feelings_Unimportant,The feelings of others are unimportant to him/her.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603210000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Hide_Feelings,The student hides his/her feelings from others,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603220000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Work_Hard,The student works hard on everything.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603230000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121603_Lack_Prosocial_Emotions_Children_Self_Report_Motivation_Others_Feelings,The student does things to make others feel good.,DCW_121603.doc,encoded values,,,,,,,PhenX,PX121603240000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
