"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Symptoms_Shortness_Breath","Which of the following are the main symptoms people infected with the coronavirus experience? Shortness of breath","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401011100","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Symptoms_Abdominal_Discomfort","Which of the following are the main symptoms people infected with the coronavirus experience? Abdominal Discomfort","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401011200","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Symptoms_Vomiting","Which of the following are the main symptoms people infected with the coronavirus experience? Vomiting","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401011300","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Symptoms_Hair_Loss","Which of the following are the main symptoms people infected with the coronavirus experience? Hair Loss","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401011400","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Symptoms_Dry_Skin","Which of the following are the main symptoms people infected with the coronavirus experience? Dry skin","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401011500","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Symptoms_Body_Temperature","Which of the following are the main symptoms people infected with the coronavirus experience? Body temperature higher than 100.4 F or 38.0 C","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401011600","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Symptoms_Diarrhea","Which of the following are the main symptoms people infected with the coronavirus experience? Diarrhea","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401011700","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Symptoms_Smell","Which of the following are the main symptoms people infected with the coronavirus experience? Lost sense of smell","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401011800","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Bar_Club","In the last seven days, have you done the following: Gone out to a bar, club, or other place where people gather","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401020100","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Grocery_Store_Pharmacy","In the last seven days, have you done the following: Gone to the grocery store or pharmacy","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401020200","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Visit_Friend_Relative_Residence","In the last seven days, have you done the following: Gone to a friend, neighbor, or relative's residence (that is not your own)","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401020300","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Host_Friend_Relative_Residence","In the last seven days, have you done the following: Had visitors such as friends, neighbors or relatives at your residence","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401020400","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Social_Gathering_Ten_More","In the last seven days, have you done the following: Attended a gathering with more than 10 people, such as a reunion, wedding, funeral, birthday party, concert, or religious service","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401020500","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Healthcare_Facility","In the last seven days, have you done the following: Sought care from a hospital or health care facility","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401020600","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Isolation_Quarantine","In the last seven days, have you done the following: Been placed in isolation or quarantine","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401020700","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Remained_Indoors","In the last seven days, have you done the following: Remained in your residence at all times, except for essential activities or exercise","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401020800","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Shared_Personal_Items","In the last seven days, have you done the following: Shared items like towels or utensils with other people","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401020900","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Close_Contact_Living_Togethre","In the last seven days, have you done the following: Had close contact (within 6 feet) with people who live with you","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401021000","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Close_Contact_Living_Separately","In the last seven days, have you done the following: Had close contact (within 6 feet) with people who do not live with you","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401021100","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Went_Outside","In the last seven days, have you done the following: Gone outside to walk, hike, or exercise","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401021200","","","","","Yes","No","Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Wash_Hands","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Washed your hands with soap or used hand sanitizer several times per day","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401030100","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Cancel_Air_Travel_Pleasure","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Canceled or postponed air travel for work","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401030200","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Cancel_Air_Travel_Business","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Canceled or postponed air travel for pleasure","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401030300","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Cancel_Work_Activities","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Canceled or postponed work or school activities","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401030400","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Cancel_Personal_Social_Activities","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Canceled or postponed personal or social activities","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401030500","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Visit_Doctor","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Visited a doctor","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401030600","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Cancel_Doctor_Appointment","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Canceled a doctor's appointment","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401030700","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Stockpile_Food_Water","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Stockpiled food or water","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401030800","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Avoid_High_Risk_Contacts","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Avoided contact with people who could be high-risk","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401030900","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Avoid_Public_Spaces","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Avoided public spaces, gatherings, or crowds","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401031000","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Prayed","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Prayed","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401031100","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Avoid_Restaurants","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Avoided eating at restaurants","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401031200","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Stockpile_Disinfectant","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Stockpiled hand sanitizer or disinfectant wipes","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401031300","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Work_Study_Home","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Worked or studied at home","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401031400","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Worn_Face_Mask","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Worn a mask or other face covering","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401031500","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Past_Week_Stockpile_Medication","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Stockpiled medication","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401031600","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Government_Advise_Limit_Travel","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Have Federal, state, or local governments encouraged you to limit non-essential travel?","DCW_930401.doc","encoded values","","","","","","","PhenX","PX930401031700","","","","","1 = Yes","2 = No","3 = Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Government_Require_Limit_Travel","Which of the following have you done in the last seven days to keep yourself safe from coronavirus? Only consider actions that you took or decisions that you made personally: Have Federal, state, or local governments required you to limit non-essential travel?","DCW_930401.doc","encoded values","","","","","","","PhenX","PX930401031800","","","","","1 = Yes","2 = No","3 = Unsure","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Effective_Wearing_Mask","How effective are the following actions for keeping you safe from coronavirus? Wearing a face mask such as the one shown here.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401040100","","","","","Extremely Ineffective","Somewhat Ineffective","Somewhat Effective","Extremely Effective","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Effective_Praying","How effective are the following actions for keeping you safe from coronavirus? Praying.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401040200","","","","","Extremely Ineffective","Somewhat Ineffective","Somewhat Effective","Extremely Effective","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Effective_Washing_Hands","How effective are the following actions for keeping you safe from coronavirus? Washing your hands with soap or using hand sanitizer frequently.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401040300","","","","","Extremely Ineffective","Somewhat Ineffective","Somewhat Effective","Extremely Effective","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Effective_Doctor_Visit_Sick","How effective are the following actions for keeping you safe from coronavirus? Seeing a doctor if you feel sick.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401040400","","","","","Extremely Ineffective","Somewhat Ineffective","Somewhat Effective","Extremely Effective","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Effective_Doctor_Visit_Healthy","How effective are the following actions for keeping you safe from coronavirus? Seeing a doctor if you feel healthy but worry that you were exposed","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401040500","","","","","Extremely Ineffective","Somewhat Ineffective","Somewhat Effective","Extremely Effective","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Effective_Avoid_Public_Space","How effective are the following actions for keeping you safe from coronavirus? Avoiding public spaces, gatherings, and crowds.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401040600","","","","","Extremely Ineffective","Somewhat Ineffective","Somewhat Effective","Extremely Effective","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Effective_Avoid_High_Risk_Contact","How effective are the following actions for keeping you safe from coronavirus? Avoiding contact with people who could be high-risk.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401040700","","","","","Extremely Ineffective","Somewhat Ineffective","Somewhat Effective","Extremely Effective","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Effective_Avoid_Hospitals","How effective are the following actions for keeping you safe from coronavirus? Avoiding hospitals and clinics.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401040800","","","","","Extremely Ineffective","Somewhat Ineffective","Somewhat Effective","Extremely Effective","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Effective_Avoid_Restaurants","How effective are the following actions for keeping you safe from coronavirus? Avoiding restaurants.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401040900","","","","","Extremely Ineffective","Somewhat Ineffective","Somewhat Effective","Extremely Effective","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Effective_Avoid_Airplanes","How effective are the following actions for keeping you safe from coronavirus? Avoiding airplanes","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401041000","","","","","Extremely Ineffective","Somewhat Ineffective","Somewhat Effective","Extremely Effective","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Grocery_Shopping","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Grocery shopping","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401050100","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Safety_Large_Gatherings","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Attending gatherings of more than 100 people","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401050200","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Safety_Visit_Hospital","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Going to the hospital","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401050300","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Safety_Restaurant_Dining","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Dining in at restaurants","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401050400","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Safety_Restaurant_Takeout","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Eating \take-out\\ meals from restaurants\\"\"","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401050500","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Safety_Visit_Relatives_Friends","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Visiting with relatives or friends in their home","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401050600","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Safety_Handling_Packages","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Handling packages that have been delivered","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401050700","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Safety_Playground_Equipment","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Playing on playground equipment","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401050800","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Safety_Surface_Contact","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Touching door knobs, countertops, and other surfaces in your home","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401050900","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Safety_Household_Interaction","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Interacting closely with other members of your household","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401051000","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Safety_Outdoors","How safe or unsafe are the following actions for avoiding exposure to coronavirus? Going outside to walk, hike, or exercise","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401051100","","","","","Extremely Safe","Somewhat Safe","Somewhat Unsafe","Extremely Unsafe","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Number_Friends_Family","We'd like to ask about your family, as well as your close friends. How many family or close friends do you have? Only include people who are still alive, regardless of where they live.","DCW_930401.doc","integer","","","","","","","PhenX","PX930401060100","","","","","","","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Number_Friends_Family_Verify","Do you really have [PX930401_Uas_Coronavirus_Number_Friends_Family] family and close friends?","DCW_930401.doc","enumerated","","","","","ASK IF 'We'd like to ask about your family, as well as your close friends. How many family or close friends do you have? Only include people who are still alive, regardless of where they live.'>0","","PhenX","PX930401060200","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Number_Friends_Family_Verify_Infected","You said that you have [PX930401_Uas_Coronavirus_Number_Friends_Family] family and close friends. Of these people, how many do you think have been infected with the coronavirus?","DCW_930401.doc","integer","","","","","","","PhenX","PX930401070100","","","","","","","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Number_Friends_Family_Verify_Infected_Verify","Do you really know [PX930401_Uas_Coronavirus_Number_Friends_Family_Verify_Infected] people who have been infected?","DCW_930401.doc","enumerated","","","","","ASK IF 'You said that you have [PX930401_Uas_Coronavirus_Number_Friends_Family] family and close friends. Of these people,  how many do you think have been infected with the coronavirus?' > 0","","PhenX","PX930401070200","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Odds_Infected_Near_Future","On a scale of 0 to 100 percent, what is the chance that you will get the coronavirus in the next three months? If you're not sure, please give your best guess.","DCW_930401.doc","integer","","0","100","","","","PhenX","PX930401080000","","","","","","","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Odds_Infected_Death","If you do get the coronavirus, what is the percent chance you will die from it? If you're not sure, please give your best guess.","DCW_930401.doc","decimal","percent","","","","","","PhenX","PX930401090000","","","","","","","","","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Childhood_Vaccines_Side_Effects","Do you agree or disagree with the following statements? The childhood vaccines, such as those for measles and chickenpox: Have many known harmful side effects","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401100100","","","","","Strongly disagree","Disagree","Agree","Strongly agree","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Childhood_Vaccines_Societal_Benefits","Do you agree or disagree with the following statements? The childhood vaccines, such as those for measles and chickenpox: Provide important benefits to society","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401100200","","","","","Strongly disagree","Disagree","Agree","Strongly agree","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Childhood_Vaccines_Illness_Death","Do you agree or disagree with the following statements? The childhood vaccines, such as those for measles and chickenpox: May lead to illness and death","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401100300","","","","","Strongly disagree","Disagree","Agree","Strongly agree","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Childhood_Vaccines_Useful_Effective","Do you agree or disagree with the following statements? The childhood vaccines, such as those for measles and chickenpox: Are useful and effective","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401100400","","","","","Strongly disagree","Disagree","Agree","Strongly agree","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Vaccination","How likely are you to get vaccinated for coronavirus once a vaccination is available to the public?","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401110000","","","","","Very unlikely","Somewhat unlikely","Somewhat Likely","Very likely","Unsure","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Infected_Stigma","Do you agree or disagree with the following statements? Most people believe that people with coronavirus are dangerous.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401120100","","","","","Strongly disagree","Disagree","Agree","Strongly agree","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Recovered_Stigma","Do you agree or disagree with the following statements? Most people believe that people who used to have coronavirus are dangerous.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401120200","","","","","Strongly disagree","Disagree","Agree","Strongly agree","","","","","","","","","","","","",""
"PX930401_Covid19_Knowledge_Attitude_Avoidant_Behavior_Infection_Weakness_Failure","Do you agree or disagree with the following statements? Most people believe that having coronavirus is a sign of personal weakness or failure.","DCW_930401.doc","enumerated","","","","","","","PhenX","PX930401120300","","","","","Strongly disagree","Disagree","Agree","Strongly agree","","","","","","","","","","","","",""
