"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX181102_Temperament_Early_Childhood_Excited","Before an exciting event (such as receiving a new toy), how often did your child get very excited about getting it?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102250000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_Temper_Tantrum","When s/he asked for something and you said \"no\", how often did your child have a temper tantrum?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102260000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_Waiting_Patiently","When asked to wait for a desirable item (such as ice cream), how often did your child wait patiently?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102270000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_Rock_Smile","When being gently rocked, how often did your child smile?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102280000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_Lap_Mold_Body","While being held on your lap, how often did your child mold to your body?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102290000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_Adult_Interact","When a familiar adult, such as a relative or friend, visited your home, how often did your child want to interact with the adult?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102300000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_Careful","When asked to do so, how often was your child able to be careful with something breakable?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102310000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_New_Place","When visiting a new place, how often did your child not want to enter? ","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102320000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_Upset_Comfort","When s/he was upset, how often did your child cry for more than 3 minutes, even when being comforted?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102330000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_Upset_Soothe","When s/he was upset, how often did your child become easily soothed?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102340000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_Busy_Activity","When you were busy, how often did your child find another activity to do when asked?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102350000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
"PX181102_Temperament_Early_Childhood_Gathering_Different_People","When around large gatherings of familiar adults or children, how often did your child enjoy playing with a number of different people?","DCW_181102.doc","encoded values","","","","","","","PhenX","PX181102360000","","","","","1 = never","2 = very rarely","3 = less than half the time","4 = about half the time","5 = more than half the time","6 = almost always","7 = always","NA = does not apply","","","","","","","","","","","",""
