"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX280601_Spirituality_Meaning_Life_Purpose","To what extent do you feel your life has a purpose?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601110000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Meaning_Life_Reason","To what extent do you feel you are here for a reason?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601120000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Hope_Optimism","How hopeful do you feel?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601130000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Hope_Optimism_Extent","To what extent are you hopeful about your life?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601140000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Hope_Optimism_Quality_Life","To what extent does being optimistic improve your quality of life?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601150000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Hope_Optimism_Uncertainty","How able are you to remain optimistic in times of uncertainty?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601160000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Awe_Surroundings","To what extent are you able to experience awe from your surroundings? (e.g. nature, art, music)","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601170000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Awe_Beauty","To what extent do you feel spiritually touched by beauty?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601180000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Awe_Inspiration","To what extent do you have feelings of inspiration/excitement in your life?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601190000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Awe_Grateful","To what extent are you grateful for the things in nature that you can enjoy?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601200000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Faith_Well_Being","To what extent does faith contribute to your well-being?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601210000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Faith_Comfort_Daily_Life","To what extent does faith give you comfort in daily life?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601220000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Faith_Strenght_Daily_Life","To what extent does faith give you strength in daily life?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601230000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Faith_Enjoy_Life","To what extent does faith help you to enjoy life?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601240000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Wholeness_Integration_Connection","To what extent do you feel any connection between your mind, body and soul?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601250000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Wholeness_Integration_Balance","How satisfied are you that you have a balance between mind, body and soul?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601260000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Wholeness_Integration_Feel_Think","To what extent do you feel the way you live is consistent with what you feel and think?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601270000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Wholeness_Integration_Coherence","How much do your beliefs help you to create coherence between what you do, think and feel?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601280000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Strength_Inner","To what extent do you feel inner spiritual strength?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601290000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Strength_Difficult_Times","To what extent can you find spiritual strength in difficult times?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601300000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Strength_Live_Better","How much does spiritual strength help you to live better?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601310000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280601_Spirituality_Strength_Feel_Happy","To what extent does your spiritual strength help you to feel happy in life?","DCW_280601.doc","encoded values","","","","","","","PhenX","PX280601320000","","","","","1 = Not at all","2 = A little","3 = A moderate amount","4 = Very much","5 = An extreme amount","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
