"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX320101_Burden_Cancer_Employment_Part_Full_Time_Change_Ongoing","Is this change ongoing?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you ever change from working part-time to working full-time?' = 'Yes'","","PhenX","PX320101170000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Full_Part_Time_Change_Ever","Did you ever change from working full-time to working part-time?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you make these work changes' = 'Because of your cancer, its treatment or its lasting effect'","","PhenX","PX320101180000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Full_Part_Time_Change_When","When did you change from working full-time to working part-time?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you ever change from working full-time to working part-time?' = 'Yes'","","PhenX","PX320101190000","","","","","At the time of diagnosis","During treatment","Less than one year after treatment was finished","One year or more after treatment was finished","","","","","","",""
"PX320101_Burden_Cancer_Employment_Full_Part_Time_Change_Length","What do you estimate was the total amount of time you worked part-time?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you ever change from working full-time to working part-time?' = 'Yes'","","PhenX","PX320101200000","","","","","Less than 2 months","2 months to less than 6 months","6 months to less than 1 year","1 year to 3 years","More than 3 years","","","","","",""
"PX320101_Burden_Cancer_Employment_Full_Part_Time_Change_Ongoing","Is this change ongoing?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you ever change from working full-time to working part-time?' = 'Yes'","","PhenX","PX320101210000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Work_Schedule_Change_Ever","Did you ever change from a set work schedule, where you start and end at the same time every day, to a flexible work schedule, where your start and end times vary from day-to-day?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you make these work changes' = 'Because of your cancer, its treatment or its lasting effect'","","PhenX","PX320101220000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Work_Schedule_Change_When","When did you change to a flexible work schedule?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you ever change from a set work schedule, where you start and end at the same time every day, to a flexible work schedule, where your start and end times vary from day-to-day?' = 'Yes'","","PhenX","PX320101230000","","","","","At the time of diagnosis","During treatment","Less than one year after treatment was finished","One year or more after treatment was finished","","","","","","",""
"PX320101_Burden_Cancer_Employment_Work_Schedule_Change_Less_Demand","Did you ever change to a less demanding job?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you make these work changes' = 'Because of your cancer, its treatment or its lasting effect'","","PhenX","PX320101240000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Work_Schedule_Change_Less_Demand_When","When did you change to a less demanding job?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you ever change to a less demanding job?' = 'Yes'","","PhenX","PX320101250000","","","","","At the time of diagnosis","During treatment","Less than one year after treatment was finished","One year or more after treatment was finished","","","","","","",""
"PX320101_Burden_Cancer_Employment_Work_Schedule_Change_Ongoing","Is this change ongoing?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you ever change to a less demanding job?' = 'Yes'","","PhenX","PX320101260000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Other_Work_Arrangements","Did you make any other type of work arrangements because of your cancer, its treatment, or the lasting effects of that treatment?","DCW_320101.doc","enumerated","","","","","ASK IF 'At any time from when you were first diagnosed with cancer until now, were you working for pay at a job or business?' = 'Yes'","","PhenX","PX320101270100","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Other_Work_Arrangements_Describe","If Yes, please describe:","DCW_320101.doc","string","","","","","ASK IF 'Did you make any other type of work arrangements because of your cancer, its treatment, or the lasting effects of that treatment?' = 'Yes'","","PhenX","PX320101270200","","","","","","","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Treatment_Effects_Pursue_Advancement_Promotion","Because of your cancer, its treatment, or the lasting effects of that treatment, did you ever decide not to pursue an advancement or promotion?","DCW_320101.doc","enumerated","","","","","ASK IF 'At any time from when you were first diagnosed with cancer until now, were you working for pay at a job or business?' = 'Yes'","","PhenX","PX320101280000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Treatment_Effects_Retire_Earlier","Because of your cancer, its treatment, or the lasting effects of that treatment, did you retire earlier than you had planned?","DCW_320101.doc","enumerated","","","","","ASK IF 'At any time from when you were first diagnosed with cancer until now, were you working for pay at a job or business?' = 'Yes'","","PhenX","PX320101290000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Treatment_Effects_Delay_Retirement","Because of your cancer, its treatment, or the lasting effects of that treatment, did you delay retirement beyond when you had planned?","DCW_320101.doc","enumerated","","","","","ASK IF 'Because of your cancer, its treatment, or the lasting effects of that treatment, did you retire earlier than you had planned?' = 'No'","","PhenX","PX320101300000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Treatment_Effects_Interfere_Physical_Tasks","Did you ever feel that your cancer, its treatment, or the lasting affects of that treatment interfered with your ability to perform any physical tasks required by your job?","DCW_320101.doc","enumerated","","","","","ASK IF 'At any time from when you were first diagnosed with cancer until now, were you working for pay at a job or business?' = 'Yes'","","PhenX","PX320101310000","","","","","Yes","No","I was never required to perform physical tasks as part of my job","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Treatment_Effects_Interfere_Mental_Tasks","Did you ever feel that your cancer, its treatment, or the lasting effects of that treatment interfered with your ability to perform any mental tasks required by your job?","DCW_320101.doc","enumerated","","","","","ASK IF 'At any time from when you were first diagnosed with cancer until now, were you working for pay at a job or business?' = 'Yes'","","PhenX","PX320101320000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Treatment_Effects_Less_Productive","Did you ever feel that, because of your cancer, its treatment, or the lasting effects of that treatment, you were less productive at work?","DCW_320101.doc","enumerated","","","","","ASK IF 'At any time from when you were first diagnosed with cancer until now, were you working for pay at a job or business?' = 'Yes'","","PhenX","PX320101330000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Treatment_Effects_Force_Retirement_Quit","Did you ever worry that, because of the effects of cancer on your health, you might be forced to retire or quit work before you are ready?","DCW_320101.doc","enumerated","","","","","ASK IF 'At any time from when you were first diagnosed with cancer until now, were you working for pay at a job or business?' = 'Yes'","","PhenX","PX320101340000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Stay_Job_Health_Insurance","Did you ever stay at a job in part because you were concerned about losing your health insurance?","DCW_320101.doc","enumerated","","","","","ASK IF 'At any time from when you were first diagnosed with cancer until now, were you working for pay at a job or business?' = 'Yes'","","PhenX","PX320101350000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Losing_Health_Insurance","Were you concerned about losing your health insurance because of your cancer?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you ever stay at a job in part because you were concerned about losing your health insurance?' = 'Yes'","","PhenX","PX320101360000","","","","","Yes","No","","","","","","","","",""
"PX320101_Burden_Cancer_Employment_Treatment_Effects_Work_Life_Career","Thinking about your work life or career, what effect has your experience with cancer, its treatment, or the lasting effects of that treatment had on it?","DCW_320101.doc","enumerated","","","","","ASK IF 'Did you ever stay at a job in part because you were concerned about losing your health insurance?' = 'No'","","PhenX","PX320101370000","","","","","Mostly positive effect","Mostly negative effect","Equally positive and negative effect","Neither positive nor negative effect","","","","","","",""
"PX320101_Burden_Cancer_Employment_Spouse_Health_Insurance","Did your spouse or significant other ever stay at a job in part because he/she was concerned about losing health insurance for the family?","DCW_320101.doc","enumerated","","","","","","","PhenX","PX320101380000","","","","","Yes","No","Does not apply","","","","","","","",""
