"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX940101_Covid19_Health_Questions_Symptoms_Sore_Throat","We are interested in whether you have experienced any symptoms listed below since November 2019. Sore throat","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101011200","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Hoarse","We are interested in whether you have experienced any symptoms listed below since November 2019. Hoarse voice","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101011300","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Headache","We are interested in whether you have experienced any symptoms listed below since November 2019. Headache (if more often or worse than usual)","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101011400","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Dizzy","We are interested in whether you have experienced any symptoms listed below since November 2019. Dizziness","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101011500","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Short_Breath","We are interested in whether you have experienced any symptoms listed below since November 2019. Shortness of breath affecting normal activities","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101011600","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Persistent_Cough","We are interested in whether you have experienced any symptoms listed below since November 2019. New persistent cough","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101011700","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Tight_Chest","We are interested in whether you have experienced any symptoms listed below since November 2019. Tightness in the chest","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101011800","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Chest_Pain","We are interested in whether you have experienced any symptoms listed below since November 2019. Chest pain","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101011900","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Fever","We are interested in whether you have experienced any symptoms listed below since November 2019. Fever (feeling too hot)","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101012000","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Chill","We are interested in whether you have experienced any symptoms listed below since November 2019. Chills (feeling too cold)","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101012100","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Difficulty_Sleep","We are interested in whether you have experienced any symptoms listed below since November 2019. Difficulty sleeping","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101012200","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Tire","We are interested in whether you have experienced any symptoms listed below since November 2019. Felt more tired than normal","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101012300","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Fatigue","We are interested in whether you have experienced any symptoms listed below since November 2019. Severe fatigue (e.g. inability to get out of bed)","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101012400","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Numbness","We are interested in whether you have experienced any symptoms listed below since November 2019. Numbness or tingling somewhere in the body","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101012500","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Heaviness_Arm_Leg","We are interested in whether you have experienced any symptoms listed below since November 2019. Feeling of heaviness in arms or legs","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101012600","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Ache_Muscle","We are interested in whether you have experienced any symptoms listed below since November 2019. Achy muscles","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101012700","","","","","19-Nov","19-Dec","20-Jan","20-Feb","20-Mar","20-Apr","Last week","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Past_Week_Days_Start","If you have had any of the symptoms above in the last week, when did the first one start?","DCW_940101.doc","enumerated","","","","","ASK IF 'Decrease in appetite' = 'Last week' OR 'Nausea and/or vomiting' = 'Last week' OR 'Diarrhoea' = 'Last week' OR 'Abdominal pain/tummy ache' = 'Last week' OR 'Runny nose' = 'Last week' OR 'Sneezing' = 'Last week' OR 'Blocked nose' = 'Last week' OR 'Sore eyes' = 'Last week' OR 'Loss of sense of smell' = 'Last week' OR 'Loss of sense of taste' = 'Last week' OR 'Sore throat' = 'Last week' OR 'Hoarse voice' = 'Last week' OR 'Headache (if more often or worse than usual)' = 'Last week' OR 'Dizziness' = 'Last week' OR 'Shortness of breath affecting normal activities' = 'Last week' OR 'New persistent cough' = 'Last week' OR 'Tightness in the chest' = 'Last week' OR 'Chest pain' = 'Last week' OR 'Fever (feeling too hot)' = 'Last week' OR 'Chills (feeling too cold)' = 'Last week' OR 'Difficulty sleeping' = 'Last week' OR 'Felt more tired than normal' = 'Last week' OR 'Severe fatigue (e.g. inability to get out of bed)' = 'Last week' OR 'Numbness or tingling somewhere in the body' = 'Last week' OR 'Feeling of heaviness in arms or legs' = 'Last week' OR 'Achy muscles' = 'Last week'","","PhenX","PX940101020100","","","","","1 day ago","2 days ago","3 days ago","4 days ago","5 days ago","6 days ago","7 days ago","Can't remember","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Past_Week_Days_Finish","If you have had any of the symptoms above in the last week, when did the last one finish?","DCW_940101.doc","enumerated","","","","","ASK IF 'Decrease in appetite' = 'Last week' OR 'Nausea and/or vomiting' = 'Last week' OR 'Diarrhoea' = 'Last week' OR 'Abdominal pain/tummy ache' = 'Last week' OR 'Runny nose' = 'Last week' OR 'Sneezing' = 'Last week' OR 'Blocked nose' = 'Last week' OR 'Sore eyes' = 'Last week' OR 'Loss of sense of smell' = 'Last week' OR 'Loss of sense of taste' = 'Last week' OR 'Sore throat' = 'Last week' OR 'Hoarse voice' = 'Last week' OR 'Headache (if more often or worse than usual)' = 'Last week' OR 'Dizziness' = 'Last week' OR 'Shortness of breath affecting normal activities' = 'Last week' OR 'New persistent cough' = 'Last week' OR 'Tightness in the chest' = 'Last week' OR 'Chest pain' = 'Last week' OR 'Fever (feeling too hot)' = 'Last week' OR 'Chills (feeling too cold)' = 'Last week' OR 'Difficulty sleeping' = 'Last week' OR 'Felt more tired than normal' = 'Last week' OR 'Severe fatigue (e.g. inability to get out of bed)' = 'Last week' OR 'Numbness or tingling somewhere in the body' = 'Last week' OR 'Feeling of heaviness in arms or legs' = 'Last week' OR 'Achy muscles' = 'Last week'","","PhenX","PX940101020200","","","","","1 day ago","2 days ago","3 days ago","4 days ago","5 days ago","6 days ago","7 days ago","Can't remember","I still have it/them","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Past_Week_Short_Breath","In the last week have you had shortness of breath (difficulty breathing)?","DCW_940101.doc","enumerated","","","","","ASK IF 'Decrease in appetite' = 'Last week' OR 'Nausea and/or vomiting' = 'Last week' OR 'Diarrhoea' = 'Last week' OR 'Abdominal pain/tummy ache' = 'Last week' OR 'Runny nose' = 'Last week' OR 'Sneezing' = 'Last week' OR 'Blocked nose' = 'Last week' OR 'Sore eyes' = 'Last week' OR 'Loss of sense of smell' = 'Last week' OR 'Loss of sense of taste' = 'Last week' OR 'Sore throat' = 'Last week' OR 'Hoarse voice' = 'Last week' OR 'Headache (if more often or worse than usual)' = 'Last week' OR 'Dizziness' = 'Last week' OR 'Shortness of breath affecting normal activities' = 'Last week' OR 'New persistent cough' = 'Last week' OR 'Tightness in the chest' = 'Last week' OR 'Chest pain' = 'Last week' OR 'Fever (feeling too hot)' = 'Last week' OR 'Chills (feeling too cold)' = 'Last week' OR 'Difficulty sleeping' = 'Last week' OR 'Felt more tired than normal' = 'Last week' OR 'Severe fatigue (e.g. inability to get out of bed)' = 'Last week' OR 'Numbness or tingling somewhere in the body' = 'Last week' OR 'Feeling of heaviness in arms or legs' = 'Last week' OR 'Achy muscles' = 'Last week'","","PhenX","PX940101020300","","","","","No","Yes, but did not affect my normal activities","Yes, did affect my normal activities (e.g. walking short distances)","Yes, even when I was sat or lying down","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Past_Week_Medical_Attention","Did you seek medical attention for the symptoms you had in the last week?","DCW_940101.doc","enumerated","","","","","ASK IF 'Decrease in appetite' = 'Last week' OR 'Nausea and/or vomiting' = 'Last week' OR 'Diarrhoea' = 'Last week' OR 'Abdominal pain/tummy ache' = 'Last week' OR 'Runny nose' = 'Last week' OR 'Sneezing' = 'Last week' OR 'Blocked nose' = 'Last week' OR 'Sore eyes' = 'Last week' OR 'Loss of sense of smell' = 'Last week' OR 'Loss of sense of taste' = 'Last week' OR 'Sore throat' = 'Last week' OR 'Hoarse voice' = 'Last week' OR 'Headache (if more often or worse than usual)' = 'Last week' OR 'Dizziness' = 'Last week' OR 'Shortness of breath affecting normal activities' = 'Last week' OR 'New persistent cough' = 'Last week' OR 'Tightness in the chest' = 'Last week' OR 'Chest pain' = 'Last week' OR 'Fever (feeling too hot)' = 'Last week' OR 'Chills (feeling too cold)' = 'Last week' OR 'Difficulty sleeping' = 'Last week' OR 'Felt more tired than normal' = 'Last week' OR 'Severe fatigue (e.g. inability to get out of bed)' = 'Last week' OR 'Numbness or tingling somewhere in the body' = 'Last week' OR 'Feeling of heaviness in arms or legs' = 'Last week' OR 'Achy muscles' = 'Last week'","","PhenX","PX940101020400","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Past_Week_Medical_Attention_Type","If yes, what kind of medical attention did you access? [tick all that apply]","DCW_940101.doc","enumerated","","","","","ASK IF 'Did you seek medical attention for the symptoms you had in the last week?' = 'Yes'","","PhenX","PX940101020501","","","","","Contacted NHS 111, by phone or online","Visited pharmacist","Consulted GP/practice nurse over the phone or online","Consulted GP/practice nurse face to face","Walk-in centre","Accident and Emergency","Other","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Symptoms_Other","If yes, what kind of medical attention did you access? Other, please specify","DCW_940101.doc","string","","","","","ASK IF 'If yes, what kind of medical attention did you access?' = 'Other'","","PhenX","PX940101020502","","","","","","","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Last_Week_Temperature","In the last week have you had your temperature taken?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101030100","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Last_Week_Temperature_Who","Who took your temperature?","DCW_940101.doc","enumerated","","","","","ASK IF 'In the last week have you had your temperature taken?' = 'Yes'","","PhenX","PX940101030200","","","","","A doctor/nurse or other health professional","I did","It was taken by someone else","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Last_Week_Temperature_Reading","If you can remember, what was the highest temperature reading? (degrees C)","DCW_940101.doc","decimal","","","","","ASK IF 'In the last week have you had your temperature taken?' = 'Yes'","","PhenX","PX940101030300","","","","","","","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Contact_Covid19_Last_Two_Weeks","Have you been in close contact with anyone with COVID-19 in the last two weeks?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101040000","","","","","Yes, I was in contact with a confirmed/tested COVID-19 case","Yes, I was in contact with a suspected COVID-19 case","No, not to my knowledge","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Think_Have_Covid","Do you think that you have or have had COVID-19?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101050100","","","","","Yes, confirmed by a positive test","Yes, suspected by a doctor but not tested","Yes, my own suspicions","No","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Think_Have_Covid19_Date","If yes, when were you told/when did you think you first had COVID-19?","DCW_940101.doc","string","","","","","ASK IF 'Do you think that you have or have had COVID-19?' = 'Yes, confirmed by a positive test' OR 'Do you think that you have or have had COVID-19?' = 'Yes, suspected by a doctor but not tested' OR 'Do you think that you have or have had COVID-19?' = 'Yes, my own suspicions'","","PhenX","PX940101050200","","","","","","","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Health_Condition","Are you, or do you have, any of the following? (tick all that apply)","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101060100","","","","","Organ transplant recipient","Diabetes (Type I or II)","Heart disease or heart problems","Hypertension (high blood pressure)","Overweight","Stroke","Kidney disease","Liver disease","Anaemia","Asthma","Other lung condition such as COPD, bronchitis or emphysema","Cancer","Condition affecting the brain and nerves (e.g. Dementia, Parkinson's, Multiple Sclerosis)","A weakened immune system/reduced ability to deal with infections (as a result of a disease or treatment)","Depression","Anxiety","Psychiatric disorder"
"PX940101_Covid19_Health_Questions_Health_Condition_Yes","If yes, please tell us exactly what you have","DCW_940101.doc","string","","","","","ASK IF 'Are you, or do you have, any of the following?' != ''","","PhenX","PX940101060200","","","","","","","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Message_Risk_Covid","Have you been contacted by letter or text message to say you are at severe risk from COVID-19 due to an underlying health condition and should be shielding (avoiding exposure)?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101070100","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Health_Problems_Limit","In general, do you have health problems that require you to limit your activities?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101070200","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Health_Help_Regular","Do you need someone to help you on a regular basis?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101070300","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Health_Problems_Stay_Home","In general, do you have any health problems that require you to stay at home?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101070400","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Health_Help_Close","If you need help, can you count on someone close to you?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101070500","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Health_Move_Assistance","Do you regularly use a stick, walker or wheelchair to move about?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101070600","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Medication_Regular","Do you currently take any regular medication?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101080000","","","","","Yes","No","","","","","","","","","","","","","","",""
"PX940101_Covid19_Health_Questions_Flu_Shot","Have you had a flu jab (flu shot) in the last 12 months?","DCW_940101.doc","enumerated","","","","","","","PhenX","PX940101090000","","","","","Yes","No","","","","","","","","","","","","","","",""
