VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Name_PersonA,Please tell me the names of the people who usually live in this household. Let’s start with the person or one of the persons who owns or rents this home.  First and last name,DCW_011402.doc,string,,,,,,,PhenX,PX011402010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToHouseHolder_PersonG,Person G: Relationship to Householder,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402030502,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToPersonB_PersonG,Person G: Relationship to Person B,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402030503,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Gender_PersonG,Person G: Gender,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402030504,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Age_PersonG,Person G: Age,DCW_011402.doc,integer,,,,,,,PhenX,PX011402030505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_MaritalStatus_PersonG,Person G: Marital Status,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402030506,,,,,Married,Widowed,Divorced,Separated,Never been married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Others,"Have we forgotten anyone: such as babies or small children; roomers; people who usually live here, but are away temporarily—on business trips, at school, temporarily in a hospital, and so on?",DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402040000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Name_PersonH,Person H: First and last name,DCW_011402.doc,string,,,,,,,PhenX,PX011402040101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToHouseHolder_PersonH,Person H: Relationship to Householder,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402040102,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_ToPersonB_PersonH,Person H: Relationship to Person B,DCW_011402.doc,encoded values,,,,,,,PhenX,PX011402040103,,,,,2 = SPOUSE,"3 = PARTNER, FIANCÉ(E), BOYFRIEND, GIRLFRIEND, ETC.","4 = CHILD, NOT SPECIFIEd",5 = NATURAL/BIOLOGICAL CHILD,6 = ADOPTED CHILD,7 = STEPCHILD,"8 = GRANDCHILD, GREAT-GRANDCHILD","9 = SON-IN-LAW, DAUGHTER-IN-LAW",10 = PARENT,11 = PARENT-IN-LAW,"12 = GRANDPARENT, GREAT-GRANDPARENT",13 = UNCLE OR AUNT,14 = NIECE OR NEPHEW,15 = COUSIN,"16 = BROTHER, SISTER (FULL, HALF, OR STEP SIBLING)",17 = SIBLING-IN-LAW,"18 = OTHER RELATIVE (GREAT-AUNT, GRANDNIECE, ETC.)","19 = ROOMMATE, HOUSEMATE",20 = FRIEND,21 = CHILD OF NON-RELATIVE,"22 = OTHER NON-RELATIVE (EMPLOYEE, BOARDER)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Gender_PersonH,Person H: Gender,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402040104,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Age_PersonH,Person H: Age,DCW_011402.doc,integer,,,,,,,PhenX,PX011402040105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_MaritalStatus_PersonH,Person H: Marital Status,DCW_011402.doc,enumerated,,,,,,,PhenX,PX011402040106,,,,,Married,Widowed,Divorced,Separated,Never been married,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX011402_Household_Roster_Relationships_Name_PersonI,Person I: First and last name,DCW_011402.doc,string,,,,,,,PhenX,PX011402040201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
