VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX911202_Factor_Eight_Population_Clotting_Extended_Sample_Processing_Storage_Unprocessed,Were samples stored as unprocessed sodium citrate whole blood samples?,DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202020600,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Sample_Processing_Storage_Whole_Blood,Were samples stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202020700,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Sample_Processing_Storage_Plasma,Were samples stored as plasma processed by centrifugation and aliquoting into a second tube?,DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202020800,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Sample_Processing_Platelet_Poor_Plasma,Were samples processed to platelet poor plasma (PPP) within 1 hour of collection?,DCW_911202.doc,enumerated,,,,,ASK IF Q2.7=YES,,PhenX,PX911202020900,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Sample_Processing_Assayed,Were samples assayed within 4 hours of collection?,DCW_911202.doc,enumerated,,,,,ASK IF Q2.7=YES,,PhenX,PX911202021000,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Sample_Processing_Centrifuge_Validated,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter ",DCW_911202.doc,enumerated,,,,,ASK IF Q2.7=YES,,PhenX,PX911202021100,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Sample_Processing_Frozen,Was the sample frozen immediately and stored at -20 C for at most 2 weeks?,DCW_911202.doc,enumerated,,,,,ASK IF Q2.7=YES,,PhenX,PX911202021200,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Sample_Processing_Deep_Freeze,"Was the sample transferred to <= -70 C, including shipment?",DCW_911202.doc,enumerated,,,,,ASK IF Q2.7=YES,,PhenX,PX911202021300,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_One_Stage_Clotting_Factor_Assay_Selection,Does the assay selected align with the one used to determine the potency of the extended half-life product?,DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202030100,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_One_Stage_Clotting_Factor_Assay_Changes,Were any changes made in the protocol over the course of the study?,DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202030200,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_One_Stage_Clotting_Factor_Assay_Record,"Were the make and manufacturer of equipment, repeatability and coefficients of variation for the assay, and the reagents used recorded?",DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202030300,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Pharmacokinetic_Study,"Were the parameters outlined by the International Society on Thrombosis and Haemostasis Subcommittee on Factor VIII, Factor VIII and Rare Coagulation Disorders (Iorio et al., 2017) followed?",DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202040100,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Pharmacokinetic_Study_Infusion_Baseline,Was Factor VIII activity tested before infusion (baseline)?,DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202040200,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Pharmacokinetic_Study_After_Infusion_Hours_4,Was Factor VIII activity tested 4-8 hour after infusion?,DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202040300,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Pharmacokinetic_Study_After_Infusion_Hours_16,Was Factor VIII activity tested 16-28 hours after infusion?,DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202040400,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Pharmacokinetic_Study_After_Infusion_Hours_40,Was Factor VIII activity tested 40-60 hours after infusion?,DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202040500,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Pharmacokinetic_Study_After_Infusion_Hours_60,Was Factor VIII activity tested 60-84 hours after infusion?,DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202040600,,,,,Yes,No
PX911202_Factor_Eight_Population_Clotting_Extended_Pharmacokinetic_Model,"Was a “robust” population pharmacokinetics model, such as WAPPS-Hemo or PKFit, used?",DCW_911202.doc,enumerated,,,,,,,PhenX,PX911202050000,,,,,Yes,No
