VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Sleep_Less_Than_2_Hours_After_Feeding_PM,Do you observe the following Central Nervous System Disturbances? Sleep < 2 Hr After Feeding (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701040200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Sleep_Less_Than_2_Hours_After_Feeding_Comments,Do you observe the following Central Nervous System Disturbances? Sleep < 2 Hr After Feeding - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701040300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Sleep_Less_Than_3_Hours_After_Feeding_AM,Do you observe the following Central Nervous System Disturbances? Sleep < 3 Hr After Feeding (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701050100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Sleep_Less_Than_3_Hours_After_Feeding_PM,Do you observe the following Central Nervous System Disturbances? Sleep < 3 Hr After Feeding (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701050200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Sleep_Less_Than_3_Hours_After_Feeding_Comments,Do you observe the following Central Nervous System Disturbances? Sleep < 3 Hr After Feeding - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701050300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Hyperactive_Moro_Reflex_AM,Do you observe the following Central Nervous System Disturbances? Hyperactive Moro reflex (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701060100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Hyperactive_Moro_Reflex_PM,Do you observe the following Central Nervous System Disturbances? Hyperactive Moro reflex (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701060200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Hyperactive_Moro_Reflex_Comments,Do you observe the following Central Nervous System Disturbances? Hyperactive Moro reflex - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701060300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Markedly_Hyperactive_Moro_Reflex_AM,Do you observe the following Central Nervous System Disturbances? Markedly Hyperactive Moro reflex (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701070100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Markedly_Hyperactive_Moro_Reflex_PM,Do you observe the following Central Nervous System Disturbances? Markedly Hyperactive Moro reflex (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701070200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Markedly_Hyperactive_Moro_Reflex_Comments,Do you observe the following Central Nervous System Disturbances? Markedly Hyperactive Moro reflex - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701070300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mild_Tremors_Disturbed_AM,Do you observe the following Central Nervous System Disturbances? Mild Tremors: Disturbed (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701080100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mild_Tremors_Disturbed_PM,Do you observe the following Central Nervous System Disturbances? Mild Tremors: Disturbed (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701080200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mild_Tremors_Disturbed_Comments,Do you observe the following Central Nervous System Disturbances? Mild Tremors: Disturbed - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701080300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mod_Severe_Tremors_Disturbed_AM,Do you observe the following Central Nervous System Disturbances? Mod-Severe Tremors: Disturbed (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701090100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mod_Severe_Tremors_Disturbed_PM,Do you observe the following Central Nervous System Disturbances? Mod-Severe Tremors: Disturbed (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701090200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mod_Severe_Tremors_Disturbed_Comments,Do you observe the following Central Nervous System Disturbances? Mod-Severe Tremors: Disturbed - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701090300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mild_Tremors_Undisturbed_AM,Do you observe the following Central Nervous System Disturbances? Mild Tremors: Undisturbed (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701100100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mild_Tremors_Undisturbed_PM,Do you observe the following Central Nervous System Disturbances? Mild Tremors: Undisturbed (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701100200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mild_Tremors_Undisturbed_Comments,Do you observe the following Central Nervous System Disturbances? Mild Tremors: Undisturbed - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701100300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mod_Severe_Tremors_Undisturbed_AM,Do you observe the following Central Nervous System Disturbances? Mod-Severe Tremors: Undisturbed (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701110100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mod_Severe_Tremors_Undisturbed_PM,Do you observe the following Central Nervous System Disturbances? Mod-Severe Tremors: Undisturbed (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701110200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Mod_Severe_Tremors_Undisturbed_Comments,Do you observe the following Central Nervous System Disturbances? Mod-Severe Tremors: Undisturbed - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701110300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Increased_Muscle_Tone_AM,Do you observe the following Central Nervous System Disturbances? Increased muscle tone (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701120100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Increased_Muscle_Tone_PM,Do you observe the following Central Nervous System Disturbances? Increased muscle tone (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701120200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Increased_Muscle_Tone_Comments,Do you observe the following Central Nervous System Disturbances? Increased muscle tone - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701120300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Excoriation_Specific_Area_AM,Do you observe the following Central Nervous System Disturbances? Excoriation (Specific Area) (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701130100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Excoriation_Specific_Area_PM,Do you observe the following Central Nervous System Disturbances? Excoriation (Specific Area) (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701130200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Excoriation_Specific_Area_Comments,Do you observe the following Central Nervous System Disturbances? Excoriation (Specific Area) - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701130300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Myoclonic_Jerk_AM,Do you observe the following Central Nervous System Disturbances? Myoclonic jerk (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701140100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Myoclonic_Jerk_PM,Do you observe the following Central Nervous System Disturbances? Myoclonic jerk (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701140200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Myoclonic_Jerk_Comments,Do you observe the following Central Nervous System Disturbances? Myoclonic jerk - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701140300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Generalized_Convulsions_AM,Do you observe the following Central Nervous System Disturbances? Generalized convulsions (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701150100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Generalized_Convulsions_PM,Do you observe the following Central Nervous System Disturbances? Generalized convulsions (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701150200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Central_Nervous_System_Disturbances_Generalized_Convulsions_Comments,Do you observe the following Central Nervous System Disturbances? Generalized convulsions - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701150300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Sweating_AM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Sweating (AM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701160100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Sweating_PM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Sweating (PM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701160200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Sweating_Comments,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Sweating - Comments:",DCW_300701.doc,string,,,,,,,PhenX,PX300701160300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Fever_Less_Than_101_Fahrenheit_AM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Fever < 101 (37.2-38.3C) (AM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701170100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Fever_Less_Than_101_Fahrenheit_PM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Fever < 101 (37.2-38.3C) (PM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701170200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Fever_Less_Than_101_Fahrenheit_Comments,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Fever < 101 (37.2-38.3C) - Comments:",DCW_300701.doc,string,,,,,,,PhenX,PX300701170300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Fever_Greater_Than_101_Fahrenheit_AM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Fever > 101 (38.4C) (AM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701180100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Fever_Greater_Than_101_Fahrenheit_PM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Fever > 101 (38.4C) (PM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701180200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Fever_Greater_Than_101_Fahrenheit_Comments,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Fever > 101 (38.4C) - Comments:",DCW_300701.doc,string,,,,,,,PhenX,PX300701180300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Frequent_Yawning_Greater_Than_3_AM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Frequent yawning (> 3) (AM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701190100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Frequent_Yawning_Greater_Than_3_PM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Frequent yawning (> 3) (PM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701190200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Frequent_Yawning_Greater_Than_3_Comments,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Frequent yawning (> 3) - Comments:",DCW_300701.doc,string,,,,,,,PhenX,PX300701190300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Mottling_AM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Mottling (AM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701200100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Mottling_PM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Mottling (PM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701200200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Mottling_Comments,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Mottling - Comments:",DCW_300701.doc,string,,,,,,,PhenX,PX300701200300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Nasal_Stuffiness_AM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Nasal stuffiness (AM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701210100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Nasal_Stuffiness_PM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Nasal stuffiness (PM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701210200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Nasal_Stuffiness_Comments,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Nasal stuffiness - Comments:",DCW_300701.doc,string,,,,,,,PhenX,PX300701210300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Sneezing_Greater_Than_3_AM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Sneezing (> 3) (AM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701220100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Sneezing_Greater_Than_3_PM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Sneezing (> 3) (PM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701220200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Sneezing_Greater_Than_3_Comments,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Sneezing (> 3) - Comments:",DCW_300701.doc,string,,,,,,,PhenX,PX300701220300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Nasal_Flaring_AM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Nasal flaring (AM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701230100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Nasal_Flaring_PM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Nasal flaring (PM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701230200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Nasal_Flaring_Comments,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Nasal flaring - Comments:",DCW_300701.doc,string,,,,,,,PhenX,PX300701230300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Respiratory_Rate_Greater_Than_60_Min_AM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Respiratory rate (> 60/min) (AM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701240100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Respiratory_Rate_Greater_Than_60_Min_PM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Respiratory rate (> 60/min) (PM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701240200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Respiratory_Rate_Greater_Than_60_Min_Comments,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Respiratory rate (> 60/min) - Comments:",DCW_300701.doc,string,,,,,,,PhenX,PX300701240300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Respiratory_Rate_Greater_Than_60_Min_With_Retractions_AM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Respiratory rate (> 60/min with retractions) (AM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701250100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Respiratory_Rate_Greater_Than_60_Min_With_Retractions_PM,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Respiratory rate (> 60/min with retractions) (PM)",DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701250200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Metabolic_Vasomotor_Respiratory_Disturbance_Respiratory_Rate_Greater_Than_60_Min_With_Retractions_Comments,"Do you observe the following Metabolic, Vasomotor And Respiratory Disturbance? Respiratory rate (> 60/min with retractions) - Comments:",DCW_300701.doc,string,,,,,,,PhenX,PX300701250300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Excessive_Sucking_AM,Do you observe the following Gastrointestinal Disturbances? Excessive sucking (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701260100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Excessive_Sucking_PM,Do you observe the following Gastrointestinal Disturbances? Excessive sucking (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701260200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Excessive_Sucking_Comments,Do you observe the following Gastrointestinal Disturbances? Excessive sucking - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701260300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Poor_Feeding_AM,Do you observe the following Gastrointestinal Disturbances? Poor feeding (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701270100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Poor_Feeding_PM,Do you observe the following Gastrointestinal Disturbances? Poor feeding (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701270200,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Poor_Feeding_Comments,Do you observe the following Gastrointestinal Disturbances? Poor feeding - Comments:,DCW_300701.doc,string,,,,,,,PhenX,PX300701270300,,,,,,,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Regurgitation_AM,Do you observe the following Gastrointestinal Disturbances? Regurgitation (AM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701280100,,,,,Yes,No,,,,,,,,,
PX300701_Neonatal_Abstinence_Syndrome_Opioid_Withdrawal_Gastrointestinal_Disturbances_Regurgitation_PM,Do you observe the following Gastrointestinal Disturbances? Regurgitation (PM),DCW_300701.doc,enumerated,,,,,,,PhenX,PX300701280200,,,,,Yes,No,,,,,,,,,
