VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,
PX640501_Suicidal_Ideation_Future_Likelihood,"On the scale of 0 to 4, what do you think the likelihood is that you will have a thought of killing yourself in the future?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501011100,,,,,0 = 0 seconds,1 = 1–60 seconds,2 = 2–15 minutes,3 = 16–60 minutes,4 = less than one day,5 = 1–2 days,6 = more than 2 days,7 = wide range (spans > 2 responses),,,,,,,
PX640501_Suicide_Plan_Ever,Have you ever actually made a plan to kill yourself?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501020100,,,,,0 = no,1 = yes,,,,,,,,,,,,,
PX640501_Suicide_Plan_Age_First_Time,How old were you the first time you made a suicide plan?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501020200,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Plan_Age_Last_Time,How old were you the last time?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501020300,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Plan_Days_Lifetime,How many days in your life have you made a suicide plan?,DCW_640501.doc,integer,days,,,,,,PhenX,PX640501020400,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Plan_Days_Past_Year,How many days in the past year?,DCW_640501.doc,integer,days,,,,,,PhenX,PX640501020500,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Plan_Days_Past_Month,How many days in the past month?,DCW_640501.doc,integer,days,,,,,,PhenX,PX640501020600,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Plan_Days_Past_Week,How many days in the past week?,DCW_640501.doc,integer,days,,,,,,PhenX,PX640501020700,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Plan_Seriousness_Worst_Point,"On the scale of 0 to 4, at the worst point, how seriously did you consider acting on the plan?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501020800,,,,,0 = Not at all,1 = A little bit,2 = Somewhat,3 = Very Much,4 = Extremely,,,,,,,,,,
PX640501_Suicide_Plan_Seriousness_Average,"On the scale of 0 to 4, on average, how seriously have you considered acting on the plan(s)?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501020900,,,,,0 = Not at all,1 = A little bit,2 = Somewhat,3 = Very Much,4 = Extremely,,,,,,,,,,
PX640501_Suicide_Plan_Method,"When you had a plan(s), what method(s) did you think of using?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501021000,,,,,1 = own prescription drugs,2 = illicit drugs (not rx),3 = over-counter drugs,4 = other's rx drugs,5 = poison,6 = firearms,7 = immolation,8 = sharp object,9 = auto exhaust,10 = other gases,11 = train/car,12 = jump from height,13 = drowning,14 = suffocation,15 = hanging
PX640501_Suicide_Plan_Method_Other_Specify,"When you had a plan(s), what method(s) did you think of using?  Other, specify",DCW_640501.doc,string,,,,,,,PhenX,PX640501021100,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Plan_Method_MulitpleMethods_Specify,"When you had a plan(s), what method(s) did you think of using?  Multiple methods, specify",DCW_640501.doc,string,,,,,,,PhenX,PX640501021200,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Plan_Time_Thinking_About,"When you had a plan, how long did you think about it before either moving onto something else or acting on the plan?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501021300,,,,,0 = 0 seconds,1 = 1–60 seconds,2 = 2–15 minutes,3 = 16–60 minutes,4 = less than one day,5 = 1–2 days,6 = more than 2 days,7 = wide range (spans > 2 responses),,,,,,,
PX640501_Suicide_Plan_Steps,"When you had a plan(s), did you take steps to prepare to act on the plan(s)?",DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501021400,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Plan_Steps_Specify,What did you do?,DCW_640501.doc,string,,,,,,,PhenX,PX640501021500,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Plan_Future_Likelihood,"On the scale of 0 to 4, what do you think the likelihood is that you will make a suicide plan in the future?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501021600,,,,,0 = Not at all,1 = A little bit,2 = Somewhat,3 = Very Much,4 = Extremely,,,,,,,,,,
PX640501_Suicide_Gesture_Ever,Have you ever done something to lead someone to believe that you wanted to kill yourself when you really had no intention of doing so?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501030100,,,,,0 = no,1 = yes,,,,,,,,,,,,,
PX640501_Suicide_Gesture_Specify,What have you done to lead someone to believe that you wanted to kill yourself when you really had no intention of doing so?,DCW_640501.doc,string,,,,,,,PhenX,PX640501030200,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Gesture_Age_First_Time,How old were you the first time you did something to lead someone to believe that you wanted to kill yourself when you really had no intention of doing so?,DCW_640501.doc,integer,years,,,,,,PhenX,PX640501030300,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Gesture_Age_Last_Time,How old were you the last time?,DCW_640501.doc,integer,years,,,,,,PhenX,PX640501030400,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Gesture_Times_Lifetime,How many times in your life have you done something to lead someone to believe that you wanted to kill yourself when really you had no intention of doing so?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501030500,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Gesture_Times_Past_Year,How many times in the past year,DCW_640501.doc,integer,,,,,,,PhenX,PX640501030600,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Gesture_Times_Past_Month,How many times in the past month?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501030700,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Gesture_Times_Past_Week,How many times in the past week?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501030800,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Gesture_Time_Thinking_About,"When you did something to lead someone to believe that you wanted to kill yourself when you really had no intention of doing so, how long did you think about it before doing it?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501030900,,,,,0 = 0 seconds,1 = 1–60 seconds,2 = 2–15 minutes,3 = 16–60 minutes,4 = less than one day,5 = 1–2 days,6 = more than 2 days,7 = wide range (spans > 2 responses),,,,,,,
PX640501_Suicide_Gesture_Future_Likelihood,"On the scale of 0 to 4, what do you think the likelihood is that you will do something to lead someone to believe that you want to kill yourself when you really have no intention of doing so in the future?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501031000,,,,,0 = Not at all,1 = A little bit,2 = Somewhat,3 = Very Much,4 = Extremely,,,,,,,,,,
PX640501_Suicide_Attempt_Aborted,"Have you ever been close to killing yourself and at the last minute decided not to kill yourself?  (Only if he/she did not sustain injuries—see question below, mark “yes” for this question)",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501040100,,,,,0 = no,1 = yes,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Aborted_Injury,Did you sustain any physical injury?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501040200,,,,,0 = no,1 = yes,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Aborted_Specify,What happened?,DCW_640501.doc,string,,,,,,,PhenX,PX640501040300,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Aborted_TimesStopped_Lifetime,How many times in your life have you stopped yourself from attempting suicide right before you got hurt?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501040400,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Aborted_TimesStopped_PastYear,How many times in the past year?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501040500,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Aborted_TimesStopped_PastMonth,How many times in the past month?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501040600,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Aborted_TimesStopped_PastWeek,How many times in the past week?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501040700,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Interrupted,"Have you ever been very close to killing yourself and at the last minute someone or something else stopped you?  (Only if he/she did not sustain injuries—see question below, mark “yes” for this question)",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501050100,,,,,0 = no,1 = yes,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Interrupted_Injury,Did you sustain any physical injury?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501050200,,,,,0 = no,1 = yes,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Interrupted_Specify,What happened?,DCW_640501.doc,string,,,,,,,PhenX,PX640501050300,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Interrupted_TimesStopped_Lifetime,How many times in your life have you been close to killing yourself but were stopped by someone or something else right before you got hurt?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501050400,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Interrupted_TimesStopped_PastYear,How many times in the past year?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501050500,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Interrupted_TimesStopped_PastMonth,How many times in the past month?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501050600,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Interrupted_TimesStopped_PastWeek,How many times in the past week?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501050700,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Ever,Have you ever made an actual attempt to kill yourself in which you had at least some intent to die?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501060100,,,,,0 = no,1 = yes,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Age_First_Time,How old were you the first time you made a suicide attempt?,DCW_640501.doc,integer,years,,,,,,PhenX,PX640501060200,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Age_Last_Time,How old were you the last time?,DCW_640501.doc,integer,years,,,,,,PhenX,PX640501060300,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Most_Recent_Month,"To your knowledge, what was the approximate date of the most recent attempt?  Month",DCW_640501.doc,integer,months,,,,,,PhenX,PX640501060400,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Most_Recent_Year,"To your knowledge, what was the approximate date of the most recent attempt?  Year",DCW_640501.doc,integer,years,,,,,,PhenX,PX640501060500,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Times_Lifetime,How many suicide attempts have you made in your lifetime?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501060600,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Times_Past_Year,How many in the past year?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501060700,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Times_Past_Month,How many in the past month?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501060800,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Times_Past_Week,How many in the past week?,DCW_640501.doc,integer,,,,,,,PhenX,PX640501060900,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Method,"For your most recent suicide attempt, what method did you use?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501061000,,,,,1 = own prescription drugs,2 = illicit drugs (not rx),3 = over-counter drugs,4 = other's rx drugs,5 = poison,6 = firearms,7 = immolation,8 = sharp object,9 = auto exhaust,10 = other gases,11 = train/car,12 = jump from height,13 = drowning,14 = suffocation,15 = hanging
PX640501_Suicide_Attempt_Method_Other_Specify,"For your most recent suicide attempt, what method did you use?  Other, specify",DCW_640501.doc,string,,,,,,,PhenX,PX640501061100,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_MulitpleMethods_Specify,"For your most recent suicide attempt, what method did you use?  Multiple methods, specify",DCW_640501.doc,string,,,,,,,PhenX,PX640501061200,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Circumstances,What were the circumstances that contributed most to your most recent attempt?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501061300,,,,,1 = job loss/stress/academic failure,2 = problems with family or friends,3 = problems with spouse/lover,4 = financial problems,5 = eviction,6 = health problems,7 = death of another person,8 = psychiatric symptoms,9 = humiliating event,10 = loneliness,,,,,
PX640501_Suicide_Attempt_Injuries,What kind of injuries did you have as a result of this attempt?,DCW_640501.doc,string,,,,,,,PhenX,PX640501061400,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_MostLethal_AgeFirstTime,How old were you when you made the suicide attempt that caused you the most physical harm?,DCW_640501.doc,integer,years,,,,,,PhenX,PX640501061500,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_MostLethal_Month,"To your knowledge, what was the approximate date of the attempt that caused you the most physical harm?  Month",DCW_640501.doc,integer,months,,,,,,PhenX,PX640501061600,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_MostLethal_Year,"To your knowledge, what was the approximate date of the attempt that caused you the most physical harm?  Year",DCW_640501.doc,integer,years,,,,,,PhenX,PX640501061700,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_MostLethal_Injuries,What kind of injuries did you have as a result of this attempt?,DCW_640501.doc,string,,,,,,,PhenX,PX640501061800,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Attempt_MostLethal_MostRecent,Is the most harmful attempt also the most recent?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501061900,,,,,0 = no,1 = yes,,,,,,,,,,,,,
PX640501_Suicide_Attempt_Time_Thinking_About,Regarding all your past suicide attempts:  How long did you usually think about suicide before making an attempt?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501062000,,,,,0 = 0 seconds +V72N72:X72N72:W72N72:X72,1 = 1–60 seconds,2 = 2–15 minutes,3 = 16–60 minutes,4 = less than one day,5 = 1–2 days,6 = more than 2 days,7 = wide range (spans > 2 responses),,,,,,,
PX640501_Suicide_Attempt_Future_Likelihood,"On the scale of 0 to 4, what do you think the likelihood is that you will make a suicide attempt in the future?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501062100,,,,,0 = Not at all,1 = A little bit,2 = Somewhat,3 = Very Much,4 = Extremely,,,,,,,,,,
PX640501_Suicide_Family_History,Has anyone you have ever known died by suicide?,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501070100,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Number,"Has anyone you have ever known died by suicide? If so, how many?",DCW_640501.doc,integer,,,,,,,PhenX,PX640501070200,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Mother,What was/were their relationship(s) to you?  Mother,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501070300,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Father,What was/were their relationship(s) to you?  Father,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501070400,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Brother,What was/were their relationship(s) to you?  Brother,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501070500,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Sister,What was/were their relationship(s) to you?  Sister,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501070600,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Daughter,What was/were their relationship(s) to you?  Daughter,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501070700,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Son,What was/were their relationship(s) to you?  Son,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501070800,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Aunt,What was/were their relationship(s) to you?  Biological aunt,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501070900,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Uncle,What was/were their relationship(s) to you?  Biological uncle,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501071000,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Grandmother,What was/were their relationship(s) to you?  Grandmother,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501071100,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Grandfather,What was/were their relationship(s) to you?  Grandfather,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501071200,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Cousin,What was/were their relationship(s) to you?  Cousin,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501071300,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Partner_Lover,What was/were their relationship(s) to you?  Partner/lover,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501071400,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Personal_Friend,What was/were their relationship(s) to you?  Personal fried,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501071500,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Family_Friend,What was/were their relationship(s) to you?  Family Fried,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501071600,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Acquaintance,What was/were their relationship(s) to you?  Acquaintance,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501071700,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Other,What was/were their relationship(s) to you?  Other,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501071800,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Other_Specify,"What was/were their relationship(s) to you?  Other, specify",DCW_640501.doc,string,,,,,,,PhenX,PX640501071900,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived,Has anyone you have ever known ever attempted suicide but lived?,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501072000,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Number,"Has anyone you have ever known ever attempted suicide but lived? If so, how many?",DCW_640501.doc,integer,,,,,,,PhenX,PX640501072100,,,,,,,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Mother,What was/were their relationship(s) to you?  Mother,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501072200,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Father,What was/were their relationship(s) to you?  Father,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501072300,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Brother,What was/were their relationship(s) to you?  Brother,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501072400,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Sister,What was/were their relationship(s) to you?  Sister,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501072500,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Daughter,What was/were their relationship(s) to you?  Daughter,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501072600,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Son,What was/were their relationship(s) to you?  Son,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501072700,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Aunt,What was/were their relationship(s) to you?  Biological aunt,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501072800,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Uncle,What was/were their relationship(s) to you?  Biological uncle,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501072900,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Grandmother,What was/were their relationship(s) to you?  Grandmother,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501073000,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Grandfather,What was/were their relationship(s) to you?  Grandfather,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501073100,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Cousin,What was/were their relationship(s) to you?  Cousin,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501073200,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Partner_Lover,What was/were their relationship(s) to you?  Partner/lover,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501073300,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Personal_Friend,What was/were their relationship(s) to you?  Personal fried,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501073400,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Family_Friend,What was/were their relationship(s) to you?  Family Fried,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501073500,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Acquaintance,What was/were their relationship(s) to you?  Acquaintance,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501073600,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_Other,What was/were their relationship(s) to you?  Other,DCW_640501.doc,enumerated,,,,,,,PhenX,PX640501073700,,,,,yes,no,,,,,,,,,,,,,
PX640501_Suicide_Family_History_Survived_OtherSpecify,"What was/were their relationship(s) to you?  Other, specify",DCW_640501.doc,string,,,,,,,PhenX,PX640501073800,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_Self_Injury_Thoughts,"Have you ever had thoughts of purposely hurting yourself without wanting to die? (for example, cutting or burning)",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501080100,,,,,0 = no,1 = yes,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Age_First_Time,How old were you the first time you thought of purposely hurting yourself without wanting to die?,DCW_640501.doc,integer,years,,,,,,PhenX,PX640501080200,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Age_Last_Time,How old were you the last time?,DCW_640501.doc,integer,years,,,,,,PhenX,PX640501080300,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Days_Lifetime,How many days in your life have you had thoughts of purposely hurting yourself without wanting to die? (Please give your best estimate),DCW_640501.doc,integer,days,,,,,,PhenX,PX640501080400,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Days_Past_Year,How many days in the past year?,DCW_640501.doc,integer,days,,,,,,PhenX,PX640501080500,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Days_Past_Month,How many days in the past month?,DCW_640501.doc,integer,days,,,,,,PhenX,PX640501080600,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Days_Past_Week,How many days in the past week?,DCW_640501.doc,integer,days,,,,,,PhenX,PX640501080700,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Intensity_Worst,"On the scale of 0 to 4, at the worst point, how intense were your thoughts of purposely hurting yourself without wanting to die?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501080800,,,,,0 = Not at all,1 = A little bit,2 = Somewhat,3 = Very Much,4 = Extremely,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Intensity_Average,"On the scale of 0 to 4, on average, how intense were these thoughts?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501080900,,,,,0 = Not at all,1 = A little bit,2 = Somewhat,3 = Very Much,4 = Extremely,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Method,What method did you think of using?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501081000,,,,,1 = cut or carved skin,"2 = burned your skin (i.e., with a cigarette, match, or other hot object)",3 = inserted sharp objects into your skin or nails,4 = picked areas of your body to the point of drawing blood,5 = hit yourself on purpose,6 = gave yourself a tattoo,7 = scraped your skin to the point skin or nails of drawing blood,8 = other (specify),,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Method_OtherSpecify,What method did you think of using?  other (specify),DCW_640501.doc,string,,,,,,,PhenX,PX640501081100,,,,,,,,,,,,,,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Duration,"When you had these thoughts, how long did they usually last?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501081200,,,,,0 = 0 seconds,1 = 1–60 seconds,2 = 2–15 minutes,3 = 16–60 minutes,4 = less than one day,5 = 1–2 days,6 = more than 2 days,7 = wide range (spans > 2 responses),,,,,,,
PX640501_NonSuicidal_SelfInjuryThoughts_Future_Likelihood,"On the scale of 0 to 4, what do you think the likelihood is that you will think about purposely hurting yourself without wanting to die in the future?",DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501081300,,,,,0 = Not at all,1 = A little bit,2 = Somewhat,3 = Very Much,4 = Extremely,,,,,,,,,,
PX640501_NonSuicidal_SelfInjury_Ever,Have you ever actually purposely hurt yourself without wanting to die?,DCW_640501.doc,encoded values,,,,,,,PhenX,PX640501090100,,,,,0 = no,1 = yes,,,,,,,,,,,,,
