"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Hypersomnia_Normal_Activities","Does/did the hypersomnia (excessive sleepiness or drowsiness) affect your ability to do your normal activities?","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007040200","","","","","I have/had the symptom but I can/could still do normal activities.","The symptom really bothers/bothered me. It is/was hard to do normal activities.","The symptom is/was very bad. I am/was not able to do activities that I usually do.","Refuse to answer","","","",""
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Hypersomnia_Clear","When did the hypersomnia (excessive sleepiness or drowsiness) clear?","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007040300","","","","","Less than 3 months after symptom started","Between 3 to 6 months after symptom started","Between 6 to 9 months after symptom started","Greater than 9 months after symptom started","Don't know","Refuse to answer","",""
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Disturbed_Sleep","Do you still have disturbed sleep (nightmares, night sweats, etc.)?","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007050100","","","","","Yes, I still have this symptom","Yes, I still have the symptom but it is less severe","Yes, I still have the symptom but it comes and goes","No, the symptom has cleared","","","",""
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Disturbed_Sleep_Normal_Activities","Does/did the disturbed sleep (nightmares, night sweats, etc.) affect your ability to do your normal activities?","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007050200","","","","","I have/had the symptom but I can/could still do normal activities.","The symptom really bothers/bothered me. It is/was hard to do normal activities.","The symptom is/was very bad. I am/was not able to do activities that I usually do.","Refuse to answer","","","",""
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Distrubed_Sleep_Clear","When did the disturbed sleep (nightmares, night sweats, etc.) clear","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007050300","","","","","Less than 3 months after symptom started","Between 3 to 6 months after symptom started","Between 6 to 9 months after symptom started","Greater than 9 months after symptom started","Don't know","Refuse to answer","",""
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Down_Depressed","Do you still feel down or depressed?","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007060100","","","","","Yes, I still have this symptom","Yes, I still have the symptom but it is less severe","Yes, I still have the symptom but it comes and goes","No, the symptom has cleared","","","",""
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Down_Depressed_Normal_Activities","Does/did the feeling down or depressed affect your ability to do your normal activities?","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007060200","","","","","I have/had the symptom but I can/could still do normal activities.","The symptom really bothers/bothered me. It is/was hard to do normal activities.","The symptom is/was very bad. I am/was not able to do activities that I usually do.","Refuse to answer","","","",""
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Down_Depressed_Clear","When did the feeling down or depressed clear?","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007060300","","","","","Less than 3 months after symptom started","Between 3 to 6 months after symptom started","Between 6 to 9 months after symptom started","Greater than 9 months after symptom started","Don't know","Refuse to answer","",""
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Anxious","Do you still feel anxious?","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007070100","","","","","Yes, I still have this symptom","Yes, I still have the symptom but it is less severe","Yes, I still have the symptom but it comes and goes","No, the symptom has cleared","","","",""
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Anxious_Normal_Activites","Does/did the feeling anxious affect your ability to do your normal activities?","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007070200","","","","","I have/had the symptom but I can/could still do normal activities.","The symptom really bothers/bothered me. It is/was hard to do normal activities.","The symptom is/was very bad. I am/was not able to do activities that I usually do.","Refuse to answer","","","",""
"PX992007_Long_Covid_Symptoms_Psychiatric_Long_Anxious_Clear","When did the feeling anxious clear?","DCW_992007.doc","enumerated","","","","","","","PhenX","PX992007070300","","","","","Less than 3 months after symptom started","Between 3 to 6 months after symptom started","Between 6 to 9 months after symptom started","Greater than 9 months after symptom started","Don't know","Refuse to answer","",""
