"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Symptom_Severity_Week_2","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Week 2","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005050200","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Symptom_Severity_Week_3","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Week 3","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005050300","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Symptom_Severity_Week_4","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Week 4","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005050400","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Symptom_Severity_Month_2","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 2","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005050500","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Symptom_Severity_Month_3","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 3","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005050600","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Symptom_Severity_Month_4","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 4","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005050700","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Symptom_Severity_Month_5","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 5","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005050800","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Symptom_Severity_Month_6","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 6","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005050900","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Symptom_Severity_Month_7","How severe were/are your symptoms over the course of the weeks/months? If you experienced multiple severities for symptoms within the time period, select the most severe within that time period. Month 7+","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005051000","","","","","No Symptom","Very Mild","Mild","Moderate","Severe","Very Severe","",",,,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Relapse_Symptoms","Which of these descriptions appropriately describes your experience with relapses, and your symptom course overall? Please select all that apply:","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005060100","","","","","My relapses happen in a regular pattern (monthly, daily, or weekly).","My relapses happen in an irregular pattern (randomly).","My relapses happen in response to a trigger (stress, alcohol, exercise/exertion, ect).","My relapses are getting shorter/easier over time.","My relapses are getting longer/harder over time.","My relapse severity has stayed about the same over time.","Overall, my symptoms have slowly gotten better over time.","Overall, my symptoms have stayed about the same over time. ,Overall, my symptoms have slowly worsened over time.,I got worse rapidly.,I got better rapidly.,Other"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Relapse_Symptoms_Other","Which of these descriptions appropriately describes your experience with relapses, and your symptom course overall? Please select all that apply: Other","DCW_992005.doc","string","","","","","ASK IF \"Which of these descriptions appropriately describes your experience with relapses, and your symptom course overall? Please select all that apply:\" = \"Other\"","","PhenX","PX992005060200","","","","","","","","","","","",",,,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Trigger_Relapse_Symptoms","Which of these trigger a relapse or worsening of symptoms? Please select all that apply:","DCW_992005.doc","enumerated","","","","","","","PhenX","PX992005070100","","","","","Stress","Alcohol","Caffeine","Heat","Period/menstruation","Week before period/menstruation","Exercise","Physical activity,Mental activity,Other,,"
"PX992005_Long_Covid_Symptoms_Speech_Language_Hearing_Trigger_Relapse_Symptoms_Other","Which of these trigger a relapse or worsening of symptoms? Please select all that apply: Other","DCW_992005.doc","string","","","","","ASK IF \"Which of these trigger a relapse or worsening of symptoms? Please select all that apply:\" = \"Other\"","","PhenX","PX992005070200","","","","","","","","","","","",",,,,"
