PX211101_Person3_Gender,Person 3 gender,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101030400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person3_Age,Person 3 Age,DCW_211101.doc,integer,year,,,,,,PhenX,PX211101030500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person3_Connection,How are you connected to this person?,DCW_211101.doc,encoded values,,,,,"Use Card A, record all that apply",,PhenX,PX211101030600,,,,,1 = Spouse/partner,2 = Parent,3 = Brother/sister (including stepbrothers and sisters),4 = Child,5 = Grandparent,6 = Grandchild,7 = Aunt or uncle,8 = In-law,9 = Other relative,10 = Coworker or colleague,11 = Neighbor,12 = Friend,"13 = Boss, employer, teacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person3_How_Close,How close are you to this person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101030700,,,,,1 = Very close,2 = Sort of close,3 = Not very close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person3_Contact_Frequency,How often do you see or talk to the person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101030800,,,,,1 = Often,2 = Occasionally,3 = Hardly ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person3_Trust_Doctors,Do they trust doctors to take care of people's problems?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101030900,,,,,1 = A lot,2 = Most of the time,3 = Not very much,8 = Don't know/unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person3_Function,Has this person done any of the following for you or helped you out?,DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply  Probe: what else",,PhenX,PX211101031000,,,,,1 = Listen to you when you were feeling down or upset?,2 = Tell you they care about what happens to you?,"3 = Give you suggestions when you have a problem about what you could do, where you could go, or whom you could talk to?","4 = Try to help you with daily chores, like shopping for food, cooking, fixing things, cleaning your apartment/house, or taking you places that you need to go?",5 = Help out when you are short of money by giving or loaning you money?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person3_Cause_Problems,"Does this person hassle you, cause you problems, or make your life difficult?",DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply",,PhenX,PX211101031100,,,,,1 = A lot,2 = Sometimes,3 = No/Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_Name,"Full Name, Initials, Other Identifiers",DCW_211101.doc,string,,,,,,,PhenX,PX211101040100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_Which_Generator,From which name generator was this person mentioned?,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101040200,,,,,I = Important Matters,H = Health,B = Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_Which_Generator_Section,"Full Name, Initials, Other Identifiers",DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101040300,,,,,"1 = From time to time, most people discuss IMPORTANT MATTERS with other people, and we need people we can depend on for help. These can be family, friends, people who have been really helpful to you-what we are interested in are the ones that you are most likely to talk to about really important matters in your life, whether they live near you or far away. Who are the people in your life with whom you discuss important matters? Who are the people you can really count on?",2 = Is there anyone who always wants to talk to you about your important matters in your life whether you want them to or not?,"3 = Are there people who are, in general, a burden to you, because they want to discuss matters important to them, even if you don't?","4 = Have there been any important changes in this recently? In other words, were there people whom you used to discuss important matters with that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died. Who are they?",5 = I'm interested in the people in your life that you talk to about health problems when they come up. Who are the people that you discuss your health with or you can really count on when you have physical or emotional problems?,"6 = Who are the people, whether or not you have mentioned them before, who are always talking about your mental and physical health and trying to get you to do things about them?","7 = Are there people who are, in general, a burden to you because of their emotional or physical health problems and always want to talk to you about their problems, whether you want them to or not?","8 = Have there been any important changes in any of these lists? In other words, were there people whom you used to discuss health issues with or that you would rely on for help that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_Gender,Person 4 gender,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101040400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_Age,Person 4 Age,DCW_211101.doc,integer,year,,,,,,PhenX,PX211101040500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_Connection,How are you connected to this person?,DCW_211101.doc,encoded values,,,,,"Use Card A, record all that apply",,PhenX,PX211101040600,,,,,1 = Spouse/partner,2 = Parent,3 = Brother/sister (including stepbrothers and sisters),4 = Child,5 = Grandparent,6 = Grandchild,7 = Aunt or uncle,8 = In-law,9 = Other relative,10 = Coworker or colleague,11 = Neighbor,12 = Friend,"13 = Boss, employer, teacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_How_Close,How close are you to this person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101040700,,,,,1 = Very close,2 = Sort of close,3 = Not very close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_Contact_Frequency,How often do you see or talk to the person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101040800,,,,,1 = Often,2 = Occasionally,3 = Hardly ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_Trust_Doctors,Do they trust doctors to take care of people's problems?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101040900,,,,,1 = A lot,2 = Most of the time,3 = Not very much,8 = Don't know/unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_Function,Has this person done any of the following for you or helped you out?,DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply  Probe: what else",,PhenX,PX211101041000,,,,,1 = Listen to you when you were feeling down or upset?,2 = Tell you they care about what happens to you?,"3 = Give you suggestions when you have a problem about what you could do, where you could go, or whom you could talk to?","4 = Try to help you with daily chores, like shopping for food, cooking, fixing things, cleaning your apartment/house, or taking you places that you need to go?",5 = Help out when you are short of money by giving or loaning you money?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person4_Cause_Problems,"Does this person hassle you, cause you problems, or make your life difficult?",DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply",,PhenX,PX211101041100,,,,,1 = A lot,2 = Sometimes,3 = No/Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_Name,"Full Name, Initials, Other Identifiers",DCW_211101.doc,string,,,,,,,PhenX,PX211101050100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_Which_Generator,From which name generator was this person mentioned?,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101050200,,,,,I = Important Matters,H = Health,B = Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_Which_Generator_Section,"Full Name, Initials, Other Identifiers",DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101050300,,,,,"1 = From time to time, most people discuss IMPORTANT MATTERS with other people, and we need people we can depend on for help. These can be family, friends, people who have been really helpful to you-what we are interested in are the ones that you are most likely to talk to about really important matters in your life, whether they live near you or far away. Who are the people in your life with whom you discuss important matters? Who are the people you can really count on?",2 = Is there anyone who always wants to talk to you about your important matters in your life whether you want them to or not?,"3 = Are there people who are, in general, a burden to you, because they want to discuss matters important to them, even if you don't?","4 = Have there been any important changes in this recently? In other words, were there people whom you used to discuss important matters with that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died. Who are they?",5 = I'm interested in the people in your life that you talk to about health problems when they come up. Who are the people that you discuss your health with or you can really count on when you have physical or emotional problems?,"6 = Who are the people, whether or not you have mentioned them before, who are always talking about your mental and physical health and trying to get you to do things about them?","7 = Are there people who are, in general, a burden to you because of their emotional or physical health problems and always want to talk to you about their problems, whether you want them to or not?","8 = Have there been any important changes in any of these lists? In other words, were there people whom you used to discuss health issues with or that you would rely on for help that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_Gender,Person 5 gender,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101050400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_Age,Person 5 Age,DCW_211101.doc,integer,year,,,,,,PhenX,PX211101050500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_Connection,How are you connected to this person?,DCW_211101.doc,encoded values,,,,,"Use Card A, record all that apply",,PhenX,PX211101050600,,,,,1 = Spouse/partner,2 = Parent,3 = Brother/sister (including stepbrothers and sisters),4 = Child,5 = Grandparent,6 = Grandchild,7 = Aunt or uncle,8 = In-law,9 = Other relative,10 = Coworker or colleague,11 = Neighbor,12 = Friend,"13 = Boss, employer, teacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_How_Close,How close are you to this person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101050700,,,,,1 = Very close,2 = Sort of close,3 = Not very close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_Contact_Frequency,How often do you see or talk to the person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101050800,,,,,1 = Often,2 = Occasionally,3 = Hardly ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_Trust_Doctors,Do they trust doctors to take care of people's problems?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101050900,,,,,1 = A lot,2 = Most of the time,3 = Not very much,8 = Don't know/unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_Function,Has this person done any of the following for you or helped you out?,DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply  Probe: what else",,PhenX,PX211101051000,,,,,1 = Listen to you when you were feeling down or upset?,2 = Tell you they care about what happens to you?,"3 = Give you suggestions when you have a problem about what you could do, where you could go, or whom you could talk to?","4 = Try to help you with daily chores, like shopping for food, cooking, fixing things, cleaning your apartment/house, or taking you places that you need to go?",5 = Help out when you are short of money by giving or loaning you money?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person5_Cause_Problems,"Does this person hassle you, cause you problems, or make your life difficult?",DCW_211101.doc,encoded values,,,,,"Use Card B, record all that apply",,PhenX,PX211101051100,,,,,1 = A lot,2 = Sometimes,3 = No/Not really,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person6_Name,"Full Name, Initials, Other Identifiers",DCW_211101.doc,string,,,,,,,PhenX,PX211101060100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person6_Which_Generator,From which name generator was this person mentioned?,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101060200,,,,,I = Important Matters,H = Health,B = Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person6_Which_Generator_Section,"Full Name, Initials, Other Identifiers",DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101060300,,,,,"1 = From time to time, most people discuss IMPORTANT MATTERS with other people, and we need people we can depend on for help. These can be family, friends, people who have been really helpful to you-what we are interested in are the ones that you are most likely to talk to about really important matters in your life, whether they live near you or far away. Who are the people in your life with whom you discuss important matters? Who are the people you can really count on?",2 = Is there anyone who always wants to talk to you about your important matters in your life whether you want them to or not?,"3 = Are there people who are, in general, a burden to you, because they want to discuss matters important to them, even if you don't?","4 = Have there been any important changes in this recently? In other words, were there people whom you used to discuss important matters with that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died. Who are they?",5 = I'm interested in the people in your life that you talk to about health problems when they come up. Who are the people that you discuss your health with or you can really count on when you have physical or emotional problems?,"6 = Who are the people, whether or not you have mentioned them before, who are always talking about your mental and physical health and trying to get you to do things about them?","7 = Are there people who are, in general, a burden to you because of their emotional or physical health problems and always want to talk to you about their problems, whether you want them to or not?","8 = Have there been any important changes in any of these lists? In other words, were there people whom you used to discuss health issues with or that you would rely on for help that you would not or no longer talk to about such things? These could be people whom you no longer feel close to, who might have moved or died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person6_Gender,Person 6 gender,DCW_211101.doc,enumerated,,,,,,,PhenX,PX211101060400,,,,,Male,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person6_Age,Person 6 Age,DCW_211101.doc,integer,year,,,,,,PhenX,PX211101060500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person6_Connection,How are you connected to this person?,DCW_211101.doc,encoded values,,,,,"Use Card A, record all that apply",,PhenX,PX211101060600,,,,,1 = Spouse/partner,2 = Parent,3 = Brother/sister (including stepbrothers and sisters),4 = Child,5 = Grandparent,6 = Grandchild,7 = Aunt or uncle,8 = In-law,9 = Other relative,10 = Coworker or colleague,11 = Neighbor,12 = Friend,"13 = Boss, employer, teacher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person6_How_Close,How close are you to this person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101060700,,,,,1 = Very close,2 = Sort of close,3 = Not very close,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person6_Contact_Frequency,How often do you see or talk to the person?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101060800,,,,,1 = Often,2 = Occasionally,3 = Hardly ever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211101_Person6_Trust_Doctors,Do they trust doctors to take care of people's problems?,DCW_211101.doc,encoded values,,,,,,,PhenX,PX211101060900,,,,,1 = A lot,2 = Most of the time,3 = Not very much,8 = Don't know/unsure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
