"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Surgery_Team_Prescription_Talk","In the last 6 months, how often did you and your cancer surgery team talk about all the prescription medicines you were taking?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, did you take any prescription medicine?' != 'No'","","PhenX","PX320801210000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Surgery_Team_Pain_Talk","In the last 6 months, did you and your cancer surgery team talk about pain related to your cancer or cancer surgery?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801220000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Pain_Surgery","In the last 6 months, were you bothered by pain from your cancer or cancer surgery?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801230000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Surgery_Team_Pain_Advice","In the last 6 months, did your cancer surgery team advise you about or help you deal with this pain?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, were you bothered by pain from your cancer or cancer surgery?' != 'No'","","PhenX","PX320801240000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Change_Energy_Surgery","In the last 6 months, did you and your cancer surgery team talk about any changes in your energy levels related to your cancer or cancer surgery?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801250000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Change_Energy_Surgery_Bother","In the last 6 months, were you bothered by changes in your energy levels related to your cancer or cancer surgery?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801260000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Change_Energy_Surgery_Advice","In the last 6 months, did your cancer surgery team advise you about or help you deal with these changes in your energy levels?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, did you and your cancer surgery team talk about any changes in your energy levels related to your cancer or cancer surgery?' != 'No' and 'In the last 6 months, were you bothered by changes in your energy levels related to your cancer or cancer surgery?' != 'No'","","PhenX","PX320801270000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Emotional_Problem_Surgery","In the last 6 months, did you and your cancer surgery team talk about any emotional problems, such as anxiety or depression, related to your cancer or cancer surgery?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801280000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Emotional_Problem_Surgery_Bother","In the last 6 months, were you bothered by any emotional problems, such as anxiety or depression, related to your cancer or cancer surgery?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801290000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Emotional_Problem_Surgery_Advice","In the last 6 months, did your cancer surgery team advise you about or help you deal with these emotional problems?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, were you bothered by any emotional problems, such as anxiety or depression, related to your cancer or cancer surgery?' != 'No'","","PhenX","PX320801300000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Surgery_Additional_Service","Additional services to manage your cancer care at home include home health care, special medical equipment, or special supplies. In the last 6 months, did you and your cancer surgery team talk about these additional services?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801310000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Health_Maintain_Treatment","In the last 6 months, did you and your cancer surgery team talk about things you can do to maintain your health during cancer treatment such as what to eat and what exercises to do?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801320000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Team_Rating","Using any number from 0 to 10, where 0 is the worst cancer surgery team possible and 10 is the best cancer surgery team possible, what number would you use to rate your cancer surgery team?","DCW_320801.doc","encoded values","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801330000","","","","","0 = 0 - Worst cancer surgery team possible","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 - Best cancer surgery team possible"
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Need_Interpreter","An interpreter is someone who helps you talk with others who do not speak your language. Interpreters can include staff from this cancer center, telephone interpreters, friends, or family members. In the last 6 months, was there any time when you needed an interpreter at this cancer center?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801340000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Need_Interpreter_Surgery","In the last 6 months, when you needed an interpreter to speak with your cancer surgery team, how often did you get one?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'An interpreter is someone who helps you talk with others who do not speak your language. Interpreters can include staff from this cancer center, telephone interpreters, friends, or family members. In the last 6 months, was there any time when you needed an interpreter at this cancer center?' != 'No'","","PhenX","PX320801350000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Center_Care_Rating","Considering all your cancer care at this cancer center, using any number from 0 to 10, where 0 is the worst overall cancer care experience possible and 10 is the best overall cancer care experience possible, what number would you use to rate your overall cancer care experience?","DCW_320801.doc","encoded values","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801360000","","","","","0 = 0 - Worst overall cancer care experience possible","1 = 1","2 = 2","3 = 3","4 = 4","5 = 5","6 = 6","7 = 7","8 = 8","9 = 9","10 = 10 - Best overall cancer care experience possible"
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Cancer_Center_Contact_Office_Hours","In the last 6 months, did you contact this cancer center with a medical question after regular office hours?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'In the last 6 months, when you contacted this cancer center after regular office hours, how often did you get an answer to your medical questions as soon as you needed?' != 'No'","","PhenX","PX320801370000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Cancer_Center_Contact_Office_Hours_Answer","In the last 6 months, when you contacted this cancer center after regular office hours, how often did you get an answer to your medical questions as soon as you needed?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801380000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Fifteen_Minute_Wait_Time","Wait time includes time spent in the waiting room and exam room. In the last 6 months, how often did you see the person you came to see within 15 minutes of your appointment time?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801390000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Affect_Normal_Activity","Since it was decided that you would have cancer surgery, did your cancer surgery team clearly explain how your cancer and cancer surgery could affect your normal daily activities?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801400000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Cancer_Surgery_Told_Next_Steps","In the last 6 months, did your cancer surgery team tell you what the next steps in your cancer surgery would be?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801410000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Surgery_Team_Explain_Results","In the last 6 months, how often did your cancer surgery team explain those results in a way that was easy to understand?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801420000","","","","","Never","Sometimes","Usually","Always","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Surgery_Team_Prescribe_Medicine","In the last 6 months, did your cancer surgery team prescribe medicine that you had not taken before?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801430000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Last_Six_Months_Surgery_Team_Explain_Medicine","In the last 6 months, did your cancer surgery team explain what that medicine was for in a way that was easy to understand?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801440000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Health_Professional_Treatment_Alternative","Since your cancer was diagnosed, did a doctor or other health care professional at this cancer center talk with you about more than one way to treat your cancer?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801450000","","","","","Yes","No","","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Health_Professional_Explain_Treatment_Advantage","Since your career was diagnosed, did a doctor or other health care professional at this cancer center clearly explain the advantages of each choice for cancer treatment, including the treatments you did not get?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'Since your cancer was diagnosed, did a doctor or other health care professional at this cancer center talk with you about more than one way to treat your cancer?' != 'No'","","PhenX","PX320801460000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Health_Professional_Explain_Treatment_Disadvantage","Since your cancer was diagnosed did a doctor or health care professional at this cancer center clearly explain the disadvantages of each choice for cancer treatment, including the treatments you did not get?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'Since your cancer was diagnosed, did a doctor or other health care professional at this cancer center talk with you about more than one way to treat your cancer?' != 'No'","","PhenX","PX320801470000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Health_Professional_Explain_Treatment_Opinion","Since your cancer was diagnosed, did a doctor or other health care professional at this cancer center ask for your opinion about each choice of cancer treatment, including the treatments you did not get?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No' and 'Since your cancer was diagnosed, did a doctor or other health care professional at this cancer center talk with you about more than one way to treat your cancer?' != 'No'","","PhenX","PX320801480000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Health_Professional_Surgery_Reason","Since your cancer was diagnosed, did a doctor or other health care professional at this cancer center talk with you about the reason you might want to have cancer surgery?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801490000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Health_Professional_Surgery_Reason_Not","Since your cancer was diagnosed, did a doctor or other health care professional at this cancer center talk with you about the reasons you might not want to have cancer surgery?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801500000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Health_Professional_Surgery_Best_Interest","Since your cancer was diagnosed, when you talked about having cancer surgery, did a doctor or other health care professional at this cancer center ask you what you thought was best for you?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801510000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
"PX320801_Patient_Experience_Cancer_Care_Surgery_Health_Professional_Treatment_Decision_Involve","Since your cancer was diagnosed, did a doctor or health professional at this cancer center involve you in decisions about your cancer treatment as much as you wanted?","DCW_320801.doc","enumerated","","","","","ASK IF 'When was the last time you received cancer surgery for cancer from this cancer center?' != 'More than 6 months ago' and 'In the last 6 months, how many times did you visit this cancer center to get care from your cancer surgery team? Do not include telephone calls or emails.' !=  'No'","","PhenX","PX320801520000","","","","","Yes, definitely","Yes, somewhat","No","","","","","","","",""
