VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Stomachaches_School,I get stomachaches at school.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802110000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Frightened_Crazy,"When I get frightened, I feel like I am going crazy.",DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802120000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Worry_Sleeping_Alone,I worry about sleeping alone.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802130000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Worry_Compared_Others,I worry about being as good as other kids.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802140000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Frightened_Reality,"When I get frightened, I feel like things are not real.",DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802150000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Nightmares_Parents,I have nightmares about something bad happening to my parents.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802160000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Worry_School,I worry about going to school.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802170000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Frightened_Heartbeat,"When I get frightened, my heart beats fast.",DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802180000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Shaky,I get shaky.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802190000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Nightmares,I have nightmares about something bad happening to me.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802200000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Worry,I worry about things working out for me.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802210000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Frightened_Sweat,"When I get frightened, I sweat a lot.",DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802220000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Worrisome,I am a worrier.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802230000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Frightened_Reason,I get really frightened for no reason at all.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802240000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Afraid_Alone_Home,I am afraid to be alone in the house,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802250000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Talk_Strangers,It is hard for me to talk with people I don�t know well.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802260000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Frightened_Choking,"When I get frightened, I feel like I am choking.",DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802270000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Worry_Too_Much,People tell me that I worry too much,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802280000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Separation_Family,I don�t like to be away from my family.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802290000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Afraid_Anxiety_Panic_Attacks,I am afraid of having anxiety (or panic) attacks.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802300000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Worry_Parents,I worry that something bad might happen to my parents.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802310000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Shy_Strangers,I feel shy with people I don�t know well.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802320000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Worry_Future,I worry about what is going to happen in the future.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802330000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Frightened_Vomit,"When I get frightened, I feel like throwing up.",DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802340000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Worry_Performance,I worry about how well I do things,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802350000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Scared_School,I am scared to go to school.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802360000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Worry_Past,I worry about things that have already happened.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802370000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Frightened_Dizzy,"When I get frightened, I feel dizzy.",DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802380000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Nervous_Performance_Others,"I feel nervous when I am with other children or adults and I have to do something while they watch me (for example: read aloud, speak, play a game, play a sport).",DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802390000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Nervous_Social_Event_Strangers,"I feel nervous when I am going to parties, dances, or any place where there will be people that I don�t know well.",DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802400000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121802_Anxiety_Disorders_Symptoms_Children_Self_Report_Shy,I am shy.,DCW_121802.doc,encoded values,,,,,,,PhenX,PX121802410000,,,,,0 = Not true or hardly ever true,1 = Somewhat true or sometimes true,2 = Very true or often true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
