"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX310401_Genomics_Knowledge_Genetic_Disorder_Child_Chance","Everyone has a chance for having a child with a genetic disorder.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401150000","","","","","1 = True","0 = False","0 = Don't know/uncertain","","","","","","","","",""
"PX310401_Genomics_Knowledge_Genetic_Inheritance_Gender","A girl inherits most of her genes from her mother, while a boy inherits most of his genes from his father.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401160000","","","","","0 = True","1 = False","0 = Don't know/uncertain","","","","","","","","",""
"PX310401_Genomics_Knowledge_Genetic_Inheritance_Appearance","A mother and daughter who look alike are more genetically similar than a mother and daughter who do not look alike.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401170000","","","","","0 = True","1 = False","0 = Don't know/uncertain","","","","","","","","",""
"PX310401_Genomics_Knowledge_Gene_Variant_Inherited_Harmful","If a parent has a harmful gene variant, all of his or her children will inherit it.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401180000","","","","","0 = True","1 = False","0 = Don't know/uncertain","","","","","","","","",""
"PX310401_Genomics_Knowledge_Gene_Variant_Inherited_All_Children","If one of your parents has a gene variant, your brother or sister may also have it.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401190000","","","","","1 = True","0 = False","0 = Don't know/uncertain","","","","","","","","",""
"PX310401_Genomics_Knowledge_Exome_Sequence_Find_Many_Variants","Whole exome sequencing can find variants in many genes at once.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401200000","","","","","1 = True","0 = False","0 = Don't know/uncertain","","","","","","","","",""
"PX310401_Genomics_Knowledge_Exome_Sequence_Interpretation","Whole exome gene sequencing will find variants that cannot be interpreted at the present time.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401210000","","","","","1 = True","0 = False","0 = Don't know/uncertain","","","","","","","","",""
"PX310401_Genomics_Knowledge_Exome_Sequence_Genetic_Disorder","Whole exome sequencing could find that you have a high risk for a disorder even if you do not have symptoms.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401220000","","","","","1 = True","0 = False","0 = Don't know/uncertain","","","","","","","","",""
"PX310401_Genomics_Knowledge_Exome_Sequence_Genetic_Disorder_Cause","Your whole exome sequencing may not find the cause of your disorder, even if it is genetic.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401230000","","","","","1 = True","0 = False","0 = Don't know/uncertain","","","","","","","","",""
"PX310401_Genomics_Knowledge_Exome_Sequence_Future_Meaning","The gene variants that whole exome sequencing can find today could have different meanings in the future as scientists learn more about how genes work.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401240000","","","","","1 = True","0 = False","0 = Don't know/uncertain","","","","","","","","",""
"PX310401_Genomics_Knowledge_Exome_Sequence_Gene_Variant_Healthy","Whole exome sequencing will not find any variants in people who are healthy.","DCW_310401.doc","encoded values","","","","","","","PhenX","PX310401250000","","","","","0 = True","1 = False","0 = Don't know/uncertain","","","","","","","","",""
