"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX171701_Pain_Body_Map_Persistent_Recurrent_Left_Lower_Leg","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Lt lower leg","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701240000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Right_Ankle","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Rt ankle/foot","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701250000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Left_Ankle","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Lt ankle/foot","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701260000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Head","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Head","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701270000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Neck","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Neck","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701280000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Left_Shoulder","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Lt shoulder","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701290000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Right_Shoulder","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Rt shoulder","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701300000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Upper_Back","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Upper back","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701310000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Lower_Back","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Lower back","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701320000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Left_Hip","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Lt hip","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701330000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Right_Hip","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Rt hip","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701340000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Left_buttocks","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Lt buttocks","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701350000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
"PX171701_Pain_Body_Map_Persistent_Recurrent_Right_buttocks","Have you felt persistent or recurrent pain for the last 3 months or longer in the following place? Rt buttocks","DCW_171701.doc","enumerated","","","","","ASK IF \"If you do not have chronic pain check here\" != \"Yes\"","","PhenX","PX171701360000","","","","","Yes","No","","","","","","","","","","","","","","","","","","",""
