VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,
PX650501_OCD_EatingTraits_EatingRituals_Eat_Alone,Check all that apply: Need to eat meals by oneself,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501300000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_EatingRituals_Leave_Food,"Check all that apply: Need to leave food on the plate when done eating, cannot consume all food on plate",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501310000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_EatingRituals_Manipulate_Food,Check all that apply: Need to manipulate or stir food,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501320000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_EatingRituals_Fill_Partially,"Check all that apply: Need to fill glass or plate only partially, cannot fill glass or plate fully",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501330000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_EatingRituals_Table_Set,Check all that apply: Need to have the table set in a specific way before she can eat,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501340000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_EatingRituals_Napkin_Number,Check all that apply: Need to wipe mouth with napkin a fixed number of times after each bite of food,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501350000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_EatingRituals_Food_NoLips,Check all that apply: Food cannot touch lips,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501360000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_EatingRituals_NoBody_Touch,Check all that apply: No part of the body can touch the table or plate,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501370000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_EatingRituals_Absolute_Constancy,"Check all that apply: Need for absolute constancy of food expected, e.g. an orange could not be substituted if an apple was expected",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501380000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_FoodRituals_Compute_Calories,Check all that apply: Need to compute caloric content of all foods eaten,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501390000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_FoodRituals_Fat_Content,Check all that apply: Need to compute fat content of all foods eaten,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501400000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_FoodRituals_Cook_ForOthers,Check all that apply: Need to cook for others,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501410000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_BingeingRituals_Starting_TypeColor,Check all that apply: Need to begin each binge with a certain type of food or with food of a certain color,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501420000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_BingeingRituals_Certain_Type,Check all that apply: Need to eat only a certain type(s) of food,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501430000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_BingeingRituals_Eat_AllFood,Check all that apply: Need to eat all food that is present (can leave no food uneaten no matter what it is),DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501440000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_PurgeingRituals_Specific_Way,"Check all that apply: Need to purge in a specific way or position, e.g. must use 2 fingers",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501450000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_PurgeingRituals_Specific_MinimumAmount,Check all that apply: Need to purge a specific minimum amount,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501460000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_PurgeingRituals_Specific_Time,Check all that apply: Need to purge a specific amount of time after eating,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501470000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_PurgeingRituals_Specific_Laxatives,Check all that apply: Need to use a specific number of laxatives,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501480000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_PurgeingRituals_Specific_Place,Check all that apply: Need to purge in a specific place,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501490000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_SomaticRituals_Thighs_NotTouching,Check all that apply: Need to have thighs not touch while sitting or standing,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501500000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_SomaticRituals_Thin_Wrists,Check all that apply: Need to continually check that wrist can be spanned with fingers,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501510000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_SomaticRituals_Feel_Hips,Check all that apply: Need to feel hip bones repeatedly,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501520000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_SomaticRituals_See_SpecificBone,"Check all that apply: Need to see a specific bone, e.g. wrist",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501530000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_SomaticRituals_Ritualized_BathroomHabits,"Check all that apply: Ritualized bathroom habits, e.g. pushing on lower stomach when urinating or defecating",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501540000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_SomaticRituals_Overdress_Sweating,Check all that apply: Need to overdress to force sweating,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501550000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_WeightRituals_Repeated_Weighing,Check all that apply: Need to repeatedly weigh oneself or to repeatedly check one's weight,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501560000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_WeightRituals_Ritualized_Weighing,"Check all that apply: Need to weigh oneself only in ritualize ways, e.g. nude, at 8 AM, after meals or defecating",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501570000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_ExerciseRituals_After_Meals,Check all that apply: Need to exercise after meals,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501580000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_ExerciseRituals_Specific_WayTime,"Check all that apply: Need to exercise in a specific way and/or at a specific time, e.g. can only do sit-ups at 7 AM and run at 4 PM",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501590000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_ExerciseRituals_Ritualized_Pattern,"Check all that apply: Ritualized exercise pattern, e.g. must do 50 sit-ups, if interrupted while doing the 49th must begin over again and do all 50.",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501600000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_ExerciseRituals_Moving_AllTimes,"Check all that apply: Need to be moving at all times, cannot sit still, paces, fidgets",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501610000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_ExerciseRituals_Shiver_Calories,Check all that apply: Need to shiver to expend calories rather than putting on additional clothing,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501620000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_HoardingRituals_Ritualized_Way,Check all that apply: Hoarding food in a ritualized way.,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501630000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_HoardingRituals_Collecting_PicturesRecipes,"Check all that apply: Collecting and saving recipes, pictures of food, articles on food",DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501640000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_ExcessiveListmaking_Lists_BodyWeight,Check all that apply: Lists of body weight,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501650000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_ExcessiveListmaking_Caloric_Intake,Check all that apply: Lists of caloric intake,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501660000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_ExcessiveListmaking_Other,Check all that apply: Other,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501670000,,,,,Current,Worst,,,
PX650501_OCD_EatingTraits_TimeOccupied_ByPreoccupations,"How much of your time, including meal times, is occupied by the preoccupations?",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501680101,,,,,0 = None,"1 = Mild, less than 1 hr/day or occasional intrusion","2 = Moderate, 1 to 3 hrs/day or frequent intrusion","3 = Severe, greater than 3 and up to 8 hrs/day or very frequent intrusion","4 = Extreme, greater than 8 hrs/day or near constant intrusion"
PX650501_OCD_EatingTraits_TimeOccupied_ByPreoccupationsSub,"[When preoccupations occur as brief, intermittent intrusions, it may be difficult to assess time occupied by them in terms of total hours. In such cases, estimate time by determining how frequently they occur. Consider both the number of times the intrusions occur and how many hours of the day are affected. Ask:] How frequently do the preoccupations occur?",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501680102,,,,,0 = None,"1 = Mild, less than 1 hr/day or occasional intrusion","2 = Moderate, 1 to 3 hrs/day or frequent intrusion","3 = Severe, greater than 3 and up to 8 hrs/day or very frequent intrusion","4 = Extreme, greater than 8 hrs/day or near constant intrusion"
PX650501_OCD_EatingTraits_TimeOccupied_ByPreoccupations_Worst,"How much of your time, including meal times, is occupied by the preoccupations?",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501680201,,,,,0 = None,"1 = Mild, less than 1 hr/day or occasional intrusion","2 = Moderate, 1 to 3 hrs/day or frequent intrusion","3 = Severe, greater than 3 and up to 8 hrs/day or very frequent intrusion","4 = Extreme, greater than 8 hrs/day or near constant intrusion"
PX650501_OCD_EatingTraits_TimeOccupied_ByPreoccupations_WorstSub,"[When preoccupations occur as brief, intermittent intrusions, it may be difficult to assess time occupied by them in terms of total hours. In such cases, estimate time by determining how frequently they occur. Consider both the number of times the intrusions occur and how many hours of the day are affected. Ask:] How frequently do the preoccupations occur?",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501680202,,,,,0 = None,"1 = Mild, less than 1 hr/day or occasional intrusion","2 = Moderate, 1 to 3 hrs/day or frequent intrusion","3 = Severe, greater than 3 and up to 8 hrs/day or very frequent intrusion","4 = Extreme, greater than 8 hrs/day or near constant intrusion"
PX650501_OCD_EatingTraits_PreoccupationFree_Interval,"On the average, what is the longest number of consecutive waking hours per day that you are completely free of preoccupations? absent?",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501690101,,,,,0 = No symptoms,"1 = Long symptom-free interval, more than 8 consecutive waking hrs/day symptom free","2 = Moderately long symptom-free interval, more than 3 and up to 8 consecutive hrs/day symptom-free",3 = Short symptom-free interval from 1-3 consecutive hrs/day symptom-free,"4 = Extremely short symptom-free interval, less than 1 consecutive hr/day symptom-free"
PX650501_OCD_EatingTraits_PreoccupationFree_IntervalSub,"[If necessary, ask:] What is the longest block of time in which preoccupations are absent? [If 0 or 1 ask if absent during meal times].",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501690102,,,,,0 = No symptoms,"1 = Long symptom-free interval, more than 8 consecutive waking hrs/day symptom free","2 = Moderately long symptom-free interval, more than 3 and up to 8 consecutive hrs/day symptom-free",3 = Short symptom-free interval from 1-3 consecutive hrs/day symptom-free,"4 = Extremely short symptom-free interval, less than 1 consecutive hr/day symptom-free"
PX650501_OCD_EatingTraits_PreoccupationFree_Interval_Worst,"On the average, what is the longest number of consecutive waking hours per day that you are completely free of preoccupations? absent?",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501690201,,,,,0 = No symptoms,"1 = Long symptom-free interval, more than 8 consecutive waking hrs/day symptom free","2 = Moderately long symptom-free interval, more than 3 and up to 8 consecutive hrs/day symptom-free",3 = Short symptom-free interval from 1-3 consecutive hrs/day symptom-free,"4 = Extremely short symptom-free interval, less than 1 consecutive hr/day symptom-free"
PX650501_OCD_EatingTraits_PreoccupationFree_Interval_WorstSub,"[If necessary, ask:] What is the longest block of time in which preoccupations are absent? [If 0 or 1 ask if absent during meal times].",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501690202,,,,,0 = No symptoms,"1 = Long symptom-free interval, more than 8 consecutive waking hrs/day symptom free","2 = Moderately long symptom-free interval, more than 3 and up to 8 consecutive hrs/day symptom-free",3 = Short symptom-free interval from 1-3 consecutive hrs/day symptom-free,"4 = Extremely short symptom-free interval, less than 1 consecutive hr/day symptom-free"
PX650501_OCD_EatingTraits_Interference_DueToPreoccupations,How much do your preoccupations interfere with your social or work (or school or role) functioning? Is there anything that you don't do because of them?,DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501700101,,,,,0 = None,"1 = Mild, slight interference with social, school, or occupational activities, but overall performance not impaired.","2 = Moderate, definite interference with social, school, or occupational performance but still manageable","3 = Severe, causes substantial impairment","4 = Extreme, incapacitating"
PX650501_OCD_EatingTraits_Interference_DueToPreoccupationsSub,"[If currently not working or going to school, determine how much performance would be affected if patient were employed or attending school.]",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501700102,,,,,0 = None,"1 = Mild, slight interference with social, school, or occupational activities, but overall performance not impaired.","2 = Moderate, definite interference with social, school, or occupational performance but still manageable","3 = Severe, causes substantial impairment","4 = Extreme, incapacitating"
PX650501_OCD_EatingTraits_Interference_DueToPreoccupations_Worst,How much do your preoccupations interfere with your social or work (or school or role) functioning? Is there anything that you don't do because of them?,DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501700201,,,,,0 = None,"1 = Mild, slight interference with social, school, or occupational activities, but overall performance not impaired.","2 = Moderate, definite interference with social, school, or occupational performance but still manageable","3 = Severe, causes substantial impairment","4 = Extreme, incapacitating"
PX650501_OCD_EatingTraits_Interference_DueToPreoccupations_WorstSub,"[If currently not working or going to school, determine how much performance would be affected if patient were employed or attending school.]",DCW_650501.doc,encoded values,,,,,skip logic,,PhenX,PX650501700202,,,,,0 = None,"1 = Mild, slight interference with social, school, or occupational activities, but overall performance not impaired.","2 = Moderate, definite interference with social, school, or occupational performance but still manageable","3 = Severe, causes substantial impairment","4 = Extreme, incapacitating"
PX650501_OCD_EatingTraits_DistressAssociated_Preoccupations,"How much distress do your preoccupations cause you? [In most cases, distress is equated with anxiety- however, patients may report that their preoccupations are 'disturbing but deny 'anxiety.' Only rate anxiety that seems triggered by preoccupations, not generalized anxiety or anxiety associated with other conditions.)",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501710100,,,,,0 = None,"1 = Mild, not very disturbing","2 = Moderate, disturbing, but still manageable","3 = Severe, very disturbing","4 = Extreme, near constant and disabling distress"
PX650501_OCD_EatingTraits_DistressAssociated_Preoccupations_Worst,"How much distress do your preoccupations cause you? [In most cases, distress is equated with anxiety- however, patients may report that their preoccupations are 'disturbing but deny 'anxiety.' Only rate anxiety that seems triggered by preoccupations, not generalized anxiety or anxiety associated with other conditions.)",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501710200,,,,,0 = None,"1 = Mild, not very disturbing","2 = Moderate, disturbing, but still manageable","3 = Severe, very disturbing","4 = Extreme, near constant and disabling distress"
PX650501_OCD_EatingTraits_Ego_DystonicSystonic,"Are these preoccupations consistent with the way you see yourself? [Probe: acceptance, alien, etc.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501720100,,,,,0 = The preoccupations are ego dystonic. Patient does not accept them as a part of her/his personality at all,"1 = While the thoughts are largely ego dystonic, patient does not fully reject them as part of his/her personality",2 = Patient is ambivalent - the thoughts are not clearly ego dystonic or syntonic,"3 = The thoughts are largely ego syntonic, patient does not fully accept them as part of his/her personality",4 =  The preoccupations are ego syntonic. Patient has fully accepted them as an integrated part of his/her personality
PX650501_OCD_EatingTraits_Ego_DystonicSystonicWorst,"Are these preoccupations consistent with the way you see yourself? [Probe: acceptance, alien, etc.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501720200,,,,,0 = The preoccupations are ego dystonic. Patient does not accept them as a part of her/his personality at all,"1 = While the thoughts are largely ego dystonic, patient does not fully reject them as part of his/her personality",2 = Patient is ambivalent - the thoughts are not clearly ego dystonic or syntonic,"3 = The thoughts are largely ego syntonic, patient does not fully accept them as part of his/her personality",4 =  The preoccupations are ego syntonic. Patient has fully accepted them as an integrated part of his/her personality
PX650501_OCD_EatingTraits_ResistanceAgainst_Preoccupations,"How much of an effort do you make to resist the preoccupations? How often do you try to disregard or turn your attention away from these thoughts as they enter your mind? [Only rate effort made to resist, not success or failure in actually controlling the preoccupations. Note that this item does not directly measure the severity of the intrusive thoughts; rather it rates a manifestation of health, i.e., the effort the patient makes to counteract the preoccupations by means other than avoidance or the performance of rituals. Consider use of behavioral techniques as a form of resistance.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501730100,,,,,0 = Makes an effort to always resist or symptoms so minimal patient feels no need to resist them,1 = Tries to resist most of the time,2 = Makes some effort to resist,"3 = Yields to all preoccupations without attempting to control them, but does so with reluctance",4 = Completely and willingly yields to all preoccupations
PX650501_OCD_EatingTraits_ResistanceAgainst_Preoccupations_Worst,"How much of an effort do you make to resist the preoccupations? How often do you try to disregard or turn your attention away from these thoughts as they enter your mind? [Only rate effort made to resist, not success or failure in actually controlling the preoccupations. Note that this item does not directly measure the severity of the intrusive thoughts; rather it rates a manifestation of health, i.e., the effort the patient makes to counteract the preoccupations by means other than avoidance or the performance of rituals. Consider use of behavioral techniques as a form of resistance.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501730200,,,,,0 = Makes an effort to always resist or symptoms so minimal patient feels no need to resist them,1 = Tries to resist most of the time,2 = Makes some effort to resist,"3 = Yields to all preoccupations without attempting to control them, but does so with reluctance",4 = Completely and willingly yields to all preoccupations
PX650501_OCD_EatingTraits_ControlOver_Preoccupations,"How much control do you have over your preoccupations? How successful are you in stopping or diverting your preoccupations? Can you dismiss them? [In contrast to he preceding item on resistance, the ability of the patient to control her/his preoccupation is more closely related to the severity of the intrusive thoughts.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501740100,,,,,0 = Complete control,"1 = Much control, usually able to stop or divert preoccupations with some effort and concentration","2 = Moderate control, sometimes able to stop or divert preoccupations","3 = Little control, rarely successful in stopping or dismissing preoccupations, can only divert attention with difficulty","4 = No control, experienced as completely involuntary, rarely able to even momentarily alter the thinking."
PX650501_OCD_EatingTraits_ControlOver_PreoccupationsWorst,"How much control do you have over your preoccupations? How successful are you in stopping or diverting your preoccupations? Can you dismiss them? [In contrast to he preceding item on resistance, the ability of the patient to control her/his preoccupation is more closely related to the severity of the intrusive thoughts.]",DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501740200,,,,,0 = Complete control,"1 = Much control, usually able to stop or divert preoccupations with some effort and concentration","2 = Moderate control, sometimes able to stop or divert preoccupations","3 = Little control, rarely successful in stopping or dismissing preoccupations, can only divert attention with difficulty","4 = No control, experienced as completely involuntary, rarely able to even momentarily alter the thinking."
PX650501_OCD_EatingTraits_Insight_Preoccupations,Do you think that your preoccupations are reasonable or make sense? [Rate patient's insight into the senselessness or excessiveness of her/his preoccupation(s) as compared with normal people.],DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501750100,,,,,"0 = Excellent insight, fully rational. Sees the preoccupations a senseless and excessive OR sees them as neither senseless nor excessive because they are reasonably so minimal",1 = Good insight. Readily acknowledges absurdity or excessiveness of the preoccupations but does not seem completely convinced that there isn't something to be concerned about,"2 = Fair insight. Reluctantly admits thoughts seem unreasonable or excessive, but wavers. May have some unrealistic fears, but no fixed convictions","3 = Poor insight. Maintains that thoughts are not unreasonable  or excessive, but acknowledges validity of contrary evidence",4 = Lack insight. Definitely convinced that thoughts are reasonable and not excessive. Patient is unresponsive to contrary evidence
PX650501_OCD_EatingTraits_Insight_Preoccupations_Worst,Do you think that your preoccupations are reasonable or make sense? [Rate patient's insight into the senselessness or excessiveness of her/his preoccupation(s) as compared with normal people.],DCW_650501.doc,encoded values,,,,,,,PhenX,PX650501750200,,,,,"0 = Excellent insight, fully rational. Sees the preoccupations a senseless and excessive OR sees them as neither senseless nor excessive because they are reasonably so minimal",1 = Good insight. Readily acknowledges absurdity or excessiveness of the preoccupations but does not seem completely convinced that there isn't something to be concerned about,"2 = Fair insight. Reluctantly admits thoughts seem unreasonable or excessive, but wavers. May have some unrealistic fears, but no fixed convictions","3 = Poor insight. Maintains that thoughts are not unreasonable  or excessive, but acknowledges validity of contrary evidence",4 = Lack insight. Definitely convinced that thoughts are reasonable and not excessive. Patient is unresponsive to contrary evidence
PX650501_OCD_EatingTraits_Desire_ToChange,Would you like to change so that you would no longer be bothered by these preoccupations?,DCW_650501.doc,enumerated,,,,,,,PhenX,PX650501760101,,,,,Yes,No,,,
