VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Cold_Uncaring_Others,Seems very cold and uncaring,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605120000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Admit_Wrong,Easily admits to being wrong.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605130000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Easy_Others_Feelings,It is easy to tell how he/she is feeling.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605140000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Try_Best,Always tries his/her best,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605150000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Apologize,Apologizes ('says he/she is sorry�) to persons he/she has hurt.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605160000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Others_Feelings_Important,Tries not to hurt others� feelings.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605170000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Remorseful,Shows no remorse when he/she has done something wrong.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605180000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Expressive_Emotional,Is very expressive and emotional.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605190000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Time_Perform_Well,Does not like to put the time into doing things well.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605200000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Others_Feelings_Unimportant,The feelings of others are unimportant to him/her.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605210000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Hide_Feelings,Hides his/her feelings from others.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605220000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Work_Hard,Works hard on everything.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605230000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX121605_Lack_Prosocial_Emotions_Children_Self_Report_Motivation_Others_Feelings,Does things to make others feel good.,DCW_121605.doc,encoded values,,,,,,,PhenX,PX121605240000,,,,,0 = Not at all true,1 = Somewhat true,2 = Very true,3 = Definitely true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
