VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Married_Living_With_Partner,Are you currently married or living with a partner?,DCW_300401.doc,encoded values,,,,,,,PhenX,PX300401060100,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Number_Children_With_Partner,How many children have the pair of you had together?,DCW_300401.doc,integer,,,,,ASK IF Q6.1=1,,PhenX,PX300401060200,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Children_Date_Birth_1,What is the date of birth? Child 1,DCW_300401.doc,date,,,,,,,PhenX,PX300401060301,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Children_Currently_Living_With_1,Is the he/she currently living with you? Child 1,DCW_300401.doc,encoded values,,,,,,,PhenX,PX300401060302,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Children_Date_Birth_2,What is the date of birth? Child 2,DCW_300401.doc,date,,,,,,,PhenX,PX300401060401,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Children_Currently_Living_With_2,Is the he/she currently living with you? Child 2,DCW_300401.doc,encoded values,,,,,,,PhenX,PX300401060402,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Children_Date_Birth_3,What is the date of birth? Child 3,DCW_300401.doc,date,,,,,,,PhenX,PX300401060501,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Children_Currently_Living_With_3,Is the he/she currently living with you? Child 3,DCW_300401.doc,encoded values,,,,,,,PhenX,PX300401060502,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Children_Date_Birth_4,What is the date of birth? Child 4,DCW_300401.doc,date,,,,,,,PhenX,PX300401060601,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Children_Currently_Living_With_4,Is the he/she currently living with you? Child 4,DCW_300401.doc,encoded values,,,,,,,PhenX,PX300401060602,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship,Not including your present relationship (if any) how many live-in relationships have you had?,DCW_300401.doc,integer,,,,,,,PhenX,PX300401070000,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Most_Recent_Married_Together,Other live-in relationship (most recent): date married/moved in together,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080101,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Most_Recent_Parted,Other live-in relationship (most recent): date parted,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080102,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Most_Recent_Children,Other live-in relationship (most recent): how many children did you have together?,DCW_300401.doc,integer,,,,,ASK IF Q7>0,,PhenX,PX300401080103,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Most_Recent_Date_Birth_Child_1,Other live-in relationship (most recent): date of birth for each child: Child #1,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080104,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Most_Recent_Date_Birth_Child_2,Other live-in relationship (most recent): date of birth for each child: Child #2,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080105,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Most_Recent_Date_Birth_Child_3,Other live-in relationship (most recent): date of birth for each child: Child #3,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080106,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Most_Recent_Date_Birth_Child_4,Other live-in relationship (most recent): date of birth for each child: Child #4,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080107,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Most_Recent_Children_Living_With_Currently,Other live-in relationship (most recent): how many of these children live with you now?,DCW_300401.doc,integer,,,,,ASK IF Q7>0,,PhenX,PX300401080108,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Second_Recent_Married_Together,Other live-in relationship (second most recent): date married/moved in together,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080201,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Second_Recent_Parted,Other live-in relationship (second most recent): date parted,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080202,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Second_Recent_Children,Other live-in relationship (second most recent): how many children did you have together?,DCW_300401.doc,integer,,,,,ASK IF Q7>0,,PhenX,PX300401080203,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Second_Recent_Date_Birth_Child_1,Other live-in relationship (second most recent): date of birth for each child: Child #1,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080204,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Second_Recent_Date_Birth_Child_2,Other live-in relationship (second most recent): date of birth for each child: Child #2,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080205,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Second_Recent_Date_Birth_Child_3,Other live-in relationship (second most recent): date of birth for each child: Child #3,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080206,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Second_Recent_Date_Birth_Child_4,Other live-in relationship (second most recent): date of birth for each child: Child #4,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080207,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Second_Recent_Children_Living_With_Currently,Other live-in relationship (second most recent): how many of these children live with you now?,DCW_300401.doc,integer,,,,,ASK IF Q7>0,,PhenX,PX300401080208,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Third_Recent_Married_Together,Other live-in relationship (third most recent): date married/moved in together,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080301,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Third_Recent_Parted,Other live-in relationship (third most recent): date parted,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080302,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Third_Recent_Children,Other live-in relationship (third most recent): how many children did you have together?,DCW_300401.doc,integer,,,,,ASK IF Q7>0,,PhenX,PX300401080303,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Third_Recent_Date_Birth_Child_1,Other live-in relationship (third most recent): date of birth for each child: Child #1,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080304,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Third_Recent_Date_Birth_Child_2,Other live-in relationship (third most recent): date of birth for each child: Child #2,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080305,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Third_Recent_Date_Birth_Child_3,Other live-in relationship (third most recent): date of birth for each child: Child #3,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080306,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Third_Recent_Date_Birth_Child_4,Other live-in relationship (third most recent): date of birth for each child: Child #4,DCW_300401.doc,date,,,,,ASK IF Q7>0,,PhenX,PX300401080307,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Live_In_Relatioinship_Third_Recent_Children_Living_With_Currently,Other live-in relationship (third most recent): how many of these children live with you now?,DCW_300401.doc,integer,,,,,ASK IF Q7>0,,PhenX,PX300401080308,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Children,Do you have children from any other relationships?,DCW_300401.doc,encoded values,,,,,,,PhenX,PX300401090000,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Children_Date_Birth_Child_1,What is the child's date of birth? (Child #1 from other relationship),DCW_300401.doc,date,,,,,ASK IF Q9=1,,PhenX,PX300401100101,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Children_Currently_Living_With_Child_1,Is this child currently living with you? (Child #1 from other relationship),DCW_300401.doc,encoded values,,,,,ASK IF Q9=1,,PhenX,PX300401100102,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Children_Date_Birth_Child_2,What is the child's date of birth? (Child #2 from other relationship),DCW_300401.doc,date,,,,,ASK IF Q9=1,,PhenX,PX300401100201,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Children_Currently_Living_With_Child_2,Is this child currently living with you? (Child #2 from other relationship),DCW_300401.doc,encoded values,,,,,ASK IF Q9=1,,PhenX,PX300401100202,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Children_Date_Birth_Child_3,What is the child's date of birth? (Child #3 from other relationship),DCW_300401.doc,date,,,,,ASK IF Q9=1,,PhenX,PX300401100301,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Children_Currently_Living_With_Child_3,Is this child currently living with you? (Child #3 from other relationship),DCW_300401.doc,encoded values,,,,,ASK IF Q9=1,,PhenX,PX300401100302,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Children_Date_Birth_Child_4,What is the child's date of birth? (Child #4 from other relationship),DCW_300401.doc,date,,,,,ASK IF Q9=1,,PhenX,PX300401100401,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Children_Currently_Living_With_Child_4,Is this child currently living with you? (Child #4 from other relationship),DCW_300401.doc,encoded values,,,,,ASK IF Q9=1,,PhenX,PX300401100402,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Partner_Children,Are there children from any of your current partner's previous relationship(s) who live with you?,DCW_300401.doc,encoded values,,,,,,,PhenX,PX300401110000,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Partner_Children_Date_Birth_Child_1,What is the child's date of birth? (Child #1 from other relationship),DCW_300401.doc,date,,,,,ASK IF Q11=1,,PhenX,PX300401120101,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Partner_Children_Currently_Living_With_Child_1,Is this child currently living with you? (Child #1 from other relationship),DCW_300401.doc,encoded values,,,,,ASK IF Q11=1,,PhenX,PX300401120102,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Partner_Children_Date_Birth_Child_2,What is the child's date of birth? (Child #2 from other relationship),DCW_300401.doc,date,,,,,ASK IF Q11=1,,PhenX,PX300401120201,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Partner_Children_Currently_Living_With_Child_2,Is this child currently living with you? (Child #2 from other relationship),DCW_300401.doc,encoded values,,,,,ASK IF Q11=1,,PhenX,PX300401120202,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Partner_Children_Date_Birth_Child_3,What is the child's date of birth? (Child #3 from other relationship),DCW_300401.doc,date,,,,,ASK IF Q11=1,,PhenX,PX300401120301,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Partner_Children_Currently_Living_With_Child_3,Is this child currently living with you? (Child #3 from other relationship),DCW_300401.doc,encoded values,,,,,ASK IF Q11=1,,PhenX,PX300401120302,,,,,1 = Yes,2 = No,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Partner_Children_Date_Birth_Child_4,What is the child's date of birth? (Child #4 from other relationship),DCW_300401.doc,date,,,,,ASK IF Q11=1,,PhenX,PX300401120401,,,,,,,,,,,,,,,
PX300401_Child_Lifetime_Household_Composition_Other_Relationship_Partner_Children_Currently_Living_With_Child_4,Is this child currently living with you? (Child #4 from other relationship),DCW_300401.doc,encoded values,,,,,ASK IF Q11=1,,PhenX,PX300401120402,,,,,1 = Yes,2 = No,,,,,,,,,
