VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Hallucination_Audio,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever hear voices or other sounds that were not real?",DCW_660702.doc,encoded,,,,,,,PhenX,PX660702031301,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Hallucination_Describe,"If Yes, describe",DCW_660702.doc,string,,,,,,,PhenX,PX660702031302,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Hallucination_Other,"(Code YES if: Voice with content having no relation to depression or elation, or voice keeping up running commentary on subject’s behavior or thoughts, or two or more voices conversing.)",DCW_660702.doc,encoded,,,,,,,PhenX,PX660702031400,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Speech,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever speak in a way that was difficult to make sense of?",DCW_660702.doc,encoded,,,,,,,PhenX,PX660702031501,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Speech_Describe,"If Yes, describe",DCW_660702.doc,string,,,,,,,PhenX,PX660702031502,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Physical,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever seem to be physically stuck in one position, or move around excitedly without any purpose?",DCW_660702.doc,encoded,,,,,,,PhenX,PX660702031600,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Emotions,"Code for a single episode (best recalled, worst episode if possible). Did he/she ever appear to have no emotions, or inappropriate emotions?",DCW_660702.doc,encoded,,,,,,,PhenX,PX660702031700,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Episode,How long did the longest of these experiences last? In weeks,DCW_660702.doc,integer,weeks,,,,,,PhenX,PX660702031800,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Mood,"When any (SX above) happened, did he/she also have the mood disturbance we discussed before, at the same time?",DCW_660702.doc,encoded,,,,,ASK IF longest episode >= 1 week and subject had no episode of depression or mania,,PhenX,PX660702031900,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Duration,"(Probe and code YES if mania and/or depression lasted at least 30% of total duration of illness described above, or medication for it.)",DCW_660702.doc,encoded,,,,,ASK IF longest episode >= 1 week and subject had no episode of depression or mania and subject had mood disturbance at same time,,PhenX,PX660702032000,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Medication,"(Probe and code YES if illness described above, or medication for it, was ever present for as long as one week, without depression and/or mania.)",DCW_660702.doc,encoded,,,,,ASK IF longest episode >= 1 week and subject had no episode of depression or mania and subject had mood disturbance at same time,,PhenX,PX660702032100,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660702_FamilyHistory_Psychosis_Psychosis_TwoWeeks,(Code YES if the above was true for as long as two weeks.),DCW_660702.doc,encoded,,,,,ASK IF longest episode >= 1 week and subject had no episode of depression or mania and subject had mood disturbance at same time,,PhenX,PX660702032200,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Treatment,Code and describe professional treatment:,DCW_660702.doc,encoded,,,,,,,PhenX,PX660702032301,,,,,0 = None,1 = Inpatient,2 = Outpatient,3 = ECT,4 = Medication,9 = Unknown
PX660702_FamilyHistory_Psychosis_Psychosis_Treatment_Inpatient,Describe the treatment received.,DCW_660702.doc,string,,,,,,,PhenX,PX660702032302,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Treatment_Outpatient,Describe the treatment received.,DCW_660702.doc,string,,,,,,,PhenX,PX660702032303,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Treatment_Ect,Describe the treatment received.,DCW_660702.doc,string,,,,,,,PhenX,PX660702032304,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Treatment_Medication,Describe the treatment received.,DCW_660702.doc,string,,,,,,,PhenX,PX660702032305,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_OtherDetails,Describe details and/or other treatment:,DCW_660702.doc,string,,,,,,,PhenX,PX660702032400,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Onset,What is the subject's age of onset?,DCW_660702.doc,integer,,,,,,,PhenX,PX660702032500,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Episodes,Number of episodes (Code 001 if chronic symptoms and/or treatment since onset):,DCW_660702.doc,integer,,,,,,,PhenX,PX660702032600,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Duration_Weeks,"Total illness duration (all episodes, includes active and prodromal and/or residual symptoms and/or treatment).",DCW_660702.doc,integer,weeks,,,,,,PhenX,PX660702032700,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Duration_Years,"Total illness duration (all episodes, includes active and prodromal and/or residual symptoms and/or treatment).",DCW_660702.doc,integer,years,,,,,,PhenX,PX660702032800,,,,,,,,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Rate_Impairment,Rate and code impairment or incapacitation:,DCW_660702.doc,encoded,,,,,,,PhenX,PX660702032900,,,,,0 = No,1 = Yes,9 = Unknown,,,
PX660702_FamilyHistory_Psychosis_Psychosis_Interviewer_Judgement,Interviewer judgement on reliability of this information:,DCW_660702.doc,encoded,,,,,,,PhenX,PX660702033000,,,,,0 = No,1 = Yes,9 = Unknown,,,
