"PX280501_Wealth_Family_Listing_Marital_Status","What is (your/[FU member’s])  current marital status? (Are you/[Is he / Is she]) now married, widowed, divorced, separated, or (have you/[has he / has she]) never been married?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501010701","","","","","Married","Never married","Widowed","Divorced","Separated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Family_Listing_Marital_Spouse_Name","What is (your/[FU member’s])  spouse’s name?","DCW_280501.doc","string","","","","","ASK IF Q1.7.1=Married","","PhenX","PX280501010702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Family_Listing_Marital_Status_Complete","Is the Marital Status Information Table complete?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501010703","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Housing_Status","Do you (or anyone else in your family living there) own the (apartment/home/mobile home), pay rent, or what? - If coop/cooperative, Ask: Are you a shareholder - do you have a purchase agreement.-in the cooperative, or do you have a lease agreement? - If shareholder/purchase agreement or don’t know, Enter “own” - If LEASE agreement, Enter “rent” ","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501020100","","","","","Own: Any family unit member owns or is buying (fully or jointly)","Rent: Family unit pays rent","Other: Family unit neither owns nor rents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Housing_Value","Could you tell me what the present value of your (apartment/home/mobile home) is (including the value of the lot if the residence is a mobile home and you own the lot)-I mean about how much would it bring if you sold it today?","DCW_280501.doc","decimal","","","","","ASK IF Q2.1 = Own","","PhenX","PX280501020201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Housing_Value_Enumerated","Could you tell me what the present value of your (apartment/home/mobile home) is (including the value of the lot if the residence is a mobile home and you own the lot)-I mean about how much would it bring if you sold it today? Don't know","DCW_280501.doc","enumerated","","","","","ASK IF Q2.1 = Own","","PhenX","PX280501020202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Housing_Value_200","Would it amount to $200,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q2.2.2 = Don't know/Refused","","PhenX","PX280501020203","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Housing_Value_300","Would it amount to $300,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q2.2.3 = Yes","","PhenX","PX280501020204","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Housing_Value_500","Would it amount to $500,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q2.2.4 = Yes","","PhenX","PX280501020205","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Housing_Value_100","Would it amount to $100,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q2.2.2 = No","","PhenX","PX280501020206","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Housing_Value_50","Would it amount to $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q2.2.6 = No","","PhenX","PX280501020207","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Housing_Mortage","Do you have a mortgage or loan on this property? [If more than one, please tell me about the one (mortgage or loan) you’ve had the longest]","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501020301","","","","","Yes: mortgage, land contract, home equity loan, etc.","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Housing_Mortage_Principal","About how much is the remaining principal on this loan?","DCW_280501.doc","decimal","","","","","ASK IF Q2.3.1=Yes","","PhenX","PX280501020302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Dividends_Income","Did you receive any other income from dividends?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501030100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Dividends_Income_Amount","How much was it?","DCW_280501.doc","decimal","","","","","ASK IF Q3.1=Yes","","PhenX","PX280501030201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Dividends_Income_Amount_Enumerated","How much was it? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q3.1=Yes","","PhenX","PX280501030202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Dividends_Income_Timeframe","The amount entered is per:","DCW_280501.doc","enumerated","","","","","ASK IF Q3.2.1>0","","PhenX","PX280501030301","","","","","Month","Year","Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Dividends_Income_Timeframe_Other","The amount entered is per: Other, specify:","DCW_280501.doc","decimal","","","","","ASK IF Q3.2.1>0","","PhenX","PX280501030302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Dividends_Income_Spouse","Does that include your spouse’s dividends?","DCW_280501.doc","enumerated","","","","","ASK IF Q1.7.1=Married","","PhenX","PX280501030303","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Dividends_Income_Yourself","Is that in addition to the amount you reported for yourself?","DCW_280501.doc","enumerated","","","","","ASK IF Q3.1=Yes","","PhenX","PX280501030401","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Dividends_Income_Month","During which months of [PYEAR] did you get this income?","DCW_280501.doc","enumerated","","","","","ASK IF Q3.1=Yes","","PhenX","PX280501030402","","","","","January","February","March","April","May","June","July","August","September","October","November","December","All","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Other","Do you (or your family living there) have any real estate other than your main home, such as a second home, land (not including farmland), rental real estate, or money owed to you on a land contract?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501040100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Second_Home","Does that include a second home?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501040200","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Value","How much is the real estate worth, that is, how much would it sell for?","DCW_280501.doc","decimal","","","","","","","PhenX","PX280501040301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Value_Enumerated","How much is the real estate worth, that is, how much would it sell for? Don't know/Refused","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501040302","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Value_50","Would it amount to $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q4.3.2=Don't know/Refused","","PhenX","PX280501040303","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Value_175","$175,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q4.3.3=Yes","","PhenX","PX280501040304","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Value_20","$20,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q4.3.3=No","","PhenX","PX280501040305","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Debt","(And) how much debt do you owe on that (real estate)?","DCW_280501.doc","decimal","","","","","","","PhenX","PX280501040401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Debt_Enumerated","(And) how much debt do you owe on that (real estate)? Don't know/Refused","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501040402","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Debt_Value_50","Would it amount to $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q4.4.2=Don't know","","PhenX","PX280501040403","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Debt_Value_175","$175,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q4.4.3=Yes","","PhenX","PX280501040404","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Real_Estate_Debt_Value_20","$20,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q4.4.3=No","","PhenX","PX280501040405","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Personal_Vehicles_Value","What about the value of what you (or anyone in your family living there) own on wheels? Including personal vehicles you may have already told me about and any cars, trucks, a motor home, a trailer, or a boat-what are they worth all together, minus anything you still owe on them?","DCW_280501.doc","decimal","","","","","","","PhenX","PX280501050101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Personal_Vehicles_Value_Enumerated","What about the value of what you (or anyone in your family living there) own on wheels? Including personal vehicles you may have already told me about and any cars, trucks, a motor home, a trailer, or a boat-what are they worth all together, minus anything you still owe on them? Don't know/Refused","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501050102","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Personal_Vehicles_Value_10","Would it amount to $10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q5.1.2=Don't know/Refused","","PhenX","PX280501050103","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Personal_Vehicles_Value_25","Would it amount to $25,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q5.1.3=Yes","","PhenX","PX280501050104","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Personal_Vehicles_Value_5","Would it amount to $2,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q5.1.3=No","","PhenX","PX280501050105","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business","Do you (or anyone in your family living there) own part or all of a farm or business?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501060100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business_Value","How much is your part (of the farm or business) worth, that is, how much would it sell for?","DCW_280501.doc","decimal","","","","","ASK IF Q6.1=Yes","","PhenX","PX280501060201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business_Value_Enumerated","How much is your part (of the farm or business) worth, that is, how much would it sell for? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q6.1=Yes","","PhenX","PX280501060202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business_Value_50","Would it amount to $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q6.2.2=Don't know","","PhenX","PX280501060203","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business_Value_200","$200,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q6.2.3=Yes","","PhenX","PX280501060204","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business_Value_10","$10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q6.2.3=No","","PhenX","PX280501060205","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business_Debt","And how much debt do you owe on that (farm or business)?","DCW_280501.doc","decimal","","","","","ASK IF Q6.1=Yes","","PhenX","PX280501060301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business_Debt_Enumerated","And how much debt do you owe on that (farm or business)? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q6.1=Yes","","PhenX","PX280501060302","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business_Debt_50","Would it amount to $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q6.3.2=Don't know/Refused","","PhenX","PX280501060303","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business_Debt_200","$200,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q6.3.3=Yes","","PhenX","PX280501060304","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Farm_Business_Debt_10","$10,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q6.3.3=No","","PhenX","PX280501060305","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks","Do you (or anyone in your family living there) have shares of stock in publicly held corporations, stock mutual funds, or investment trusts, not including stocks in retirement accounts?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501070100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks_Value","If you sold all that and paid off anything you owed on it, how much would you have?","DCW_280501.doc","decimal","","","","","ASK IF Q7.1=Yes","","PhenX","PX280501070201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks_Value_Enumerated","If you sold all that and paid off anything you owed on it, how much would you have? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q7.1=Yes","","PhenX","PX280501070202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks_Value_50","Would it amount to $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q7.2.2=Don't know/Refused","","PhenX","PX280501070203","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks_Value_150","$150,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q7.2.3=Yes","","PhenX","PX280501070204","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks_Value_15","$15,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q7.2.3=No","","PhenX","PX280501070205","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks_Dividends","How much in dividends did you receive?","DCW_280501.doc","decimal","","","","","ASK IF Q3.2.2=Don't know/Refused","","PhenX","PX280501070301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks_Dividends_Enumerated","How much in dividends did you receive? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q3.2.2=Don't know/Refused","","PhenX","PX280501070302","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks_Dividends_Value","The amount entered is per:","DCW_280501.doc","enumerated","","","","","ASK IF Q7.3.1>0","","PhenX","PX280501070303","","","","","Month","Year","Other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks_Dividends_Value_Other","The amount entered is per: Other, specify:","DCW_280501.doc","decimal","","","","","ASK IF Q7.3.3=Other","","PhenX","PX280501070304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Stocks_Dividends_Months","During which months did you get this income?","DCW_280501.doc","enumerated","","","","","ASK IF Q7.3.2=Don't know/Refused","","PhenX","PX280501070305","","","","","January","February","March","April","May","June","July","August","September","October","November","December","All","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuities_Individual_Retirement","Do you (or anyone in your family living there) have any money in private annuities, or Individual Retirement Accounts (I.R.A.s)?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501080100","","","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuities_Individual_Retirement_Stocks","Are they mostly in stocks, mostly in interest earning assets, split between the two, or what?","DCW_280501.doc","enumerated","","","","","ASK IF Q8.1=Yes","","PhenX","PX280501080200","","","","","Mostly stocks","Mostly earning interest","Split","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuities_Individual_Retirement_Worth","How much would they be worth?","DCW_280501.doc","decimal","","","","","ASK IF Q8.1=Yes","","PhenX","PX280501080301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuities_Individual_Retirement_Worth_Enumerated","How much would they be worth? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q8.1=Yes","","PhenX","PX280501080302","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuities_Individual_Retirement_Amount_50","Would they amount to $50,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q8.3.2=Don't know/Refused","","PhenX","PX280501080303","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuities_Individual_Retirement_Amount_100","Would they amount to $100,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q8.3.3=Yes","","PhenX","PX280501080304","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuities_Individual_Retirement_Amount_200","Would they amount to $200,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q8.3.4=Yes","","PhenX","PX280501080305","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Annuities_Individual_Retirement_Amount_15","Would they amount to $15,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q8.3.3=No","","PhenX","PX280501080306","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Checking_Savings","Do you (or anyone in your family living there) have checking or savings accounts, including money market accounts?","DCW_280501.doc","enumerated","","","","","","","PhenX","PX280501090100","","","","","Yes, one or more","No, none","Don’t know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Checking_Savings_Value","If you added up all such accounts (for all of your family living there), about how much would they amount to right now?","DCW_280501.doc","decimal","","","","","ASK IF Q9.1=Yes","","PhenX","PX280501090201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Checking_Savings_Value_Enumerated","If you added up all such accounts (for all of your family living there), about how much would they amount to right now? Don't know/Refused","DCW_280501.doc","enumerated","","","","","ASK IF Q9.1=Yes","","PhenX","PX280501090202","","","","","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Checking_Savings_Value_4","Would they amount to $4,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q9.2.2=Don't know/Refused","","PhenX","PX280501090203","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Checking_Savings_Value_15","Would they amount to $15,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q9.2.3=Yes","","PhenX","PX280501090204","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX280501_Wealth_Checking_Savings_Value_60","Would they amount to $60,000 or more?","DCW_280501.doc","enumerated","","","","","ASK IF Q9.2.4=Yes","","PhenX","PX280501090205","","","","","Yes","No","Don't know/Refused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
