VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Refrigerated,Were samples refrigerated or stored on ice or in an ice bath?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401020300,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Transportation,Were samples transported vertically?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401020400,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Agitation,Were samples agitated during transportation?,DCW_911401.doc,enumerated,,,,,ASK IF Q2.4=YES,,PhenX,PX911401020500,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Storage_Unprocessed,Were samples stored as unprocessed sodium citrate whole blood samples?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401020600,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Storage_Whole_Blood,Were samples stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401020700,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Storage_Plasma,Were samples stored as plasma processed by centrifugation and aliquoting into a second tube?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401020800,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Platelet_Poor_Plasma,Were samples processed to platelet poor plasma (PPP) within 1 hour of collection?,DCW_911401.doc,enumerated,,,,,ASK IF Q2.7=YES,,PhenX,PX911401020900,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Assayed,Were samples assayed within 4 hours of collection?,DCW_911401.doc,enumerated,,,,,ASK IF Q2.7=YES,,PhenX,PX911401021000,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Centrifuge_Validated,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter ",DCW_911401.doc,enumerated,,,,,ASK IF Q2.7=YES,,PhenX,PX911401021100,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Frozen,Was the sample frozen immediately and stored at -20 C for at most 2 weeks?,DCW_911401.doc,enumerated,,,,,ASK IF Q2.7=YES,,PhenX,PX911401021200,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Sample_Processing_Deep_Freeze,"Was the sample transferred to <= -70 C, including shipment?",DCW_911401.doc,enumerated,,,,,ASK IF Q2.7=YES,,PhenX,PX911401021300,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Therapy_Bethesda_Assay_Nijmegen_Modification_Chromogenic_Substrate_Assay,Were any changes made in the protocol over the course of the study?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401030100,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Therapy_Bethesda_Assay_Nijmegen_Modification_Chromogenic_Substrate_Assay_Record,"Were the make and manufacturer of equipment, repeatability and coefficients of variation for the assay, and the reagents used recorded?",DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401030201,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Therapy_Bethesda_Assay_Nijmegen_Modification_Chromogenic_Substrate_Assay_Clinical_Trial,Is this study a part of multi-center clinical trials?,DCW_911401.doc,enumerated,,,,,ASK IF Q3.2.1=YES,,PhenX,PX911401030202,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Therapy_Bethesda_Assay_Nijmegen_Modification_Chromogenic_Substrate_Assay_Clinical_Trial_Laboratory,Is a central laboratory being used?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401030300,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Therapy_Bethesda_Assay_Nijmegen_Modification_Chromogenic_Substrate_Assay_Guidelines,"Were the parameters outlined by the Subcommittee on Factor VIII and Factor VIII of the Scientific and Standardization Committee of the International Society on Thrombosis and Haemostasis (Lee et al., 2001) followed?",DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401030400,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_Infusion_Baseline,Was Factor VIII activity tested before infusion (baseline)?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401040100,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_After_Infusion_Minutes_10,Was Factor VIII activity tested 10-15 minutes after infusion?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401040200,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_After_Infusion_Minutes_30,Was Factor VIII activity tested 30 minutes after infusion?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401040300,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_After_Infusion_Hours_1,Was Factor VIII activity tested 1 hour after infusion?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401040400,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_After_Infusion_Hours_3,Was Factor VIII activity tested 3 hours after infusion?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401040500,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_After_Infusion_Hours_6,Was Factor VIII activity tested 6 hours after infusion?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401040600,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_After_Infusion_Hours_9,Was Factor VIII activity tested 9 hours after infusion?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401040700,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_After_Infusion_Hours_24,Was Factor VIII activity tested 24 hours after infusion?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401040800,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_After_Infusion_Hours_28,Was Factor VIII activity tested 28 hours after infusion?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401040900,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_After_Infusion_Hours_32,Was Factor VIII activity tested 32 hours after infusion?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401041000,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_After_Infusion_Hours_48,Was Factor VIII activity tested 48 hours after infusion?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401041100,,,,,Yes,No
PX911401_Factor_Eight_Emicizumab_Individual_Standard_Pharmacokinetic_Study_Interpretation_Results,Was the Factor VIII half-life (t) less than 6 hours?,DCW_911401.doc,enumerated,,,,,,,PhenX,PX911401050000,,,,,Yes,No
