VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,
PX911004_Factor_Nine_Population_Chromogenic_Extended_Sample_Processing_Platelet_Poor_Plasma,Were samples processed to platelet poor plasma (PPP) within 1 hour of collection?,DCW_911004.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911004020900,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_Sample_Processing_Assayed,Were samples assayed within 4 hours of collection?,DCW_911004.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911004021000,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_Sample_Processing_Centrifuge_Validated,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter ",DCW_911004.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911004021100,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_Sample_Processing_Frozen,Was the sample frozen immediately and stored at -20 C for at most 2 weeks?,DCW_911004.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911004021200,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_Sample_Processing_Deep_Freeze,"Was the sample transferred to <= -70 C, including shipment?",DCW_911004.doc,enumerated,,,,,ASK IF Q2.7=YES OR Q2.8=YES,,PhenX,PX911004021300,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_One_Stage_Clotting_Factor_Assay_Changes,Were any changes made in the protocol over the course of the study?,DCW_911004.doc,enumerated,,,,,,,PhenX,PX911004030100,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_One_Stage_Clotting_Factor_Assay_Record,"Were the make and manufacturer of equipment, repeatability and coefficients of variation for the assay, and the reagents used recorded?",DCW_911004.doc,enumerated,,,,,,,PhenX,PX911004030200,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_Pharmacokinetic_Study,"Were the parameters outlined by the International Society on Thrombosis and Haemostatis Subcommittee on Factor VIII, Factor IX and Rare Coagulation Disorders (Iorio et al., 2917) followed?",DCW_911004.doc,enumerated,,,,,,,PhenX,PX911004040100,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_Pharmacokinetic_Study_After_Infusion_Hours_24,Was a measurement taken 24-36 hours after infusion with a routine dose of the extended half-life product?,DCW_911004.doc,enumerated,,,,,,,PhenX,PX911004040200,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_Pharmacokinetic_Study_After_Infusion_Hours_48,Was a measurement taken 48-60 hours after infusion with a routine dose of the extended half-life product?,DCW_911004.doc,enumerated,,,,,,,PhenX,PX911004040300,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_Pharmacokinetic_Study_After_Infusion_Days,Was a measurement taken 5-14 days after infusion with a routine dose of the extended half-life product?,DCW_911004.doc,enumerated,,,,,,,PhenX,PX911004040400,,,,,Yes,No
PX911004_Factor_Nine_Population_Chromogenic_Extended_Pharmacokinetic_Model,"Was a ""robust"" population pharmacokinetics model, such as WAPPS-Hemo or PKFit, used?",DCW_911004.doc,enumerated,,,,,,,PhenX,PX911004040500,,,,,Yes,No
