VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,
PX091502_Child_Stop_Breathing_Night_Ever,HAVE YOU EVER seen your child stop breathing during the night?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502100101,,,,,Yes,No,Don't know,,,
PX091502_Child_Stop_Breathing_Night_Description,HAVE YOU EVER been concerned about your child's breathing during sleep?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502100102,,,,,Yes,No,Don't know,,,
PX091502_Shake_Wake_Sleeping_Child_Breathe,"HAVE YOU EVER had to shake your sleeping child to get him or her to breathe, or wake up and breathe?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502100300,,,,,Yes,No,Don't know,,,
PX091502_Child_Wake_Snoring_Sound_Ever,HAVE YOU EVER seen your child wake up with a snorting sound?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502100400,,,,,Yes,No,Don't know,,,
PX091502_Child_Restless_Sleep,DOES YOUR CHILD have restless sleep?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502110100,,,,,Yes,No,Don't know,,,
PX091502_Child_Restless_Legs_In_Bed,DOES YOUR CHILD describe restlessness of the legs when in bed?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502110200,,,,,Yes,No,Don't know,,,
PX091502_Child_Growing_Unexplained_Leg_Pains,"DOES YOUR CHILD have ""growing pains"" (unexplained leg pains)?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502110300,,,,,Yes,No,Don't know,,,
PX091502_Child_Growing_Pains_Worst_Bed,"DOES YOUR CHILD have ""growing pains"" that are worst in bed?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502110400,,,,,Yes,No,Don't know,,,
PX091502_Child_Legs_Brief_Kicks,"WHILE YOUR CHILD SLEEPS, HAVE YOU SEEN brief kicks of one leg or both legs?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502120100,,,,,Yes,No,Don't know,,,
PX091502_Child_Legs_Repeated_Kicks_Regular,"WHILE YOUR CHILD SLEEPS, HAVE YOU SEEN repeated kicks or jerks of the legs at regular intervals (i.e., about every 20 to 40 seconds)?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502120200,,,,,Yes,No,Don't know,,,
PX091502_Child_Night_Sweaty_Wet_Perspiration,"AT NIGHT, DOES YOUR CHILD USUALLY become sweaty, or do the pajamas usually become wet with perspiration?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502130100,,,,,Yes,No,Don't know,,,
PX091502_Child_Night_Get_Out_Bed,"AT NIGHT, DOES YOUR CHILD USUALLY get out of bed (for any reason)?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502130200,,,,,Yes,No,Don't know,,,
PX091502_Child_Night_Urinate,"AT NIGHT, DOES YOUR CHILD USUALLY get out of bed to urinate?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502130301,,,,,Yes,No,Don't know,,,
PX091502_Child_Night_Urinate_Times,"If YOUR CHILD USUALLY get out of bed to urinate, how many times each night, on average?",DCW_091502.doc,integer,,,,,,,PhenX,PX091502130302,,,,,,,,,,
PX091502_Child_Sleep_Mouth_Open,Does your child usually sleep with the mouth open?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502140000,,,,,Yes,No,Don't know,,,
PX091502_Child_Congested_Stuffed_Nose_Night,"Is your child's nose usually congested or ""stuffed"" at night?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502150000,,,,,Yes,No,Don't know,,,
PX091502_Child_Allergies_Affect_Breathe_Nose,Do any allergies affect your child's ability to breathe through the nose?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502160000,,,,,Yes,No,Don't know,,,
PX091502_Child_Breathe_Through_Mouth_Day,DOES YOUR CHILD tend to breathe through the mouth during the day?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502170100,,,,,Yes,No,Don't know,,,
PX091502_Child_Dry_Mouth_Waking_Morning,DOES YOUR CHILD have a dry mouth on waking up in the morning?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502170200,,,,,Yes,No,Don't know,,,
PX091502_Child_Upset_Stomach_Night,DOES YOUR CHILD complain of an upset stomach at night?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502170300,,,,,Yes,No,Don't know,,,
PX091502_Child_Burning_Throat_Night,DOES YOUR CHILD get a burning feeling in the throat at night?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502170400,,,,,Yes,No,Don't know,,,
PX091502_Child_Grind_Teeth_Night,DOES YOUR CHILD grind his or her teeth at night?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502170500,,,,,Yes,No,Don't know,,,
PX091502_Child_Wet_Bed,DOES YOUR CHILD occasionally wet the bed?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502170600,,,,,Yes,No,Don't know,,,
PX091502_Child_Sleep_Walking,"Has your child ever walked during sleep (""sleep walking"")?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502180000,,,,,Yes,No,Don't know,,,
PX091502_Child_Sleep_Talking,"Have you ever heard your child talk during sleep (""sleep talking"")?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502190000,,,,,Yes,No,Don't know,,,
PX091502_Child_Nightmare,Does your child have nightmares once a week or more on average?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502200000,,,,,Yes,No,Don't know,,,
PX091502_Child_Wake_Up_Screaming_Night,Has your child ever woken up screaming during the night?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502210000,,,,,Yes,No,Don't know,,,
PX091502_Child_Neither_Awake_Asleep_Ever,"Has your child ever been moving or behaving, at night, in a way that made you think your child was neither completely awake nor asleep?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502220100,,,,,Yes,No,Don't know,,,
PX091502_Child_Neither_Awake_Asleep_EverDescribe,"Has your child ever been moving or behaving, at night, in a way that made you think your child was neither completely awake nor asleep? If so, please describe what has happened:  ",DCW_091502.doc,string,,,,,,,PhenX,PX091502220101,,,,,,,,,,
PX091502_Child_Difficulty_Falling_Asleep_Night,Does your child have difficulty falling asleep at night?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502230000,,,,,Yes,No,Don't know,,,
PX091502_Child_Time_Falling_Asleep_Night,How long does it take your child to fall asleep at night? (a guess is O.K.),DCW_091502.doc,integer,,,,,Enter in minutes.,,PhenX,PX091502240000,,,,,,,,,,
PX091502_Child_Bedtime_Difficult_Routines_Rituals,"At bedtime does your child usually have difficult ""routines"" or ""rituals,"" argue a lot, or otherwise behave badly?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502250000,,,,,Yes,No,Don't know,,,
PX091502_Child_Bang_Head_Rock_Body,DOES YOUR CHILD bang his or her head or rock his or her body when going to sleep?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502260100,,,,,Yes,No,Don't know,,,
PX091502_Child_Wake_Multiple_Times_Night,DOES YOUR CHILD wake up more than twice a night on average?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502260200,,,,,Yes,No,Don't know,,,
PX091502_Child_Trouble_Back_Asleep_Night,DOES YOUR CHILD have trouble falling back asleep if he or she wakes up at night?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502260300,,,,,Yes,No,Don't know,,,
PX091502_Child_Trouble_Back_Asleep_Morning,DOES YOUR CHILD wake up early in the morning and have difficulty going back to sleep?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502260400,,,,,Yes,No,Don't know,,,
PX091502_Child_Bedtime_Change_A_Lot,Does the time at which your child goes to bed change a lot from day to day?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502270000,,,,,Yes,No,Don't know,,,
PX091502_Child_Get_Up_Change_A_Lot,Does the time at which your child gets up from bed change a lot from day to day?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502280000,,,,,Yes,No,Don't know,,,
PX091502_Time_Child_Bed_Weekday,WHAT TIME DOES YOUR CHILD USUALLY go to bed during the week?,DCW_091502.doc,Time,,,,,,,PhenX,PX091502290100,,,,,,,,,,
PX091502_Time_Child_Bed_Weekend_Vacation,WHAT TIME DOES YOUR CHILD USUALLY go to bed on the weekend or vacation?,DCW_091502.doc,Time,,,,,,,PhenX,PX091502290200,,,,,,,,,,
PX091502_Time_Child_Get_Up_Weekday,WHAT TIME DOES YOUR CHILD USUALLY get out of bed on weekday mornings?,DCW_091502.doc,Time,,,,,,,PhenX,PX091502290300,,,,,,,,,,
PX091502_Time_Child_Get_Up_Weekend_Vacation,WHAT TIME DOES YOUR CHILD USUALLY get out of bed on weekend or vacation mornings?,DCW_091502.doc,Time,,,,,,,PhenX,PX091502290400,,,,,,,,,,
PX091502_Child_Wake_Up_Unrefreshed_Morning,DOES YOUR CHILD wake up feeling unrefreshed in the morning?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502300100,,,,,Yes,No,Don't know,,,
PX091502_Child_Sleepiness_Problem_Day,DOES YOUR CHILD have a problem with sleepiness during the day?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502300200,,,,,Yes,No,Don't know,,,
PX091502_Child_Feel_Sleepy_Day,DOES YOUR CHILD complain that he or she feels sleepy during the day?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502300300,,,,,Yes,No,Don't know,,,
PX091502_Child_Appear_Sleepy_Day,Has a teacher or other supervisor commented that your child appears sleepy during the day?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502310000,,,,,Yes,No,Don't know,,,
PX091502_Child_Usually_Nap_Day,Does your child usually take a nap during the day?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502320000,,,,,Yes,No,Don't know,,,
PX091502_Child_Hard_Wake_Up_Morning,Is it hard to wake your child up in the morning?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502330000,,,,,Yes,No,Don't know,,,
PX091502_Child_Wake_Up_Headache_Morning,Does your child wake up with headaches in the morning?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502340000,,,,,Yes,No,Don't know,,,
PX091502_Child_Headache_More_Once_Month,"Does your child get a headache at least once a month, on average?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502350000,,,,,Yes,No,Don't know,,,
PX091502_Child_Stop_Growing_Normal_Rate,Did your child stop growing at a normal rate at any time since birth?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502360100,,,,,Yes,No,Don't know,,,
PX091502_Child_Tonsils_Remove,Does your child still have tonsils?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502370100,,,,,Yes,No,Don't know,,,
PX091502_Child_Tonsils_Remove_Date,When were they removed?,DCW_091502.doc,Date,,,,,,,PhenX,PX091502370200,,,,,,,,,,
PX091502_Child_Tonsils_Remove_Reason,Why were they removed?,DCW_091502.doc,string,,,,,,,PhenX,PX091502370300,,,,,,,,,,
PX091502_Child_Condition_Difficulty_Breathing_Ever,HAS YOUR CHILD EVER had a condition causing difficulty with breathing?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502380101,,,,,Yes,No,Don't know,,,
PX091502_Child_Surgery_Ever,HAS YOUR CHILD EVER had surgery?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502380201,,,,,Yes,No,Don't know,,,
PX091502_Child_Difficulty_Breathing_Occur_Surgery,"Did any difficulties with breathing occur before, during, or after surgery?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502380202,,,,,Yes,No,Don't know,,,
PX091502_Child_Sudden_Weak_Legs_Ever,"HAS YOUR CHILD EVER become suddenly weak in the legs, or anywhere else, after laughing or being surprised by something?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502380300,,,,,Yes,No,Don't know,,,
PX091502_Child_Unable_Move_Able_Look_Ever,"HAS YOUR CHILD EVER felt unable to move for a short period, in bed, though awake and able to look around?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502380400,,,,,Yes,No,Don't know,,,
PX091502_Child_Irresistible_Urge_Nap,"Has your child felt an irresistible urge to take a nap at times, forcing him or her to stop what he or she is doing in order to sleep?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502390000,,,,,Yes,No,Don't know,,,
PX091502_Child_Sense_Dreaming_Awake_Ever,Has your child ever sensed that he or she was dreaming (seeing images or hearing sounds) while still awake?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502400000,,,,,Yes,No,Don't know,,,
PX091502_Child_Caffeinated_Beverage,"Does your child drink caffeinated beverages on a typical day (cola, tea, coffee)?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502410100,,,,,Yes,No,Don't know,,,
PX091502_Child_Caffeinated_Beverage_Quantity,How many cups or cans per day?,DCW_091502.doc,integer,,,,,,,PhenX,PX091502410200,,,,,,,,,,
PX091502_Child_Use_Recreational_Drug,Does your child use any recreational drugs?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502420100,,,,,Yes,No,Don't know,,,
PX091502_Child_Use_Recreational_Drug_List,Which recreational drugs does your child use?,DCW_091502.doc,string,,,,,,,PhenX,PX091502420200,,,,,,,,,,
PX091502_Child_Use_Recreational_Drug_Frequency,How often does your child use recreational drugs?,DCW_091502.doc,string,,,,,,,PhenX,PX091502420300,,,,,,,,,,
PX091502_Child_Use_Cigarette_Tobacco,"Does your child use cigarettes, smokeless tobacco, snuff, or other tobacco products?",DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502430100,,,,,Yes,No,Don't know,,,
PX091502_Child_Use_Cigarette_Tobacco_List,Which tobacco products does your child use?,DCW_091502.doc,string,,,,,,,PhenX,PX091502430200,,,,,,,,,,
PX091502_Child_Use_Cigarette_Tobacco_Frequency,"How often does your child use cigarettes, smokeless tobacco, snuff, or other tobacco products?",DCW_091502.doc,string,,,,,,,PhenX,PX091502430300,,,,,,,,,,
PX091502_Child_Overweight,Is your child overweight?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502440100,,,,,Yes,No,Don't know,,,
PX091502_Child_Overweight_First_Age,At what age did this first develop?,DCW_091502.doc,integer,,,,,Enter age in years.,,PhenX,PX091502440200,,,,,,,,,,
PX091502_Child_High_Arched_Palate_Roof_Mouth,Has a doctor ever told you that your child has a high-arched palate (roof of the mouth)?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502450000,,,,,Yes,No,Don't know,,,
PX091502_Child_Take_Ritalin_Ever,Has your child ever taken Ritalin (methylphenidate) for behavioral problems?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502460000,,,,,Yes,No,Don't know,,,
PX091502_Child_ADD_ADHD_Ever,Has a health professional ever said that your child has attention-deficit disorder (ADD) or attention-deficit/hyperactivity disorder (ADHD)?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502470000,,,,,Yes,No,Don't know,,,
PX091502_Child_Medical_Problem,"If you are currently at a clinic with your child to see a physician, what is the problem that brought you?",DCW_091502.doc,string,,,,,,,PhenX,PX091502480000,,,,,,,,,,
PX091502_Child_Long_Term_Medical_Problem_1,"If your child has long-term medical problems, please list the three you think are most significant.",DCW_091502.doc,string,,,,,,,PhenX,PX091502490100,,,,,,,,,,
PX091502_Child_Long_Term_Medical_Problem_2,"If your child has long-term medical problems, please list the three you think are most significant.",DCW_091502.doc,string,,,,,,,PhenX,PX091502490200,,,,,,,,,,
PX091502_Child_Long_Term_Medical_Problem_3,"If your child has long-term medical problems, please list the three you think are most significant.",DCW_091502.doc,string,,,,,,,PhenX,PX091502490300,,,,,,,,,,
PX091502_Child_Current_Medication_Medicine_1,Please list any medications your child currently takes: Medicine.,DCW_091502.doc,string,,,,,,,PhenX,PX091502500101,,,,,,,,,,
PX091502_Child_Current_Medication_Dose_1,Please list any medications your child currently takes: Size (mg) or amount per dose.,DCW_091502.doc,decimal,,,,,,,PhenX,PX091502500102,,,,,,,,,,
PX091502_Child_Current_Medication_Frequency_Taken_1,Please list any medications your child currently takes: Taken how often?,DCW_091502.doc,string,,,,,,,PhenX,PX091502500103,,,,,,,,,,
PX091502_Child_Current_Medication_Date_Taken_1,Please list any medications your child currently takes: Dates Taken.,DCW_091502.doc,Date,,,,,,,PhenX,PX091502500104,,,,,,,,,,
PX091502_Child_Current_Medication_Effect_1,Please list any medications your child currently takes: Effect.,DCW_091502.doc,string,,,,,,,PhenX,PX091502500105,,,,,,,,,,
PX091502_Child_Current_Medication_Medicine_2,Please list any medications your child currently takes: Medicine.,DCW_091502.doc,string,,,,,,,PhenX,PX091502500201,,,,,,,,,,
PX091502_Child_Current_Medication_Dose_2,Please list any medications your child currently takes: Size (mg) or amount per dose.,DCW_091502.doc,decimal,,,,,,,PhenX,PX091502500202,,,,,,,,,,
PX091502_Child_Current_Medication_Frequency_Taken_2,Please list any medications your child currently takes: Taken how often?,DCW_091502.doc,string,,,,,,,PhenX,PX091502500203,,,,,,,,,,
PX091502_Child_Current_Medication_Date_Taken_2,Please list any medications your child currently takes: Dates Taken.,DCW_091502.doc,Date,,,,,,,PhenX,PX091502500204,,,,,,,,,,
PX091502_Child_Current_Medication_Effect_2,Please list any medications your child currently takes: Effect.,DCW_091502.doc,string,,,,,,,PhenX,PX091502500205,,,,,,,,,,
PX091502_Child_Current_Medication_Medicine_3,Please list any medications your child currently takes: Medicine.,DCW_091502.doc,string,,,,,,,PhenX,PX091502500301,,,,,,,,,,
PX091502_Child_Current_Medication_Dose_3,Please list any medications your child currently takes: Size (mg) or amount per dose.,DCW_091502.doc,decimal,,,,,,,PhenX,PX091502500302,,,,,,,,,,
PX091502_Child_Current_Medication_Frequency_Taken_3,Please list any medications your child currently takes: Taken how often?,DCW_091502.doc,string,,,,,,,PhenX,PX091502500303,,,,,,,,,,
PX091502_Child_Current_Medication_Date_Taken_3,Please list any medications your child currently takes: Dates Taken.,DCW_091502.doc,Date,,,,,,,PhenX,PX091502500304,,,,,,,,,,
PX091502_Child_Current_Medication_Effect_3,Please list any medications your child currently takes: Effect.,DCW_091502.doc,string,,,,,,,PhenX,PX091502500305,,,,,,,,,,
PX091502_Child_Current_Medication_Medicine_4,Please list any medications your child currently takes: Medicine.,DCW_091502.doc,string,,,,,,,PhenX,PX091502500401,,,,,,,,,,
PX091502_Child_Current_Medication_Dose_4,Please list any medications your child currently takes: Size (mg) or amount per dose.,DCW_091502.doc,decimal,,,,,,,PhenX,PX091502500402,,,,,,,,,,
PX091502_Child_Current_Medication_Frequency_Taken_4,Please list any medications your child currently takes: Taken how often?,DCW_091502.doc,string,,,,,,,PhenX,PX091502500403,,,,,,,,,,
PX091502_Child_Current_Medication_Date_Taken_4,Please list any medications your child currently takes: Dates Taken.,DCW_091502.doc,Date,,,,,,,PhenX,PX091502500404,,,,,,,,,,
PX091502_Child_Current_Medication_Effect_4,Please list any medications your child currently takes: Effect.,DCW_091502.doc,string,,,,,,,PhenX,PX091502500405,,,,,,,,,,
PX091502_Child_Past_Medication_Medicine_1,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Medicine.",DCW_091502.doc,string,,,,,,,PhenX,PX091502510101,,,,,,,,,,
PX091502_Child_Past_Medication_Dose_1,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Size (mg) or amount per dose.",DCW_091502.doc,decimal,,,,,,,PhenX,PX091502510102,,,,,,,,,,
PX091502_Child_Past_Medication_Frequency_Taken_1,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Taken how often?",DCW_091502.doc,string,,,,,,,PhenX,PX091502510103,,,,,,,,,,
PX091502_Child_Past_Medication_Date_Taken_1,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Dates Taken.",DCW_091502.doc,Date,,,,,,,PhenX,PX091502510104,,,,,,,,,,
PX091502_Child_Past_Medication_Effect_1,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Effect.",DCW_091502.doc,string,,,,,,,PhenX,PX091502510105,,,,,,,,,,
PX091502_Child_Past_Medication_Medicine_2,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Medicine.",DCW_091502.doc,string,,,,,,,PhenX,PX091502510201,,,,,,,,,,
PX091502_Child_Past_Medication_Dose_2,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Size (mg) or amount per dose.",DCW_091502.doc,decimal,,,,,,,PhenX,PX091502510202,,,,,,,,,,
PX091502_Child_Past_Medication_Frequency_Taken_2,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Taken how often?",DCW_091502.doc,string,,,,,,,PhenX,PX091502510203,,,,,,,,,,
PX091502_Child_Past_Medication_Date_Taken_2,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Dates Taken.",DCW_091502.doc,Date,,,,,,,PhenX,PX091502510204,,,,,,,,,,
PX091502_Child_Past_Medication_Effect_2,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Effect.",DCW_091502.doc,string,,,,,,,PhenX,PX091502510205,,,,,,,,,,
PX091502_Child_Past_Medication_Medicine_3,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Medicine.",DCW_091502.doc,string,,,,,,,PhenX,PX091502510301,,,,,,,,,,
PX091502_Child_Past_Medication_Dose_3,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Size (mg) or amount per dose.",DCW_091502.doc,decimal,,,,,,,PhenX,PX091502510302,,,,,,,,,,
PX091502_Child_Past_Medication_Frequency_Taken_3,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Taken how often?",DCW_091502.doc,string,,,,,,,PhenX,PX091502510303,,,,,,,,,,
PX091502_Child_Past_Medication_Date_Taken_3,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Dates Taken.",DCW_091502.doc,Date,,,,,,,PhenX,PX091502510304,,,,,,,,,,
PX091502_Child_Past_Medication_Effect_3,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Effect.",DCW_091502.doc,string,,,,,,,PhenX,PX091502510305,,,,,,,,,,
PX091502_Child_Past_Medication_Medicine_4,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Medicine.",DCW_091502.doc,string,,,,,,,PhenX,PX091502510401,,,,,,,,,,
PX091502_Child_Past_Medication_Dose_4,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Size (mg) or amount per dose.",DCW_091502.doc,decimal,,,,,,,PhenX,PX091502510402,,,,,,,,,,
PX091502_Child_Past_Medication_Frequency_Taken_4,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Taken how often?",DCW_091502.doc,string,,,,,,,PhenX,PX091502510403,,,,,,,,,,
PX091502_Child_Past_Medication_Date_Taken_4,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Dates Taken.",DCW_091502.doc,Date,,,,,,,PhenX,PX091502510404,,,,,,,,,,
PX091502_Child_Past_Medication_Effect_4,"Please list any medication your child has taken in the past if the purpose of the medication was to improve his or her behavior, attention, or sleep: Effect.",DCW_091502.doc,string,,,,,,,PhenX,PX091502510405,,,,,,,,,,
PX091502_Child_Sleep_Disorder_Diagnosis_1,Please list any sleep disorders diagnosed or suspected by a physician in your child.,DCW_091502.doc,string,,,,,,,PhenX,PX091502520101,,,,,,,,,,
PX091502_Child_Sleep_Disorder_Start_Date_1,The date the sleep disorder started?,DCW_091502.doc,Date,,,,,,,PhenX,PX091502520102,,,,,,,,,,
PX091502_Child_Sleep_Disorder_Still_Present_1,Is the sleep disorder still present?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502520103,,,,,Yes,No,,,,
PX091502_Child_Sleep_Disorder_Diagnosis_2,Please list any sleep disorders diagnosed or suspected by a physician in your child.,DCW_091502.doc,string,,,,,,,PhenX,PX091502520201,,,,,,,,,,
PX091502_Child_Sleep_Disorder_Start_Date_2,The date the sleep disorder started?,DCW_091502.doc,Date,,,,,,,PhenX,PX091502520202,,,,,,,,,,
PX091502_Child_Sleep_Disorder_Still_Present_2,Is the sleep disorder still present?,DCW_091502.doc,enumerated,,,,,,,PhenX,PX091502520203,,,,,Yes,No,,,,
PX091502_Child_Sleep_Disorder_Diagnosis_3,Please list any sleep disorders diagnosed or suspected by a physician in your child.,DCW_091502.doc,string,,,,,,,PhenX,PX091502520301,,,,,,,,,,
PX091502_Child_Sleep_Disorder_Start_Date_3,The date the sleep disorder started?,DCW_091502.doc,Date,,,,,,,PhenX,PX091502520302,,,,,,,,,,
