"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX992501_Multisystem_Inflammatory_Syndrome_Pale_Mottled_Skin","Pale/mottled skin","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501090000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Cold_Hands_Feet","Cold hands/feet","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501100000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Urinary_Output","Urinary output < 2 mL/kg/hr","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501110000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Chest_Pain","Chest pain","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501120000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Tachypnoea","Tachypnoea (age-appropriate)","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501130000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Respiratory_Distress","Respiratory distress","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501140000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Abdominal_Pain","Abdominal pain","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501150000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Diarrhoea","Diarrhoea","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501160000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Vomiting","Vomiting","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501170000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Cough","Cough","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501180000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Fatigue_Malaise","Fatigue/malaise","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501190000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Sore_Throat","Sore throat","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501200000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Seizures","Seizures","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501210000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Runny_Nose","Runny nose","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501220000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Headache","Headache","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501230000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Wheezing","Wheezing","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501240000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Hypotonia","Hypotonia/floppiness","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501250000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Swollen_Joints","Swollen joints","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501260000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Paralysis","Paralysis","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501270000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Cervical_Lymphyadenopathy","Cervical lymphadenopathy","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501280000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Irritability","Irritability","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501290000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Joint_Pain","Joint pain (arthralgia)","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501300000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Photophobia","Photophobia","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501310000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Muscle_Aches","Muscle aches","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501320000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Hyposmia_Anosmia","Hyposmia/anosmia (loss of smell)","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501330000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Skin_Ulcers","Skin ulcers","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501340000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Hypogeusia","Hypogeusia (loss of taste)","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501350000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Stiff_Neck","Stiff neck","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501360000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Not_Able_Drink","Not able to drink","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501370000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Other","Other? Specify","DCW_992501.doc","string","","","","","","","PhenX","PX992501380000","","","","","","","","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Bleeding","Bleeding (haemorrhage)","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501390000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Bleeding_Site","If yes, specify site","DCW_992501.doc","string","","","","","ASK IF \"Bleeding (haemorrhage)\" = \"Yes\"","","PhenX","PX992501390100","","","","","","","","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Hospital_Admit_Past_3_Months","Has the child been admitted to hospital in the last 3 months?","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501400000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Hospital_Admit_Past_3_Months_Discharge_Date","If yes, date of discharge from hospital","DCW_992501.doc","date","","","","","ASK IF \"Has the child been admitted to hospital in the last 3 months?\" = \"Yes\"","","PhenX","PX992501400100","","","","","","","","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Hospital_Admit_Past_3_Months_Related_Similar_Problems","If yes, was it related to this illness episode or for the same or similar problems?","DCW_992501.doc","enumerated","","","","","ASK IF \"Has the child been admitted to hospital in the last 3 months?\" = \"Yes\"","","PhenX","PX992501400200","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_History_COVID_Infection_Previous_4_Weeks_Prior_Illness","History of COVID-19 infection in the previous 4 weeks prior to current illness?","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501410000","","","","","Yes - Lab confirmed","Yes - Clinically diagnosed","No","Unknown",""
"PX992501_Multisystem_Inflammatory_Syndrome_History_Respiratory_Infection_Previous_4_Weeks_Prior_Illness","History of any respiratory infection in the previous 4 weeks prior to current illness?","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501420000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Any_Household_Member_Confirmed_COVID_Past_4_Weeks","Any household member (or other contact) with confirmed COVID-19 in previous 4 weeks?","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501430000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Past_History_Kawasaki_Disease","Past history of Kawasaki disease?","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501440000","","","","","Yes","No","Unknown","",""
"PX992501_Multisystem_Inflammatory_Syndrome_Family_History_Kawasaki_Disease","Family history of Kawasaki disease?","DCW_992501.doc","enumerated","","","","","","","PhenX","PX992501450000","","","","","Yes","No","Unknown","",""
